,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,113027,华钰转债,0.39%,102.27,2.28,-3.43,0,2.06,AA,5.929,2.82,6.400,未到转股期,100.30250000000001
1,113536,三星转债,0.99%,104.02,2.66,-1.33,0,1.78,AA,5.89,3.34,1.920,未到转股期,96.9775
2,128060,中装转债,0.07%,106.27,0.0,-3.89,0,1.15,AA,5.712,1.88,5.250,未到转股期,96.64750000000001
3,113537,文灿转债,-0.01%,99.99,-1.15,5.72,0,3.5,AA-,5.918,2.0,8.000,未到转股期,95.72
4,128069,华森转债,0.51%,100.51,-0.23,6.07,0,3.15,AA-,5.959,7.98,3.000,未到转股期,94.9375
5,123024,岱勒转债,1.61%,100.81,6.1,6.09,0,2.57,A+,4.699,3.4,2.100,未到转股期,94.6225
6,113532,海环转债,-0.09%,105.53,2.13,0.87,0,1.27,AA,5.729,2.37,4.600,未到转股期,93.8175
7,128049,华源转债,0.58%,104.6,-0.13,2.82,0,1.93,AA-,5.386,1.6,3.999,128049,93.28500000000001
8,128050,钧达转债,0.00%,101.0,0.0,7.63,0,3.97,AA-,5.422,2.79,3.200,128050,93.2775
9,113505,杭电转债,-0.53%,105.45,-1.19,1.93,0,1.49,AA,4.655,2.3,7.500,191505,93.10249999999999
10,113521,科森转债,-0.73%,102.61,-1.29,6.27,0,2.32,AA,5.356,1.85,6.098,191521,92.6875
11,128053,尚荣转债,0.99%,106.8,2.98,0.82,0,1.4,AA,5.603,1.55,7.500,未到转股期,92.58500000000001
12,113025,明泰转债,0.15%,99.2,1.82,11.1,0,2.73,AA,5.751,0.98,18.390,未到转股期,92.475
13,123026,中环转债,-0.11%,112.451,0.41,-6.21,0,-0.25,AA-,4.921,3.1,2.900,未到转股期,92.2065
14,123014,凯发转债,-0.81%,104.6,-1.58,5.38,0,1.16,A+,4.047,2.09,3.149,123014,91.36500000000001
15,113514,威帝转债,-0.07%,100.34,0.0,11.36,0,2.7,A+,4.027,2.85,1.998,191514,91.14
16,128056,今飞转债,0.35%,100.371,2.87,11.74,0,3.55,A+,5.641,2.16,3.680,未到转股期,90.82400000000001
17,123027,蓝晓转债,0.49%,108.55,0.35,2.0,0,1.75,A+,5.921,6.69,3.400,未到转股期,89.95
18,123012,万顺转债,1.06%,107.22,0.73,3.92,0,0.76,AA-,5.03,1.17,1.702,123012,89.84
19,123018,溢利转债,0.28%,110.428,-0.43,-0.32,0,0.81,AA-,5.449,1.77,6.352,123018,89.812
20,113527,维格转债,-0.75%,98.95,-0.11,15.79,0,3.73,AA,5.542,0.88,7.460,未到转股期,89.2075
21,128038,利欧转债,-0.46%,108.5,-0.55,3.1,1,1.04,AA,4.701,1.54,1.809,128038,89.175
22,128057,博彦转债,0.10%,104.101,-1.29,9.05,0,2.23,AA-,5.655,1.73,5.758,未到转股期,89.1115
23,113535,大业转债,-0.22%,100.14,-0.46,15.18,0,2.66,AA,4.83,2.08,5.000,未到转股期,88.475
24,128039,三力转债,-0.41%,106.213,-0.86,7.5,1,0.79,AA-,4.912,2.02,2.809,128039,88.162
25,128025,特一转债,0.39%,109.658,1.23,2.93,1,0.14,AA-,4.408,3.24,3.394,128025,88.1445
26,128064,司尔转债,-0.08%,97.501,0.6,19.21,0,3.02,AA,5.748,1.01,8.000,未到转股期,88.0915
27,128048,张行转债,-0.66%,103.176,-0.73,11.68,0,1.98,AA+,5.345,0.96,24.998,128048,88.064
28,128034,江银转债,-0.38%,106.001,-0.22,8.55,2,0.75,AA+,4.548,0.91,17.583,128034,87.5865
29,128068,和而转债,-0.82%,106.028,-0.34,8.54,0,1.15,AA-,5.904,4.58,5.470,未到转股期,87.567
30,113516,苏农转债,-0.33%,105.9,-0.18,8.78,0,1.79,AA+,5.063,0.89,12.887,191516,87.515
31,123020,富祥转债,-0.11%,106.88,-0.94,8.04,0,2.29,AA-,5.644,3.26,4.200,未到转股期,87.09
32,128066,亚泰转债,-0.50%,98.707,-0.48,19.06,0,3.21,AA-,5.773,1.84,4.800,未到转股期,86.998
33,123023,迪森转债,0.37%,100.561,0.49,16.62,0,2.48,AA,5.696,1.43,6.000,未到转股期,86.97399999999999
34,123001,蓝标转债,2.35%,111.56,5.15,2.3,3,-0.1,AA,2.441,1.49,1.890,123001,86.715
35,113028,环境转债,0.48%,115.82,1.05,-3.27,0,-0.72,AAA,5.94,1.88,21.700,未到转股期,86.63250000000001
36,128033,迪龙转债,-0.49%,101.0,-1.65,16.53,1,2.03,AA,4.466,2.23,5.199,128033,86.60249999999999
37,110047,山鹰转债,-0.14%,107.67,-0.3,7.67,0,1.84,AA+,5.37,1.12,22.995,190047,86.5775
38,123013,横河转债,-0.60%,103.471,0.6,13.3,0,2.44,A+,5.047,3.81,0.383,123013,86.554
39,128062,亚药转债,-1.07%,99.0,-5.49,19.79,0,3.49,AA,5.732,2.8,9.650,未到转股期,86.1575
