,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,123026,中环转债,1.07%,113.801,4.31,-9.5,0,-0.49,AA-,4.942,2.900,未到转股期,95.699
21,110052,贵广转债,-1.66%,119.94,-2.44,-6.06,0,-0.14,AA+,5.677,16.000,未到转股期,86.12
3,113532,海环转债,1.03%,109.6,-2.05,-0.6,0,0.59,AA,5.751,4.600,未到转股期,91.0
4,123018,溢利转债,-0.29%,109.284,0.11,-0.27,0,1.0,AA-,5.471,6.553,123018,90.98599999999999
13,128038,利欧转债,-1.92%,111.002,-2.06,0.49,1,0.54,AA,4.723,1.809,128038,88.50800000000001
17,128025,特一转债,-0.09%,110.899,-0.36,1.81,1,-0.12,AA-,4.43,3.394,128025,87.291
6,113505,杭电转债,-1.12%,107.4,-1.81,2.31,0,1.07,AA,4.677,7.500,191505,90.28999999999999
2,113536,三星转债,-0.11%,104.15,-0.85,3.42,0,1.75,AA,5.912,1.920,未到转股期,92.42999999999999
9,128053,尚荣转债,-1.17%,106.832,-1.36,3.89,0,1.39,AA,5.625,7.500,未到转股期,89.278
18,128039,三力转债,-1.11%,108.432,-1.62,4.32,1,0.35,AA-,4.934,2.809,128039,87.24799999999999
7,128057,博彦转债,-0.96%,105.84,-2.19,4.53,0,1.91,AA-,5.677,5.758,未到转股期,89.63
29,127007,湖广转债,-0.49%,110.557,-1.65,4.86,1,0.47,AA+,4.992,13.214,127007,84.583
37,123015,蓝盾转债,-1.44%,112.08,-3.12,4.87,1,0.22,AA,5.118,1.009,123015,83.05
1,128060,中装转债,-0.46%,102.332,-1.78,5.02,0,1.83,AA,5.734,5.250,未到转股期,92.64800000000001
25,128068,和而转债,-0.45%,109.7,-2.07,5.19,0,0.56,AA-,5.926,5.470,未到转股期,85.11
27,123001,蓝标转债,0.38%,109.911,1.81,5.27,3,0.52,AA,2.463,1.890,123001,84.819
33,110041,蒙电转债,-0.56%,110.81,-0.97,5.74,0,0.02,AAA,4.471,18.731,190041,83.45
19,123012,万顺转债,-0.66%,107.499,-1.81,6.11,0,0.71,AA-,5.052,1.702,123012,86.391
TOTAL,,,,109.44827777777779,,2.3,,,,,,,
