,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,113537,文灿转债,0.42%,100.41,2.54,3.26,0,3.42,AA-,5.923,2.06,8.000,未到转股期,97.14500000000001
1,128060,中装转债,-2.34%,103.513,-4.93,1.56,0,1.62,AA,5.718,1.73,5.250,未到转股期,95.317
2,113536,三星转债,0.49%,102.6,1.1,4.88,0,2.02,AA,5.896,3.1,1.920,未到转股期,93.74000000000001
3,128050,钧达转债,1.96%,102.22,10.02,5.97,0,3.73,AA-,5.427,2.87,3.200,128050,93.3025
9,128062,亚药转债,-0.54%,100.451,-2.81,9.92,0,3.22,AA,5.737,3.1,9.650,未到转股期,92.10900000000001
13,113514,威帝转债,0.07%,100.77,0.69,11.08,0,2.58,A+,4.033,2.87,1.998,191514,90.92
15,128056,今飞转债,-0.49%,100.604,-4.54,11.82,0,3.5,A+,5.647,2.17,3.680,未到转股期,90.531
19,113535,大业转债,0.21%,100.31,1.38,14.12,0,2.62,AA,4.836,2.11,5.000,未到转股期,89.1
23,123023,迪森转债,-0.15%,100.277,0.0,15.36,0,2.53,AA,5.701,1.44,6.000,未到转股期,88.203
27,128033,迪龙转债,0.16%,102.2,-1.47,13.23,1,1.75,AA,4.471,2.32,5.199,128033,87.8775
30,128066,亚泰转债,-0.17%,98.834,-3.82,18.48,0,3.19,AA-,5.778,1.85,4.800,未到转股期,87.306
37,113528,长城转债,0.57%,99.6,0.05,18.78,0,3.13,AA-,5.649,1.97,6.340,未到转股期,86.315
38,127003,海印转债,0.28%,102.311,2.29,15.67,2,3.61,AA,2.918,1.74,9.415,127003,85.9365
42,128044,岭南转债,0.29%,99.803,-1.79,19.6,1,2.35,AA,5.104,1.67,6.593,128044,85.497
45,128065,雅化转债,0.08%,94.98,0.75,26.83,0,2.84,AA,5.775,2.47,8.000,未到转股期,84.8975
61,123011,德尔转债,-0.40%,98.718,-0.9,24.87,0,3.63,AA-,5.03,1.48,5.556,123011,82.6295
72,128015,久其转债,0.22%,93.443,-0.75,34.22,1,4.77,A+,3.918,4.39,7.798,128015,80.892
119,128018,时达转债,0.21%,95.403,0.2,39.64,1,3.59,AA,4.332,1.19,8.823,128018,74.86699999999999
TOTAL,,,,99.80261111111112,-0.11055555555555548,16.07166666666667,,3.005555555555556,,,,,,
