,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,113027,华钰转债,0.14%,99.65,-1.04,6.34,0,2.54,AA,5.89,2.5,6.4,未到转股期,95.595
6,113537,文灿转债,0.00%,100.05,-0.6,9.68,0,3.51,AA-,5.879,1.93,8.0,未到转股期,92.69
8,113536,三星转债,0.08%,103.05,1.06,6.28,0,1.96,AA,5.852,3.07,1.92,未到转股期,92.24000000000001
9,113514,威帝转债,0.37%,99.72,0.93,10.93,0,2.78,A+,3.989,2.84,1.998,191514,92.0825
13,128069,华森转债,-0.02%,100.52,-0.06,11.22,0,3.17,AA-,5.921,7.63,3.0,未到转股期,91.065
17,128066,亚泰转债,0.00%,99.0,-0.13,15.03,0,3.18,AA-,5.734,1.89,4.8,未到转股期,89.7275
21,128056,今飞转债,-0.01%,98.966,0.69,15.49,0,3.84,A+,5.603,2.06,3.68,未到转股期,89.41650000000001
24,128044,岭南转债,0.14%,99.49,-0.98,16.17,1,2.44,AA,5.06,1.72,6.593,128044,88.38250000000001
28,123011,德尔转债,-0.07%,96.681,0.94,20.45,0,4.0,AA-,4.986,1.5,5.556,123011,87.98150000000001
30,128050,钧达转债,0.09%,100.093,-0.85,16.0,0,4.17,AA-,5.384,2.55,3.2,128050,87.907
31,123023,迪森转债,0.09%,99.31,0.16,17.06,0,2.73,AA,5.658,1.4,6.0,未到转股期,87.895
36,127003,海印转债,0.13%,102.512,0.37,13.86,2,3.6,AA,2.874,1.76,9.415,127003,87.093
46,113528,长城转债,0.06%,98.75,0.0,22.19,0,3.32,AA-,5.605,1.9,6.34,未到转股期,84.6075
59,128033,迪龙转债,1.34%,102.001,-0.13,21.61,1,1.82,AA,4.427,2.15,5.199,128033,81.7915
68,128065,雅化转债,0.05%,95.038,-0.77,32.85,0,2.85,AA,5.732,2.36,8.0,未到转股期,80.3245
91,128062,亚药转债,0.04%,96.83,-0.42,33.8,0,3.92,AA,5.693,2.46,9.65,未到转股期,77.82000000000001
96,128015,久其转债,-0.05%,92.451,0.32,40.68,1,5.12,A+,3.874,4.15,7.798,128015,77.03900000000002
116,128018,时达转债,0.09%,94.7,-0.2,41.67,1,3.81,AA,4.288,1.17,8.823,128018,74.0475
TOTAL,,,,98.8228888888889,-0.03944444444444444,19.517222222222227,,3.2644444444444445,,,,,,
