,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
58,110052,贵广转债,1.74%,119.88,4.07,-4.64,0,-0.13,AA+,5.644,2.28,16.0,未到转股期,83.60000000000001
2,128060,中装转债,1.37%,107.0,4.04,-4.53,0,1.03,AA,5.701,1.89,5.25,未到转股期,96.3975
1,123028,清水转债,3.20%,103.2,1.26,-4.1,0,2.99,AA-,5.932,1.92,4.9,未到转股期,99.875
0,113027,华钰转债,-0.01%,102.28,0.0,-3.95,0,2.07,AA,5.918,2.84,6.4,未到转股期,100.6825
47,113028,环境转债,0.80%,116.8,2.44,-3.15,0,-0.87,AAA,5.929,1.9,21.7,未到转股期,85.5625
46,123018,溢利转债,0.93%,114.35,0.63,-0.44,0,0.15,AA-,5.438,1.84,6.239,123018,85.98
11,128053,尚荣转债,-0.23%,107.461,-2.43,0.67,0,1.29,AA,5.592,1.56,7.5,未到转股期,92.0365
27,123027,蓝晓转债,1.14%,110.25,2.12,1.16,0,1.48,A+,5.91,6.85,3.4,未到转股期,88.88
8,113521,科森转债,1.39%,105.78,3.91,1.91,0,1.73,AA,5.345,1.99,6.098,191521,92.7875
33,128025,特一转债,0.83%,110.777,1.27,2.42,1,-0.1,AA-,4.397,3.29,3.394,128025,87.408
10,113505,杭电转债,0.28%,105.72,0.4,2.74,0,1.43,AA,4.644,2.29,7.5,191505,92.225
13,128049,华源转债,0.23%,105.693,-1.03,3.22,0,1.74,AA-,5.375,1.61,3.999,128049,91.892
12,113532,海环转债,0.31%,105.21,1.67,3.75,0,1.33,AA,5.718,2.29,4.6,未到转股期,91.9775
15,123014,凯发转债,0.58%,105.11,1.49,4.85,0,1.03,A+,4.036,2.11,3.149,123014,91.2525
3,113537,文灿转债,-0.07%,99.92,0.11,4.98,0,3.52,AA-,5.907,2.01,8.0,未到转股期,96.345
5,128069,华森转债,-0.35%,100.7,-0.69,6.1,0,3.12,AA-,5.948,7.98,3.0,未到转股期,94.725
60,128058,拓邦转债,0.32%,111.67,2.66,7.03,0,1.77,AA,5.649,2.54,5.73,未到转股期,83.0575
35,128068,和而转债,1.11%,107.631,2.12,7.04,0,0.89,AA-,5.893,4.71,5.47,未到转股期,87.089
TOTAL,,,,107.74622222222223,,1.3922222222222222,,,,,,,,
