,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,128128,齐翔转2,0.37%,106.23,0.89,9.56,0,1.45,AA,5.814,1.82,29.9,未到转股期,84.21
6,128085,鸿达转债,0.66%,108.71,0.0,13.94,0,2.79,AA,5.14,1.27,24.257,128085,77.35000000000001
9,123023,迪森转债,-2.54%,115.002,-4.12,8.82,0,-0.02,AA,4.397,1.85,5.302,123023,76.178
11,113033,利群转债,0.09%,109.84,1.05,14.58,0,0.92,AA,5.427,1.29,18.0,191033,75.58
14,123004,铁汉转债,0.19%,110.209,-0.26,14.53,1,-0.12,AA,3.142,1.47,8.032,123004,75.261
15,113568,新春转债,-1.06%,115.4,-4.57,9.38,0,1.51,AA-,5.356,1.55,3.299,191568,75.22
16,110058,永鼎转债,-1.86%,123.03,-4.72,2.49,1,-1.55,AA,4.468,3.15,4.621,190058,74.48
17,113527,维格转债,-0.02%,93.0,-0.14,32.76,1,6.38,AA,4.244,0.67,7.457,191527,74.24000000000001
19,123028,清水转债,-2.61%,118.427,-5.17,7.78,0,0.62,AA-,4.644,1.75,4.555,123028,73.79299999999999
23,113039,嘉泽转债,0.58%,106.4,-1.26,20.96,0,1.07,AA,5.827,1.94,13.0,未到转股期,72.63999999999999
29,128100,搜特转债,0.39%,105.207,-2.37,23.53,1,2.09,AA,5.373,1.36,7.999,128100,71.263
41,110064,建工转债,0.37%,105.12,-0.52,25.1,0,2.71,AA+,5.148,0.83,16.598,190064,69.78
49,110070,凌钢转债,0.47%,101.95,-0.46,29.2,0,2.74,AA,5.46,0.77,4.4,190070,68.85
55,128087,孚日转债,-0.09%,102.499,-0.99,29.14,0,2.01,AA,5.142,1.19,6.499,128087,68.361
70,128081,海亮转债,0.85%,106.562,0.49,27.0,0,1.58,AA,5.071,1.65,31.5,128081,66.438
74,128026,众兴转债,0.81%,106.0,0.11,27.76,0,1.31,AA-,3.129,1.32,9.194,128026,66.24
82,113505,杭电转债,0.96%,104.58,3.78,29.64,0,2.19,AA,3.356,1.5,7.499,191505,65.78
89,113528,长城转债,0.17%,105.98,0.1,29.31,0,2.48,AA-,4.345,1.76,6.339,191528,64.71
100,128132,交建转债,0.05%,100.07,-0.66,36.63,0,2.48,AA,5.885,3.62,8.5,未到转股期,63.300000000000004
107,113017,吉视转债,0.11%,100.65,0.0,36.83,0,2.85,AA+,3.167,0.97,15.591,191017,62.519999999999996
117,113024,核建转债,0.08%,105.1,-0.65,33.39,0,0.99,AAA,4.447,1.28,29.957,191024,61.510000000000005
125,113591,胜达转债,0.67%,103.9,-1.05,35.55,0,2.96,AA-,5.677,3.01,5.5,未到转股期,60.55
131,128018,时达转债,0.01%,104.49,-0.52,35.79,1,1.85,AA,3.027,1.32,8.822,128018,59.720000000000006
150,128120,联诚转债,2.28%,118.527,-0.85,24.02,0,-0.02,A,5.721,2.69,2.6,未到转股期,57.453
217,128015,久其转债,0.23%,101.785,0.0,64.38,1,3.35,A+,2.614,4.73,7.796,128015,33.83500000000001
260,128062,亚药转债,-1.47%,80.4,-1.05,178.01,0,9.62,A-,4.433,4.36,9.642,128062,-58.41
TOTAL,,,,106.118,-0.8823076923076923,30.772307692307695,,,,,,,,
