,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
2,127018,本钢转债,-0.03%,77.999,1.9,21.84,0,9.83,AAA,5.512,0.6,68.0,未到转股期,105.62100000000001
0,128085,鸿达转债,1.40%,79.39,2.69,2.04,0,9.66,AA,4.978,1.03,24.189,128085,119.08
1,110072,广汇转债,1.88%,80.68,-1.39,14.89,0,6.5,AA+,5.647,0.57,33.7,未到转股期,108.15249999999999
120,113527,维格转债,-0.04%,81.96,0.0,54.66,1,10.1,AA,4.082,0.78,7.456,191527,77.04500000000002
3,128100,搜特转债,0.48%,88.569,-1.69,10.71,1,5.67,AA,5.211,1.27,7.998,128100,103.3985
21,128087,孚日转债,0.87%,89.985,-0.22,27.68,0,4.75,AA,4.981,1.07,6.499,128087,89.255
126,128044,岭南转债,-1.64%,90.707,-2.62,44.5,1,5.91,AA,3.638,1.12,6.592,128044,75.918
7,113595,花王转债,1.51%,91.97,0.36,15.0,0,5.84,AA-,5.57,1.65,3.3,未到转股期,96.78
9,113609,永安转债,0.26%,92.45,-1.98,15.22,0,4.67,AA-,5.915,1.1,8.86,未到转股期,96.13499999999999
42,123080,海波转债,1.39%,94.9,1.54,25.75,0,5.07,A+,5.937,2.21,2.45,未到转股期,85.7875
129,113535,大业转债,0.56%,95.4,-1.04,38.68,0,5.26,AA,3.37,1.43,4.999,191535,75.59
29,128081,海亮转债,0.07%,95.96,1.05,21.95,0,3.81,AA,4.91,1.55,31.5,128081,87.57750000000001
24,128026,众兴转债,-3.89%,96.0,-4.0,20.53,0,4.54,AA-,2.967,1.26,9.194,128026,88.60249999999999
11,113557,森特转债,0.65%,96.35,-0.82,15.41,0,4.65,AA-,4.984,1.9,5.999,191557,92.0925
127,128032,双环转债,0.16%,96.383,-0.43,37.16,0,4.35,AA,3.0,1.35,9.995,128032,75.74700000000001
94,113600,新星转债,1.23%,96.52,3.98,31.54,0,4.94,AA-,5.633,1.67,5.95,未到转股期,79.825
109,128118,瀛通转债,0.49%,96.833,1.83,33.36,0,4.4,AA-,5.518,2.21,3.0,未到转股期,78.147
4,128139,祥鑫转债,0.24%,97.15,0.53,6.27,0,3.84,AA-,5.934,3.03,6.47,未到转股期,98.1475
113,128125,华阳转债,1.78%,97.185,3.25,33.53,0,3.68,AA-,5.595,2.92,4.5,未到转股期,77.66749999999999
6,128127,文科转债,1.19%,97.303,0.41,7.74,0,4.07,AA-,5.652,0.94,9.5,未到转股期,96.892
16,123004,铁汉转债,2.09%,97.388,2.78,16.4,1,3.84,AA,2.981,1.29,8.032,123004,90.312
124,128033,迪龙转债,0.96%,97.535,0.79,35.2,1,4.12,AA,3.005,1.8,5.198,128033,76.065
18,113505,杭电转债,0.57%,97.6,0.85,16.92,0,4.6,AA,3.195,1.54,7.499,191505,89.71000000000001
112,128069,华森转债,-0.03%,98.004,-1.84,32.33,0,4.7,AA-,4.499,4.64,2.998,128069,77.74849999999999
55,113524,奇精转债,1.48%,98.18,3.9,23.54,0,4.66,AA,3.973,2.08,3.299,191524,84.16499999999999
36,128025,特一转债,-0.10%,98.681,0.17,20.28,1,3.41,AA-,2.948,2.3,2.991,128025,86.10900000000001
76,128076,金轮转债,2.01%,98.697,1.41,26.24,0,3.28,AA-,4.805,1.07,2.138,128076,81.62299999999999
49,123069,金诺转债,2.09%,98.98,4.05,20.88,0,4.33,AA-,5.808,2.13,3.68,未到转股期,85.36
5,113610,灵康转债,1.02%,99.04,-0.59,3.87,0,3.52,AA-,5.934,4.39,5.25,未到转股期,98.05749999999999
93,113532,海环转债,0.92%,99.17,1.71,27.96,0,3.15,AA,4.268,1.5,4.6,191532,79.86
74,123077,汉得转债,-0.74%,99.32,0.13,24.89,0,4.11,AA,5.915,2.15,9.37,未到转股期,82.0125
60,113036,宁建转债,0.88%,99.37,0.77,22.89,0,3.11,AA,5.532,1.1,5.4,未到转股期,83.46249999999999
38,128013,洪涛转债,0.66%,99.801,0.78,18.99,2,6.25,AA-,1.592,1.05,11.985,128013,85.9565
39,113599,嘉友转债,0.92%,99.99,1.66,18.86,0,4.29,AA-,5.611,2.19,7.2,未到转股期,85.86500000000001
31,113568,新春转债,0.77%,100.28,0.26,16.49,0,4.42,AA-,5.195,1.25,3.299,191568,87.35249999999999
25,128117,道恩转债,0.53%,100.53,3.04,15.06,0,3.88,AA-,5.518,5.69,3.6,未到转股期,88.175
90,110064,建工转债,0.58%,100.57,0.27,25.23,0,3.65,AA+,4.986,0.79,16.598,190064,80.50750000000001
12,128066,亚泰转债,0.39%,100.751,-1.01,10.34,1,3.72,AA-,4.312,1.48,4.798,128066,91.494
100,128042,凯中转债,0.05%,100.772,0.19,26.31,0,4.15,AA,3.597,2.05,4.157,128042,79.49549999999999
66,123054,思特转债,1.12%,100.916,1.18,21.47,0,3.58,AA-,5.458,2.72,2.71,123054,82.98150000000001
TOTAL,,,,95.48172500000001,,22.56525,,,,,,,,
