,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
9,128087,孚日转债,0.47%,124.384,1.91,-0.77,0,-1.66,AA,5.69,2.01,6.5,未到转股期,76.1935
36,128090,汽模转2,-2.16%,130.0,-2.68,0.13,0,-2.13,AA,5.718,1.87,4.71,未到转股期,69.9025
22,123037,新莱转债,-6.18%,126.916,-7.5,0.85,0,-1.27,A+,5.693,3.75,2.8,未到转股期,72.4465
26,113509,新泉转债,-4.00%,124.21,-3.02,5.88,1,-2.77,AA,4.151,2.94,4.497,191509,71.38000000000001
3,128094,星帅转债,-2.39%,116.6,-5.56,8.1,0,0.73,A+,5.773,3.6,2.8,未到转股期,77.325
1,113570,百达转债,-2.09%,113.03,-3.94,8.59,0,0.34,A+,5.918,2.88,2.8,未到转股期,80.5275
31,128039,三力转债,-1.80%,122.359,-3.39,8.91,1,-2.51,AA-,4.162,2.12,2.027,128039,70.9585
35,113554,仙鹤转债,-1.12%,123.11,0.33,9.21,0,-0.71,AA,5.685,2.46,12.5,未到转股期,69.9825
33,128092,唐人转债,-0.06%,122.138,4.01,9.86,0,-1.02,AA,5.726,2.39,12.4,未到转股期,70.467
4,113566,翔港转债,-2.50%,115.22,-4.35,10.2,0,1.35,A+,5.888,4.13,2.0,未到转股期,77.13
5,128069,华森转债,-1.29%,115.2,0.59,10.44,0,0.89,AA-,5.208,7.31,2.999,128069,76.97
0,113546,迪贝转债,-6.03%,110.1,-10.01,11.92,0,1.77, A+,5.537,2.83,2.3,未到转股期,80.96000000000001
2,113567,君禾转债,-3.70%,110.89,-2.79,12.28,0,1.27,A+,5.899,3.85,2.1,未到转股期,79.9
32,128057,博彦转债,-3.14%,119.62,-5.96,13.2,0,-0.44,AA-,4.904,1.81,5.377,128057,70.47999999999999
12,128050,钧达转债,-2.17%,114.51,-3.27,13.3,1,1.67,AA-,4.671,1.98,3.199,128050,75.51499999999999
10,128025,特一转债,-1.28%,113.75,-1.09,14.05,1,-0.98,AA-,3.658,2.72,2.991,128025,75.7125
16,128097,奥佳转债,-2.09%,114.649,-5.69,15.82,0,0.1,AA,5.882,1.86,12.0,未到转股期,73.486
24,123030,九洲转债,-0.80%,116.049,-3.72,16.05,0,0.72,AA-,5.362,0.96,3.079,123030,71.9135
TOTAL,,,,118.48527777777775,,9.334444444444445,,,,,,,,
