,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
35,113550,常汽转债,-0.08%,132.0,-2.43,1.93,0,-1.45,AA-,5.627,1.38,9.92,未到转股期,66.5525
1,128087,孚日转债,-0.70%,121.45,0.54,4.31,0,-1.23,AA,5.71,1.87,6.5,未到转股期,75.3175
29,128090,汽模转2,-1.38%,128.2,-2.3,5.53,0,-1.88,AA,5.737,1.75,4.71,未到转股期,67.65250000000002
6,128077,华夏转债,-2.16%,122.8,-2.17,5.89,0,-0.3,AA-,5.54,3.01,7.9,未到转股期,72.7825
32,123002,国祯转债,-0.29%,125.64,-0.7,9.36,1,-3.69,AA,3.644,1.98,4.171,123002,67.34
36,113515,高能转债,-1.59%,126.23,-1.56,9.76,0,-2.6,AA,4.315,2.37,6.749,191515,66.44999999999999
2,128097,奥佳转债,-1.34%,117.65,0.43,9.88,0,-0.35,AA,5.901,2.01,12.0,未到转股期,74.94
10,128050,钧达转债,-3.99%,119.999,-3.23,12.68,1,0.63,AA-,4.69,2.09,3.199,128050,70.491
0,128081,海亮转债,0.22%,112.4,2.33,14.14,0,0.45,AA,5.638,2.23,31.5,未到转股期,76.99499999999999
13,128057,博彦转债,-2.18%,118.65,-1.41,15.12,0,-0.27,AA-,4.923,1.77,5.378,128057,70.00999999999999
24,113554,仙鹤转债,-0.48%,119.7,-1.53,15.64,0,-0.21,AA,5.704,2.52,12.5,未到转股期,68.57
12,123027,蓝晓转债,-2.18%,118.0,-1.31,15.85,0,0.33,A+,5.189,5.15,2.528,123027,70.1125
3,128085,鸿达转债,-0.67%,113.76,-0.77,16.39,0,1.67,AA,5.707,1.54,24.27,未到转股期,73.94749999999999
7,128025,特一转债,-1.39%,115.37,0.66,16.5,1,-1.36,AA-,3.677,2.7,2.991,128025,72.255
8,123030,九洲转债,-2.33%,115.25,-1.4,16.89,0,0.85,AA-,5.381,0.95,3.079,123030,72.0825
5,128066,亚泰转债,-2.08%,112.511,-4.37,18.94,1,0.97,AA-,5.041,1.59,4.799,128066,73.284
19,128019,久立转2,0.16%,115.8,1.86,19.57,0,-1.49,AA,3.6,1.95,10.397,128019,69.52250000000001
25,128048,张行转债,-0.38%,117.1,0.87,19.73,0,-0.61,AA+,4.614,1.01,24.997,128048,68.1025
TOTAL,,,,119.58388888888891,,12.672777777777776,,,,,,,,
