,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
9,128087,孚日转债,1.47%,130.85,4.77,-7.1,0,-2.56,AA,5.652,2.26,6.5,未到转股期,74.47500000000001
22,128077,华夏转债,-1.59%,126.9,-3.09,3.81,0,-0.91,AA-,5.482,3.17,7.899,128077,70.24249999999999
26,128090,汽模转2,-1.15%,125.998,-1.58,5.8,0,-1.59,AA,5.679,1.71,4.71,未到转股期,69.652
29,123002,国祯转债,-1.14%,126.2,-1.16,5.88,1,-3.87,AA,3.586,2.05,4.171,123002,69.39
40,128092,唐人转债,0.28%,127.0,3.96,7.16,0,-1.72,AA,5.688,2.54,12.4,未到转股期,67.63
0,113570,百达转债,0.23%,114.87,0.58,8.64,0,0.07,A+,5.879,2.92,2.8,未到转股期,78.64999999999999
39,113504,艾华转债,-1.08%,125.7,-1.2,8.84,1,-3.39,AA,3.855,4.22,6.909,191504,67.67
24,113554,仙鹤转债,-1.34%,123.02,-2.9,9.27,0,-0.7,AA,5.647,2.46,12.5,未到转股期,70.0275
37,113550,常汽转债,-1.46%,123.87,-2.12,11.21,0,-0.31,AA-,5.57,1.19,9.92,未到转股期,67.7225
23,128069,华森转债,-3.91%,121.128,-0.66,11.73,0,-0.1,AA-,5.17,7.6,2.999,128069,70.0745
8,128025,特一转债,-0.81%,115.281,-1.81,13.52,1,-1.36,AA-,3.619,2.77,2.991,128025,74.579
11,128094,星帅转债,-2.99%,116.41,-4.0,13.65,0,0.77,A+,5.734,3.42,2.8,未到转股期,73.3525
3,113557,森特转债,-0.06%,112.4,-0.98,14.63,0,1.29,AA-,5.655,2.41,6.0,未到转股期,76.6275
4,128049,华源转债,-0.73%,113.11,0.27,14.79,0,0.41,AA-,4.597,1.53,3.999,128049,75.7975
19,113566,翔港转债,-0.62%,117.77,2.92,15.26,0,0.97,A+,5.849,4.04,2.0,未到转股期,70.785
14,123026,中环转债,-0.85%,116.222,-0.64,15.75,0,-1.11,AA-,4.132,2.18,2.32,123026,71.9655
6,128066,亚泰转债,-0.15%,112.04,-0.28,16.45,1,0.98,AA-,4.984,1.62,4.799,128066,75.6225
2,128085,鸿达转债,-0.18%,110.701,0.8,16.56,0,2.19,AA,5.649,1.49,24.27,未到转股期,76.879
TOTAL,,,,119.97055555555556,,10.325,,,,,,,,
