,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,113576,起步转债,2.10%,111.16,5.07,6.8,0,1.67,AA-,5.644,3.04,5.2,未到转股期,82.04
3,113033,利群转债,0.33%,115.3,0.39,3.49,0,0.0,AA,5.619,1.46,18.0,未到转股期,81.21000000000001
4,128085,鸿达转债,0.35%,111.38,0.74,7.54,0,2.21,AA,5.332,1.41,24.259,128085,81.08
6,113591,胜达转债,0.05%,105.05,0.3,14.96,0,2.67,AA-,5.868,3.81,5.5,未到转股期,79.99000000000001
8,128120,联诚转债,0.61%,108.181,0.69,13.49,0,1.57,A,5.912,2.67,2.6,未到转股期,78.32900000000001
10,128050,钧达转债,1.69%,118.712,3.34,3.43,1,0.94,AA-,4.315,2.28,3.199,128050,77.85799999999999
18,113568,新春转债,1.45%,112.77,2.02,10.54,0,1.89,AA-,5.548,1.48,3.3,未到转股期,76.69
19,110058,永鼎转债,5.14%,125.55,7.14,-1.9,1,-1.92,AA,4.66,3.05,9.794,190058,76.35000000000001
25,113527,维格转债,-0.02%,95.14,-1.5,29.97,1,5.54,AA,4.436,0.7,7.457,191527,74.89
26,123028,清水转债,-0.06%,109.701,-1.06,15.45,0,2.24,AA-,4.836,1.5,4.898,123028,74.849
33,128087,孚日转债,-0.05%,104.7,-0.37,21.48,0,1.52,AA,5.334,1.28,6.499,128087,73.82
35,110064,建工转债,-1.00%,109.05,-0.93,17.26,0,1.88,AA+,5.34,0.91,16.6,190064,73.69
37,110070,凌钢转债,0.35%,104.94,0.42,21.77,0,2.11,AA,5.655,0.85,4.4,未到转股期,73.29
38,128069,华森转债,-0.03%,115.492,0.32,11.3,0,0.81,AA-,4.852,6.83,2.998,128069,73.208
47,128081,海亮转债,-0.12%,108.664,-0.45,18.63,0,1.14,AA,5.263,1.84,31.5,128081,72.706
60,113528,长城转债,-0.37%,107.21,-0.86,22.18,0,2.11,AA-,4.537,1.9,6.339,191528,70.61000000000001
66,113024,核建转债,5.64%,114.26,9.95,16.05,0,-0.89,AAA,4.638,1.62,29.957,191024,69.69
67,128076,金轮转债,-0.05%,109.1,0.84,21.26,0,1.1,AA-,5.159,1.23,2.139,128076,69.64
81,113505,杭电转债,0.80%,108.71,-0.16,22.61,0,0.94,AA,3.548,1.72,7.499,191505,68.68
121,113017,吉视转债,0.11%,103.49,-0.86,32.15,0,1.81,AA+,3.359,1.03,15.591,191017,64.36000000000001
133,123023,迪森转债,0.14%,101.01,-0.19,36.76,0,2.91,AA,4.589,1.25,5.998,123023,62.23
136,123004,铁汉转债,0.11%,102.593,-0.66,36.1,1,2.1,AA,3.334,1.15,8.332,123004,61.306999999999995
147,128015,久其转债,0.23%,104.155,0.14,35.81,1,2.26,A+,2.805,5.63,7.796,128015,60.035
155,128018,时达转债,0.62%,105.249,-0.52,36.05,1,1.5,AA,3.219,1.34,8.822,128018,58.70100000000001
247,128062,亚药转债,1.55%,81.2,9.96,121.37,0,8.96,A-,4.625,5.26,9.643,128062,-2.5700000000000074
TOTAL,,,,107.71068,1.3503999999999998,22.982,,1.8828,,,,,,
