,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
10,128012,辉丰转债,0.00%,99.999,2.27,21.33,1,2.53,A,1.696,2.02,0.24,128012,78.671
0,113527,维格转债,2.16%,101.34,7.25,10.67,1,3.99,AA,4.458,0.87,7.457,191527,87.99
50,110070,凌钢转债,0.28%,104.72,0.86,23.07,0,2.14,AA,5.677,0.84,4.4,未到转股期,72.21000000000001
28,128087,孚日转债,0.21%,104.724,0.92,20.83,0,1.51,AA,5.356,1.28,6.499,128087,74.446
5,113591,胜达转债,0.48%,105.08,2.98,14.74,0,2.65,AA-,5.89,3.82,5.5,未到转股期,80.18
56,128076,金轮转债,1.99%,107.3,2.35,21.37,0,1.43,AA-,5.181,1.2,2.139,128076,71.33
54,127016,鲁泰转债,-0.03%,107.716,0.76,20.88,0,1.37,AA+,5.663,0.87,14.0,未到转股期,71.40400000000001
58,110064,建工转债,0.71%,107.79,2.26,21.03,0,2.1,AA+,5.362,0.88,16.6,190064,71.17999999999999
7,113576,起步转债,0.50%,108.01,-0.49,12.49,0,2.19,AA-,5.666,2.8,5.2,未到转股期,79.5
33,128081,海亮转债,0.64%,109.3,0.66,16.84,0,1.02,AA,5.285,1.88,31.5,128081,73.86
19,113557,森特转债,0.58%,109.5,2.43,14.24,0,1.87,AA-,5.359,2.21,5.999,191557,76.26
13,113033,利群转债,2.20%,109.6,9.81,12.49,0,0.92,AA,5.641,1.28,18.0,未到转股期,77.91000000000001
46,123028,清水转债,0.78%,109.778,1.65,17.41,0,2.22,AA-,4.858,1.48,4.898,123028,72.812
16,113568,新春转债,1.16%,110.25,2.34,12.13,0,2.3,AA-,5.57,1.42,3.3,未到转股期,77.62
31,128034,江银转债,-0.14%,110.39,1.18,15.52,2,-0.34,AA+,3.463,0.78,17.582,128034,74.09
15,128056,今飞转债,0.62%,110.57,-0.15,11.73,0,2.05,A+,4.556,2.39,3.676,128056,77.7
2,128085,鸿达转债,1.11%,110.6,2.55,7.85,0,2.33,AA,5.353,1.4,24.259,128085,81.55000000000001
43,113546,迪贝转债,2.64%,111.9,2.39,15.09,0,1.57,A+,5.203,2.54,2.299,191546,73.00999999999999
47,110043,无锡转债,-0.43%,112.39,0.71,14.98,2,-0.81,AA+,3.474,0.86,29.988,190043,72.63
34,113567,君禾转债,1.04%,112.68,0.71,13.47,0,1.05,A+,5.564,3.47,2.1,未到转股期,73.85
32,128064,司尔转债,1.80%,112.849,4.13,13.22,0,0.4,AA,4.663,1.11,7.999,128064,73.931
TOTAL,,,,108.40409523809524,,15.780000000000003,,,,,,,,
