,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
23,128012,辉丰转债,0.00%,99.999,-2.79,25.86,1,2.54,A,1.693,1.94,0.24,128012,74.141
0,113527,维格转债,0.30%,101.96,0.99,9.28,1,3.85,AA,4.455,0.89,7.457,191527,88.76
29,128087,孚日转债,-0.09%,104.701,-2.0,22.16,0,1.52,AA,5.353,1.27,6.499,128087,73.13900000000001
43,110070,凌钢转债,0.14%,104.97,-0.43,23.36,0,2.1,AA,5.674,0.84,4.4,未到转股期,71.67
6,113591,胜达转债,0.01%,105.26,-1.84,16.4,0,2.62,AA-,5.888,3.77,5.5,未到转股期,78.34
15,113576,起步转债,-0.01%,107.69,-2.1,16.17,0,2.25,AA-,5.663,2.71,5.2,未到转股期,76.14
44,110064,建工转债,-0.01%,107.89,0.25,20.55,0,2.09,AA+,5.359,0.88,16.6,190064,71.56
56,127016,鲁泰转债,0.55%,108.326,0.25,21.25,0,1.27,AA+,5.66,0.87,14.0,未到转股期,70.424
35,128081,海亮转债,0.00%,109.338,-0.88,18.18,0,1.01,AA,5.282,1.85,31.5,128081,72.482
40,123028,清水转债,0.41%,109.699,-1.08,18.5,0,2.23,AA-,4.855,1.46,4.898,123028,71.801
18,113557,森特转债,0.59%,110.02,0.31,14.32,0,1.78,AA-,5.356,2.22,5.999,191557,75.66
4,128085,鸿达转债,0.08%,110.67,-0.5,9.0,0,2.32,AA,5.351,1.38,24.259,128085,80.33
9,113033,利群转债,0.63%,110.78,1.75,11.57,0,0.73,AA,5.638,1.3,18.0,未到转股期,77.65
16,113568,新春转债,1.15%,111.08,0.69,12.85,0,2.16,AA-,5.567,1.43,3.3,未到转股期,76.07000000000001
36,128034,江银转债,1.26%,111.605,0.93,16.26,2,-0.66,AA+,3.46,0.78,17.582,128034,72.13499999999999
34,128064,司尔转债,-0.08%,112.409,-0.83,14.87,0,0.48,AA,4.66,1.09,7.999,128064,72.72099999999999
57,113546,迪贝转债,0.92%,113.11,-1.37,16.75,0,1.35,A+,5.2,2.52,2.299,191546,70.14
2,128013,洪涛转债,0.01%,113.378,-0.59,3.68,2,-1.63,AA-,1.964,1.35,11.999,128013,82.942
54,110033,国贸转债,-0.26%,113.38,0.14,15.97,1,-2.35,AAA,1.403,0.52,12.118,190033,70.65
50,113567,君禾转债,0.23%,113.4,-1.32,15.51,0,0.94,A+,5.562,3.43,2.1,未到转股期,71.08999999999999
1,127019,国城转债,-3.57%,113.599,-4.63,2.91,0,0.23,AA,5.926,12.24,8.5,未到转股期,83.491
TOTAL,,,,109.20304761904762,,15.495238095238099,,,,,,,,
