,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
42,113585,寿仙转债,-1.13%,132.49,-1.21,-5.15,0,-2.04,AA-,5.803,4.75,3.6,未到转股期,72.66
2,123063,大禹转债,21.33%,121.328,0.49,-3.17,0,0.72,AA-,5.937,3.35,6.38,未到转股期,81.842
29,113572,三祥转债,-1.76%,128.03,-2.06,-2.22,0,-2.23,A+,5.559,5.85,2.05,未到转股期,74.19
24,113028,环境转债,-4.85%,124.26,-6.18,-0.28,0,-2.39,AAA,4.827,1.71,20.604,191028,76.02
13,113561,正裕转债,-1.81%,122.8,-2.1,-0.22,0,-0.68,A+,5.364,3.1,2.745,191561,77.42
7,110058,永鼎转债,-3.30%,120.54,-3.95,-0.07,1,-1.04,AA,4.655,2.88,9.158,190058,79.52999999999999
30,123062,三超转债,0.10%,124.822,-0.24,1.0,0,-0.72,A,5.937,3.95,1.95,未到转股期,74.178
55,128090,汽模转2,-2.21%,127.561,-4.5,1.13,0,-1.92,AA,5.356,1.82,4.67,128090,71.309
19,123051,今天转债,-0.50%,121.377,-1.04,2.01,0,0.21,A+,5.789,3.81,2.8,未到转股期,76.613
37,128057,博彦转债,0.73%,124.9,-0.28,2.17,0,-1.44,AA-,4.542,2.03,5.376,128057,72.92999999999999
61,123026,中环转债,-0.79%,127.185,0.0,2.44,0,-3.67,AA-,3.808,2.65,2.17,123026,70.375
11,113566,翔港转债,0.37%,119.44,0.97,2.5,0,0.77,A+,5.526,4.17,2.0,未到转股期,78.06
15,113541,荣晟转债,-1.05%,120.37,-0.66,2.59,1,-0.94,AA-,4.923,2.22,3.299,191541,77.03999999999999
57,113542,好客转债,-5.09%,126.0,-4.28,3.07,0,-1.88,AA,4.948,2.49,6.028,191542,70.93
1,113008,电气转债,-2.28%,114.96,-2.72,3.1,1,-15.98,AAA,0.455,1.36,44.136,191008,81.94000000000001
46,123030,九洲转债,1.06%,124.813,0.59,3.25,0,-0.8,AA-,5.0,1.15,2.827,123030,71.937
0,113595,花王转债,0.18%,113.65,1.61,4.06,0,1.27,AA-,5.918,2.28,3.3,未到转股期,82.28999999999999
3,128013,洪涛转债,-1.99%,114.155,-5.56,4.08,2,-2.0,AA-,1.94,1.36,11.985,128013,81.765
62,113536,三星转债,0.68%,125.16,1.61,4.47,0,-1.82,AA,4.778,3.29,1.492,191536,70.37
10,128066,亚泰转债,-0.81%,116.65,-1.83,5.13,1,0.16,AA-,4.66,1.77,4.798,128066,78.22
32,128039,三力转债,0.56%,121.18,1.67,5.24,1,-2.6,AA-,3.8,2.09,2.027,128039,73.58
12,128050,钧达转债,-0.51%,116.711,-0.61,5.48,1,1.35,AA-,4.31,2.2,3.199,128050,77.809
26,123052,飞鹿转债,-0.90%,119.0,-0.63,5.95,0,1.2,A+,5.792,3.05,1.77,未到转股期,75.05
14,113033,利群转债,-0.27%,116.61,-1.78,6.02,0,-0.2,AA,5.614,1.44,18.0,未到转股期,77.37
63,123048,应急转债,-1.82%,123.606,-4.86,6.08,0,-1.59,AA+,5.638,4.49,8.19,未到转股期,70.31400000000001
TOTAL,,,,121.90392,,2.3464,,,,,,,,
