,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
34,113527,维格转债,-0.14%,94.93,-1.39,31.88,1,5.6,AA,4.43,0.69,7.457,191527,73.19
31,128087,孚日转债,-0.55%,104.503,-1.99,21.7,0,1.56,AA,5.329,1.27,6.499,128087,73.797
38,110070,凌钢转债,-0.29%,104.68,-0.84,22.5,0,2.16,AA,5.649,0.84,4.4,未到转股期,72.82
8,113591,胜达转债,0.61%,105.71,0.6,15.86,0,2.56,AA-,5.863,3.81,5.5,未到转股期,78.43
58,127016,鲁泰转债,-0.58%,107.946,-1.0,21.59,0,1.34,AA+,5.636,0.87,14.0,未到转股期,70.464
45,128081,海亮转债,-0.29%,108.1,0.11,19.75,0,1.24,AA,5.258,1.81,31.5,128081,72.15
17,128120,联诚转债,0.25%,108.786,1.8,14.22,0,1.48,A,5.907,2.66,2.6,未到转股期,76.994
39,110064,建工转债,-0.78%,108.94,-2.77,18.26,0,1.91,AA+,5.334,0.91,16.6,190064,72.8
48,123028,清水转债,-0.82%,109.71,-4.7,18.52,0,2.24,AA-,4.83,1.46,4.898,123028,71.77000000000001
49,113024,核建转债,-2.61%,109.75,-3.42,18.49,0,-0.01,AAA,4.633,1.52,29.957,191024,71.76
6,113576,起步转债,0.49%,109.82,2.43,10.13,0,1.9,AA-,5.638,2.91,5.2,未到转股期,80.05000000000001
40,113557,森特转债,-0.55%,110.45,-1.44,16.8,0,1.72,AA-,5.332,2.18,5.999,191557,72.75
64,113037,紫银转债,-0.87%,110.8,-2.0,19.08,0,0.76,AA+,5.923,1.14,45.0,未到转股期,70.12
5,128085,鸿达转债,-0.81%,111.18,-1.95,8.42,0,2.24,AA,5.326,1.4,24.259,128085,80.39999999999999
9,128056,今飞转债,-0.14%,111.2,0.29,10.55,0,1.93,A+,4.529,2.43,3.676,128056,78.25
4,127019,国城转债,-1.19%,111.227,-3.59,7.71,0,0.59,AA,5.901,11.45,8.5,未到转股期,81.063
23,113568,新春转债,-0.90%,111.49,-1.23,12.38,0,2.1,AA-,5.542,1.44,3.3,未到转股期,76.13000000000001
50,128034,江银转债,-1.72%,111.812,-1.82,16.74,2,-0.72,AA+,3.436,0.78,17.582,128034,71.44800000000001
52,113546,迪贝转债,-0.35%,112.36,-0.37,16.23,0,1.49,A+,5.175,2.52,2.299,191546,71.41
47,123010,博世转债,-0.52%,112.403,-1.42,15.82,1,-0.02,AA-,3.877,2.6,4.297,123010,71.77699999999999
25,128025,特一转债,-0.57%,112.56,-2.05,11.58,1,-0.77,AA-,3.296,2.49,2.991,128025,75.86
20,113570,百达转债,-0.30%,112.83,-0.08,10.63,0,0.4,A+,5.556,2.53,2.8,未到转股期,76.54
0,113595,花王转债,0.18%,113.65,1.61,4.06,0,1.27,AA-,5.918,2.28,3.3,未到转股期,82.28999999999999
33,128116,瑞达转债,-0.79%,113.701,-0.73,12.91,0,0.24,AA,5.86,7.72,6.5,未到转股期,73.38900000000001
35,127007,湖广转债,-0.59%,114.03,0.18,12.81,1,-0.4,AA+,3.858,0.81,12.185,127007,73.16
TOTAL,,,,109.70271999999999,,15.544800000000002,,,,,,,,
