,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
8,128060,中装转债,-2.03%,102.03,-4.78,6.47,0,1.82,AA,5.923,5.250,未到转股期,91.5
24,128033,迪龙转债,-2.89%,102.35,-5.09,10.16,1,1.64,AA,4.677,5.199,128033,87.49000000000001
11,113532,海环转债,-3.18%,103.12,-6.4,5.83,0,1.63,AA,5.94,4.600,未到转股期,91.05
9,128056,今飞转债,-4.36%,103.52,-6.3,5.22,0,2.85,A+,5.852,3.680,未到转股期,91.26
19,123010,博世转债,-4.14%,103.53,-6.54,7.41,1,1.79,AA-,5.2,4.298,123010,89.06
15,113528,长城转债,-3.20%,103.87,-5.26,6.51,0,2.27,AA-,5.855,6.340,未到转股期,89.61999999999999
13,128044,岭南转债,-2.32%,104.03,-3.5,5.68,1,1.45,AA,5.31,6.594,128044,90.28999999999999
28,113017,吉视转债,-1.42%,104.04,-3.74,8.82,0,1.28,AA+,4.677,15.592,191017,87.13999999999999
7,128050,钧达转债,-1.94%,104.358,-3.45,4.03,0,3.2,AA-,5.633,3.200,未到转股期,91.612
1,128062,亚药转债,-1.16%,105.57,-3.37,0.05,0,2.23,AA,5.942,9.650,未到转股期,94.38000000000001
16,123023,迪森转债,-2.31%,105.7,-7.44,4.71,0,1.51,AA,5.907,6.000,未到转股期,89.59
23,113514,威帝转债,-1.06%,106.15,-5.74,6.33,0,1.19,A+,4.238,1.999,191514,87.52
14,113524,奇精转债,-1.66%,106.68,-4.22,3.59,0,1.88,AA,5.644,3.300,未到转股期,89.72999999999999
4,113521,科森转债,-5.46%,107.93,-8.19,-0.93,0,1.28,AA,5.567,6.100,未到转股期,93.0
6,113526,联泰转债,-2.88%,108.32,-3.75,0.03,0,0.45,AA,5.751,3.900,未到转股期,91.65
12,128049,华源转债,-2.60%,108.401,-4.78,0.57,0,1.2,AA-,5.597,4.000,未到转股期,91.02900000000001
10,128057,博彦转债,-2.51%,108.6,-1.93,0.16,0,1.4,AA-,5.866,5.758,未到转股期,91.24000000000001
21,123011,德尔转债,1.02%,109.303,1.83,2.45,0,1.44,AA-,5.236,5.556,123011,88.247
TOTAL,,,,105.41677777777778,,4.282777777777778,,,,,,,
