,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
3,123023,迪森转债,-4.12%,100.2,-4.19,4.58,0,2.46,AA,5.896,6.000,未到转股期,95.22
4,128062,亚药转债,-1.12%,103.8,2.52,1.32,0,2.53,AA,5.932,9.650,未到转股期,94.88000000000001
5,113524,奇精转债,0.82%,107.01,2.29,-1.72,0,1.83,AA,5.633,3.300,未到转股期,94.71
15,123011,德尔转债,-2.84%,102.7,-5.65,5.97,0,2.69,AA-,5.225,5.556,123011,91.33
23,113514,威帝转债,-1.81%,101.97,-3.82,8.97,0,2.17,A+,4.227,1.999,191514,89.06
27,128060,中装转债,-0.89%,100.5,-5.25,12.19,0,2.09,AA,5.912,5.250,未到转股期,87.31
28,128056,今飞转债,-1.74%,101.621,-6.48,11.28,0,3.19,A+,5.841,3.680,未到转股期,87.099
30,128044,岭南转债,-1.14%,102.676,-3.7,10.31,1,1.7,AA,5.299,6.594,128044,87.014
32,128033,迪龙转债,-0.63%,100.85,-3.0,12.57,1,1.97,AA,4.666,5.199,128033,86.58000000000001
34,113016,小康转债,-0.55%,99.41,-1.13,14.61,1,2.48,AA,4.526,8.814,191016,85.98
37,128018,时达转债,-1.15%,99.065,-3.18,15.5,1,2.56,AA,4.526,8.823,128018,85.435
38,123010,博世转债,-0.69%,101.544,-3.71,13.38,1,2.18,AA-,5.189,4.298,123010,85.07600000000001
39,123019,中来转债,-1.35%,100.84,-4.26,14.41,0,3.82,AA-,5.833,10.000,未到转股期,84.75
44,113528,长城转债,-1.87%,101.95,-3.26,13.91,0,2.61,AA-,5.844,6.340,未到转股期,84.14
47,113505,杭电转债,-2.30%,102.48,-7.49,14.06,0,2.03,AA,4.855,7.767,191505,83.46
52,128050,钧达转债,-0.49%,101.7,-4.1,15.28,0,3.69,AA-,5.622,3.200,未到转股期,83.02
65,123024,岱勒转债,-1.71%,100.998,-9.9,17.58,0,2.42,A+,4.899,2.100,未到转股期,81.422
80,127003,海印转债,-1.70%,102.23,-6.83,19.6,2,3.74,AA,3.112,11.108,127003,78.16999999999999
TOTAL,,,,101.75244444444444,-3.9522222222222223,11.322222222222221,,2.5644444444444447,,,,,
