,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
2,128053,尚荣转债,2.06%,112.9,6.84,3.97,0,0.42,AA,5.066,1.59,7.497,128053,83.13
4,123034,通光转债,-2.13%,104.56,-5.49,12.76,0,2.23,A+,5.784,2.44,2.97,未到转股期,82.67999999999999
9,128066,亚泰转债,-1.46%,110.056,-4.25,9.54,1,1.37,AA-,5.236,1.69,4.799,128066,80.404
10,113541,荣晟转债,-2.07%,105.0,-3.88,15.02,0,1.79,AA-,5.499,2.12,3.3,未到转股期,79.98
18,113546,迪贝转债,-0.97%,103.0,-3.57,19.3,0,2.92, A+,5.751,2.48,2.3,未到转股期,77.7
30,128069,华森转债,-0.01%,112.585,-1.69,13.15,0,1.29,AA-,5.422,6.97,3.0,128069,74.265
43,128070,智能转债,-0.63%,105.228,-5.68,23.61,0,2.19,A+,5.444,3.7,2.3,128070,71.162
44,128056,今飞转债,-1.07%,101.011,-2.55,28.01,0,3.8,A+,5.104,1.84,3.68,128056,70.979
65,113027,华钰转债,-0.87%,105.0,-4.11,27.27,0,1.77,AA,5.392,2.06,6.4,191027,67.73
74,113528,长城转债,-0.73%,102.0,-2.98,31.92,0,2.99,AA-,5.107,1.76,6.339,191528,66.08
79,110058,永鼎转债,-0.69%,104.75,-5.52,29.98,1,1.89,AA,5.23,1.84,9.798,190058,65.27
81,123023,迪森转债,-1.25%,102.012,-4.17,32.88,0,2.46,AA,5.159,1.28,6.0,123023,65.108
93,127003,海印转债,-0.95%,104.31,-2.47,32.47,2,3.61,AA,2.375,1.43,9.415,127003,63.22
146,128018,时达转债,-0.69%,99.31,-3.22,44.79,1,2.87,AA,3.789,1.19,8.823,128018,55.9
149,123004,铁汉转债,-1.23%,102.6,-4.0,41.79,1,1.78,AA,3.904,1.05,8.332,123004,55.61000000000001
173,128050,钧达转债,-0.79%,100.389,-5.45,50.89,0,4.43,AA-,4.885,1.99,3.199,128050,48.721000000000004
178,128015,久其转债,-1.03%,103.41,-6.13,48.77,1,2.38,A+,3.375,4.21,7.796,128015,47.82
218,128062,亚药转债,-0.71%,88.893,-6.5,113.69,0,6.09,A+,5.195,1.35,9.646,128062,-2.5829999999999984
TOTAL,,,,103.72300000000001,-3.601111111111111,32.211666666666666,,2.571111111111111,,,,,,
