,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
13,113523,伟明转债,2.92%,111.98,3.99,-2.48,0,0.54,AA,5.504,6.700,未到转股期,90.5
7,113526,联泰转债,2.98%,110.41,4.36,-1.96,0,0.11,AA,5.622,3.900,未到转股期,91.55
3,123018,溢利转债,0.92%,108.609,1.75,-1.78,0,1.11,AA-,5.532,6.650,未到转股期,93.171
0,128060,中装转债,2.98%,103.402,4.69,-0.27,0,1.62,AA,5.795,5.250,未到转股期,96.868
1,113535,大业转债,2.05%,102.79,3.24,1.18,0,2.06,AA,4.912,5.000,未到转股期,96.02999999999999
18,127007,湖广转债,2.11%,109.0,3.39,1.21,1,0.84,AA+,5.052,13.216,127007,89.79
2,113505,杭电转债,1.78%,104.2,5.49,1.42,0,1.72,AA,4.737,7.767,191505,94.38
4,128057,博彦转债,2.53%,105.2,2.83,2.07,0,2.0,AA-,5.737,5.758,未到转股期,92.73
5,128053,尚荣转债,1.64%,105.3,3.67,2.4,0,1.64,AA,5.685,7.500,未到转股期,92.3
10,128034,江银转债,2.14%,105.0,2.83,3.89,2,0.94,AA+,4.63,17.583,128034,91.11
17,123015,蓝盾转债,1.04%,105.716,0.85,4.28,1,1.38,AA,5.178,1.010,123015,90.004
15,128063,未来转债,1.41%,105.0,2.59,4.64,0,3.66,AA-,5.816,6.300,未到转股期,90.36
29,110047,山鹰转债,2.18%,107.95,2.08,4.81,0,1.76,AA+,5.452,22.995,190047,87.24
21,128025,特一转债,1.69%,105.854,2.23,4.97,1,0.94,AA-,4.49,3.394,128025,89.176
14,123012,万顺转债,2.18%,104.597,3.09,4.99,0,1.25,AA-,5.112,1.703,123012,90.41300000000001
8,128049,华源转债,1.81%,102.84,2.81,5.79,0,2.23,AA-,5.468,4.000,128049,91.36999999999999
16,128048,张行转债,2.23%,103.33,4.62,6.31,0,1.92,AA+,5.427,24.998,128048,90.36
28,113516,苏农转债,1.95%,105.0,2.83,7.72,0,1.93,AA+,5.145,12.887,191516,87.28
TOTAL,,,,105.89877777777777,,2.7327777777777778,,,,,,,
