,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
33,110052,贵广转债,1.39%,116.6,0.1,-6.88,0,0.36,AA+,5.712,16.000,未到转股期,88.56
8,123018,溢利转债,0.95%,107.308,0.33,-1.75,0,1.34,AA-,5.507,6.650,未到转股期,94.0045
39,113515,高能转债,2.89%,112.95,9.97,-1.51,0,0.06,AA,5.104,7.447,191515,88.18249999999999
0,128060,中装转债,1.00%,103.55,1.87,-1.2,0,1.6,AA,5.77,5.250,未到转股期,97.35000000000001
31,127007,湖广转债,1.51%,110.3,1.52,0.87,1,0.6,AA+,5.027,13.215,127007,89.0475
1,128062,亚药转债,1.27%,102.7,3.31,1.02,0,2.79,AA,5.789,9.650,未到转股期,96.535
14,128057,博彦转债,0.78%,105.7,1.1,1.66,0,1.93,AA-,5.712,5.758,未到转股期,93.05499999999999
37,128039,三力转债,2.03%,110.4,2.59,1.68,1,-0.02,AA-,4.97,2.809,128039,88.33999999999999
13,128053,尚荣转债,0.84%,105.211,1.4,2.31,0,1.66,AA,5.66,7.500,未到转股期,93.0565
38,128025,特一转债,2.00%,109.837,3.82,2.47,1,0.1,AA-,4.466,3.394,128025,88.31049999999999
28,128034,江银转债,1.37%,107.56,2.1,3.36,2,0.41,AA+,4.605,17.583,128034,89.92
7,127003,海印转债,2.13%,102.64,7.58,4.36,2,3.43,AA,2.97,10.768,127003,94.09
12,113505,杭电转债,2.20%,103.48,5.91,4.49,0,1.88,AA,4.712,7.767,191505,93.15249999999999
17,123012,万顺转债,1.01%,104.145,1.72,4.73,0,1.34,AA-,5.088,1.703,123012,92.3075
9,128049,华源转债,0.89%,102.001,1.26,5.65,0,2.4,AA-,5.444,4.000,128049,93.7615
23,123020,富祥转债,0.56%,104.855,0.55,6.13,0,2.62,AA-,5.701,4.200,未到转股期,90.5475
29,128048,张行转债,2.71%,104.87,3.39,7.04,0,1.64,AA+,5.403,24.998,128048,89.85
35,123001,蓝标转债,0.53%,106.292,1.18,7.04,3,1.89,AA,2.499,1.890,123001,88.428
TOTAL,,,,106.68883333333332,,2.303888888888889,,,,,,,
