,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
36,128015,久其转债,0.18%,92.747,-2.26,26.87,1,4.93,A+,3.948,7.798,128015,87.1005
21,128065,雅化转债,0.00%,94.947,-1.83,21.98,0,2.83,AA,5.805,8.000,未到转股期,88.568
38,123024,岱勒转债,-0.05%,97.51,-2.34,21.1,0,3.28,A+,4.734,2.100,未到转股期,86.66499999999999
18,128066,亚泰转债,-0.33%,98.077,-2.71,16.45,0,3.31,AA-,5.808,4.800,未到转股期,89.5855
22,128064,司尔转债,0.08%,98.33,-0.39,17.65,0,2.85,AA,5.784,8.000,未到转股期,88.4325
26,123011,德尔转债,-0.28%,98.359,-2.3,18.04,0,3.68,AA-,5.06,5.556,123011,88.111
12,113527,维格转债,-0.29%,98.9,-1.81,12.72,0,3.71,AA,5.578,7.460,未到转股期,91.55999999999999
31,128050,钧达转债,0.18%,99.599,-0.43,17.04,0,4.21,AA-,5.458,3.200,128050,87.621
17,113535,大业转债,0.03%,99.6,-0.9,14.24,0,2.76,AA,4.866,5.000,未到转股期,89.72
32,128044,岭南转债,-0.42%,99.712,-1.56,17.12,1,2.36,AA,5.134,6.594,128044,87.448
7,128056,今飞转债,0.02%,99.888,-0.16,9.76,0,3.61,A+,5.677,3.680,未到转股期,92.792
8,123023,迪森转债,-0.06%,99.888,0.93,9.98,0,2.58,AA,5.732,6.000,未到转股期,92.627
5,113025,明泰转债,0.11%,99.94,-0.67,9.54,0,2.58,AA,5.786,18.390,未到转股期,92.905
16,113521,科森转债,-1.02%,101.15,-2.7,10.97,0,2.58,AA,5.392,6.099,191521,90.62249999999999
10,113514,威帝转债,-0.44%,101.48,-1.94,8.17,0,2.38,A+,4.063,1.998,191514,92.3925
20,123004,铁汉转债,-0.68%,101.5,-2.45,12.81,1,1.91,AA,4.477,8.332,123004,88.8925
1,128033,迪龙转债,-3.90%,101.6,1.28,4.53,1,1.88,AA,4.501,5.199,128033,95.00250000000001
29,123010,博世转债,0.07%,101.669,0.54,13.93,1,2.23,AA-,5.025,4.298,123010,87.8835
TOTAL,,,,99.16088888888889,,14.605555555555554,,,,,,,
