,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,128060,中装转债,0.06%,101.064,-0.16,0.1,0,2.02,AA,5.811,5.250,未到转股期,98.83600000000001
9,113505,杭电转债,0.82%,100.91,6.48,6.61,0,2.42,AA,4.753,7.767,191505,92.48
12,113514,威帝转债,-0.06%,99.88,-1.09,8.29,0,2.75,A+,4.126,1.999,191514,91.83000000000001
15,128050,钧达转债,-0.24%,99.803,1.52,8.59,0,4.12,AA-,5.521,3.200,未到转股期,91.607
21,128062,亚药转债,0.00%,99.749,-1.99,9.93,0,3.29,AA,5.83,9.650,未到转股期,90.321
31,113524,奇精转债,0.50%,97.79,9.98,14.36,0,3.57,AA,5.532,3.300,未到转股期,87.85
32,128056,今飞转债,-0.19%,98.415,-0.85,13.87,0,3.85,A+,5.74,3.680,未到转股期,87.71499999999999
36,123023,迪森转债,-0.37%,98.251,0.0,14.87,0,2.85,AA,5.795,6.000,未到转股期,86.87899999999999
38,113528,长城转债,0.07%,97.59,0.45,16.04,0,3.46,AA-,5.742,6.340,未到转股期,86.37
49,128033,迪龙转债,-0.90%,98.111,0.68,17.6,1,2.65,AA,4.564,5.199,128033,84.28899999999999
52,123011,德尔转债,-0.20%,95.804,2.47,20.44,0,4.18,AA-,5.123,5.556,123011,83.756
59,127003,海印转债,-0.12%,101.11,-0.75,16.05,2,4.26,AA,3.011,11.108,127003,82.84
73,128044,岭南转债,-0.06%,98.51,1.48,21.24,1,2.57,AA,5.197,6.594,128044,80.25
78,123019,中来转债,0.19%,99.5,1.94,20.95,0,4.14,AA-,5.732,10.000,未到转股期,79.55
89,123024,岱勒转债,0.02%,96.601,0.74,25.41,0,3.44,A+,4.797,2.100,未到转股期,77.989
97,113016,小康转债,-0.11%,94.44,0.64,29.23,1,3.76,AA,4.425,8.814,191016,76.33
101,128018,时达转债,-0.01%,94.901,0.18,29.49,1,3.64,AA,4.425,8.823,128018,75.60900000000001
103,123010,博世转债,-0.09%,100.01,-0.1,25.52,1,2.54,AA-,5.088,4.298,123010,74.47
TOTAL,,,,98.46883333333334,1.201111111111111,16.58833333333333,,3.306111111111111,,,,,
