,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
15,110052,贵广转债,-0.79%,116.53,2.11,-6.66,0,0.37,AA+,5.759,16.000,未到转股期,90.13
28,113533,参林转债,-2.02%,117.12,-2.81,-4.13,0,-0.59,AA,5.836,10.000,未到转股期,87.00999999999999
2,123018,溢利转债,-0.21%,109.0,-2.07,-3.2,0,1.04,AA-,5.553,6.650,未到转股期,94.2
6,113526,联泰转债,-2.10%,110.01,0.41,-2.61,0,0.18,AA,5.644,3.900,未到转股期,92.6
16,113523,伟明转债,0.83%,111.8,2.47,-1.75,0,0.57,AA,5.526,6.700,未到转股期,89.95
0,113535,大业转债,1.59%,101.59,-5.05,-1.55,0,2.3,AA,4.934,5.000,未到转股期,99.96
3,128063,未来转债,-0.47%,105.751,-1.4,0.32,0,3.51,AA-,5.838,6.300,未到转股期,93.929
8,127007,湖广转债,-1.01%,107.5,2.55,0.76,1,1.12,AA+,5.074,13.276,127007,91.74
1,128060,中装转债,0.47%,101.51,2.45,1.02,0,1.95,AA,5.816,5.250,未到转股期,97.47
5,128053,尚荣转债,-0.62%,105.05,0.0,1.95,0,1.68,AA,5.707,7.500,未到转股期,93.0
20,113519,长久转债,4.12%,109.35,10.0,2.43,0,1.86,AA,5.436,6.999,191519,88.22
4,128057,博彦转债,-1.17%,104.1,-1.32,2.47,0,2.19,AA-,5.759,5.758,未到转股期,93.43
22,128039,三力转债,-1.76%,108.331,-3.79,3.71,1,0.42,AA-,5.016,2.810,128039,87.959
17,110047,山鹰转债,-0.77%,105.68,0.0,4.43,0,2.16,AA+,5.474,22.995,190047,89.88999999999999
27,123015,蓝盾转债,-1.91%,108.0,-2.6,4.76,1,0.95,AA,5.2,1.010,123015,87.24
24,128025,特一转债,-1.10%,107.3,0.0,4.99,1,0.62,AA-,4.512,3.394,128025,87.71000000000001
11,128034,江银转债,-0.83%,103.75,-1.08,5.55,2,1.21,AA+,4.652,17.583,128034,90.7
13,123014,凯发转债,-0.01%,103.992,4.03,5.81,0,1.27,A+,4.151,3.150,123014,90.198
TOTAL,,,,107.57577777777777,,1.0166666666666666,,,,,,,
