,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,128060,中装转债,0.64%,102.521,-0.16,-0.35,0,1.78,AA,5.773,5.250,未到转股期,97.829
2,128062,亚药转债,0.40%,101.411,-0.12,3.06,0,3.02,AA,5.792,9.650,未到转股期,95.529
3,113527,维格转债,1.07%,96.63,2.17,7.91,0,4.14,AA,5.603,7.460,未到转股期,95.46000000000001
8,113514,威帝转债,-0.10%,99.0,0.91,8.14,0,3.0,A+,4.088,1.998,191514,92.86
10,123023,迪森转债,0.29%,97.4,2.6,10.98,0,3.03,AA,5.756,6.000,未到转股期,91.61999999999999
14,128056,今飞转债,0.15%,97.0,1.91,11.85,0,4.14,A+,5.701,3.680,未到转股期,91.15
15,128044,岭南转债,0.62%,98.8,3.31,10.36,1,2.53,AA,5.159,6.594,128044,90.84
16,113505,杭电转债,-0.25%,101.25,1.04,8.28,0,2.36,AA,4.715,7.767,191505,90.47
21,128050,钧达转债,0.29%,97.531,3.57,12.54,0,4.6,AA-,5.482,3.200,128050,89.929
25,127003,海印转债,0.19%,100.5,1.47,9.93,2,4.18,AA,2.973,10.768,127003,89.57
30,123011,德尔转债,0.22%,95.918,-0.35,15.84,0,4.19,AA-,5.085,5.556,123011,88.24199999999999
35,113528,长城转债,0.37%,97.23,1.4,15.38,0,3.55,AA-,5.704,6.340,未到转股期,87.39
58,128033,迪龙转债,1.32%,98.48,1.77,17.89,1,2.58,AA,4.526,5.199,128033,83.63
59,113524,奇精转债,0.19%,97.18,-0.08,19.4,0,3.72,AA,5.493,3.300,未到转股期,83.41999999999999
65,123019,中来转债,-0.21%,99.0,0.64,19.07,0,4.27,AA-,5.693,10.000,未到转股期,81.93
70,113016,小康转债,0.13%,93.64,1.74,24.95,1,4.0,AA,4.386,8.814,191016,81.41
77,123024,岱勒转债,0.05%,95.796,1.21,24.24,0,3.66,A+,4.759,2.100,未到转股期,79.964
98,128018,时达转债,0.09%,94.09,-0.18,28.85,1,3.88,AA,4.386,8.823,128018,77.06
TOTAL,,,,97.96538888888888,1.2694444444444446,13.795555555555557,,3.479444444444444,,,,,
