,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,128062,亚药转债,0.05%,102.3,0.68,2.11,0,2.87,AA,5.77,9.650,未到转股期,96.1175
1,128060,中装转债,0.03%,101.84,-1.29,3.5,0,1.91,AA,5.751,5.250,未到转股期,95.535
4,113025,明泰转债,0.08%,99.83,-0.19,8.68,0,2.6,AA,5.789,18.390,未到转股期,93.66
5,113514,威帝转债,-0.06%,101.93,0.0,6.54,0,2.27,A+,4.066,1.998,191514,93.16499999999999
6,128056,今飞转债,0.47%,99.871,-0.16,9.57,0,3.62,A+,5.679,3.680,未到转股期,92.95150000000001
7,127003,海印转债,1.83%,105.42,1.63,2.38,2,2.51,AA,2.951,9.416,127003,92.795
9,113527,维格转债,0.21%,99.19,-0.42,11.01,0,3.66,AA,5.581,7.460,未到转股期,92.55250000000001
12,123023,迪森转债,0.17%,99.947,-0.31,11.07,0,2.57,AA,5.734,6.000,未到转股期,91.7505
13,113505,杭电转债,-4.25%,104.11,-9.77,6.01,0,1.76,AA,4.693,7.539,191505,91.3825
14,128066,亚泰转债,0.14%,98.4,0.53,13.67,0,3.25,AA-,5.811,4.800,未到转股期,91.3475
18,113535,大业转债,0.14%,99.57,-0.18,13.18,0,2.76,AA,4.868,5.000,未到转股期,90.545
22,123011,德尔转债,0.14%,98.639,-0.47,15.66,0,3.62,AA-,5.063,5.556,123011,89.616
28,113528,长城转债,0.56%,99.21,0.2,16.41,0,3.19,AA-,5.682,6.340,未到转股期,88.4825
31,128050,钧达转债,0.72%,99.425,-0.38,16.33,0,4.25,AA-,5.46,3.200,128050,88.3275
33,128044,岭南转债,0.08%,100.13,1.39,15.78,1,2.27,AA,5.137,6.594,128044,88.03500000000001
41,128033,迪龙转债,5.47%,105.721,10.01,10.16,1,0.96,AA,4.504,5.199,128033,86.65899999999999
63,113016,小康转债,0.37%,96.86,1.0,26.87,1,3.2,AA,4.364,8.814,191016,82.9875
68,128018,时达转债,0.89%,95.337,-0.36,29.85,1,3.58,AA,4.364,8.823,128018,82.2755
TOTAL,,,,100.42944444444443,0.1061111111111112,12.154444444444444,,2.825,,,,,
