,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
36,110058,永鼎转债,0.53%,94.59,2.24,22.48,0,3.53,AA,5.822,9.800,未到转股期,88.55
4,128065,雅化转债,0.63%,94.832,3.5,15.08,0,2.84,AA,5.825,8.000,未到转股期,93.858
23,128026,众兴转债,0.32%,95.255,2.9,19.09,0,3.53,AA-,4.482,9.197,128026,90.42750000000001
31,113534,鼎胜转债,0.37%,97.02,0.65,18.5,0,3.08,AA,5.803,12.540,未到转股期,89.105
14,128064,司尔转债,1.30%,97.551,1.74,13.84,0,2.98,AA,5.803,8.000,未到转股期,92.069
29,123011,德尔转债,1.26%,98.1,1.57,16.64,0,3.73,AA-,5.079,5.556,123011,89.42
34,113524,奇精转债,0.59%,98.18,1.5,17.65,0,3.53,AA,5.488,3.300,191524,88.5825
10,128066,亚泰转债,1.02%,98.38,0.39,11.88,0,3.24,AA-,5.827,4.800,未到转股期,92.71000000000001
26,113528,长城转债,1.16%,98.8,1.58,15.08,0,3.25,AA-,5.699,6.340,未到转股期,89.89
3,113527,维格转债,1.33%,99.1,1.16,8.94,0,3.66,AA,5.597,7.460,未到转股期,94.19500000000001
28,128050,钧达转债,1.43%,99.28,1.13,14.74,0,4.26,AA-,5.477,3.200,128050,89.66499999999999
2,113025,明泰转债,1.05%,99.33,1.87,8.24,0,2.68,AA,5.805,18.390,未到转股期,94.49000000000001
7,128056,今飞转债,1.76%,99.599,2.33,9.8,0,3.65,A+,5.696,3.680,未到转股期,93.051
19,113535,大业转债,1.23%,99.81,1.35,11.53,0,2.7,AA,4.885,5.000,未到转股期,91.5425
32,113017,吉视转债,0.96%,99.94,0.78,14.66,0,2.25,AA+,4.521,15.592,191017,89.065
11,113521,科森转债,0.78%,100.65,0.63,8.91,0,2.67,AA,5.411,6.099,191521,92.66749999999999
18,128033,迪龙转债,1.04%,101.001,4.31,9.59,1,2.0,AA,4.521,5.199,128033,91.8065
6,123023,迪森转债,2.70%,101.399,4.45,7.06,0,2.3,AA,5.751,6.000,未到转股期,93.306
TOTAL,,,,98.48983333333334,,13.539444444444445,,,,,,,
