,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,128060,中装转债,0.76%,104.19,-0.15,0.64,0,1.49,AA,5.792,5.250,未到转股期,95.17
4,113505,杭电转债,0.02%,104.22,-2.14,3.65,0,1.72,AA,4.734,7.767,191505,92.13
8,128062,亚药转债,-0.50%,99.719,-1.14,9.56,0,3.31,AA,5.811,9.650,未到转股期,90.721
16,123023,迪森转债,-0.30%,97.992,-0.63,12.37,0,2.91,AA,5.775,6.000,未到转股期,89.63799999999999
18,113514,威帝转债,-0.15%,100.05,0.0,10.5,0,2.72,A+,4.107,1.999,191514,89.45
24,128056,今飞转债,-0.44%,98.182,-1.84,13.21,0,3.9,A+,5.721,3.680,未到转股期,88.608
34,128050,钧达转债,-0.08%,99.693,-0.73,14.01,0,4.16,AA-,5.501,3.200,未到转股期,86.297
38,113528,长城转债,-0.33%,97.64,-0.69,16.38,0,3.46,AA-,5.723,6.340,未到转股期,85.98
47,128044,岭南转债,-0.05%,98.7,0.6,16.63,1,2.54,AA,5.178,6.594,128044,84.67
48,128033,迪龙转债,0.03%,98.92,0.0,16.54,1,2.47,AA,4.545,5.199,128033,84.53999999999999
60,123011,德尔转债,-1.07%,96.461,-1.1,21.13,0,4.06,AA-,5.104,5.556,123011,82.409
61,113524,奇精转债,-0.01%,97.91,-1.73,19.7,0,3.56,AA,5.512,3.300,未到转股期,82.39
62,123024,岱勒转债,0.42%,96.9,1.84,21.0,0,3.39,A+,4.778,2.100,未到转股期,82.1
70,127003,海印转债,9.28%,112.12,10.14,7.85,2,0.36,AA,2.992,11.108,127003,80.03
71,123019,中来转债,-0.43%,100.422,-0.23,19.58,0,3.98,AA-,5.712,10.000,未到转股期,79.998
88,128018,时达转债,0.27%,94.746,-0.9,27.64,1,3.7,AA,4.405,8.823,128018,77.614
90,123010,博世转债,-0.19%,99.8,-0.49,22.9,1,2.59,AA-,5.068,4.298,123010,77.30000000000001
97,113016,小康转债,-0.01%,94.08,-0.56,30.39,1,3.87,AA,4.405,8.814,191016,75.53
TOTAL,,,,99.54138888888887,0.013888888888888926,15.76,,3.010555555555556,,,,,
