,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
7,113025,明泰转债,-0.57%,97.68,0.0,10.36,0,2.96,AA,5.855,18.390,未到转股期,91.96
21,113528,长城转债,-0.32%,98.01,-2.71,13.83,0,3.37,AA-,5.748,6.340,未到转股期,88.16
12,113527,维格转债,-1.07%,98.07,-2.32,11.53,0,3.83,AA,5.647,7.460,未到转股期,90.4
19,128056,今飞转债,-0.61%,99.187,-1.63,11.16,0,3.7,A+,5.745,3.680,未到转股期,89.653
25,128050,钧达转债,-0.45%,99.733,0.57,12.58,0,4.13,AA-,5.526,3.200,未到转股期,87.687
14,113514,威帝转债,-0.17%,99.91,-2.54,9.94,0,2.73,A+,4.132,1.999,191514,90.15
9,113521,科森转债,-0.31%,99.97,3.91,8.58,0,2.77,AA,5.46,6.099,191521,91.45
26,128062,亚药转债,-0.59%,99.987,-4.67,12.4,0,3.25,AA,5.836,9.650,未到转股期,87.613
18,113532,海环转债,-0.16%,100.84,2.86,9.4,0,2.06,AA,5.833,4.600,未到转股期,89.75999999999999
1,128060,中装转债,0.47%,101.51,2.45,1.02,0,1.95,AA,5.816,5.250,未到转股期,97.47
0,113535,大业转债,1.59%,101.59,-5.05,-1.55,0,2.3,AA,4.934,5.000,未到转股期,99.96
29,128048,张行转债,-0.75%,101.8,-2.29,11.36,0,2.19,AA+,5.449,24.998,128048,86.84
10,128049,华源转债,-1.66%,101.98,-2.98,6.96,0,2.38,AA-,5.49,4.000,128049,91.06
23,113516,苏农转债,-1.72%,103.2,-0.99,8.87,0,2.27,AA+,5.167,12.887,191516,87.92999999999999
11,128034,江银转债,-0.83%,103.75,-1.08,5.55,2,1.21,AA+,4.652,17.583,128034,90.7
13,123014,凯发转债,-0.01%,103.992,4.03,5.81,0,1.27,A+,4.151,3.150,123014,90.198
4,128057,博彦转债,-1.17%,104.1,-1.32,2.47,0,2.19,AA-,5.759,5.758,未到转股期,93.43
5,128053,尚荣转债,-0.62%,105.05,0.0,1.95,0,1.68,AA,5.707,7.500,未到转股期,93.0
TOTAL,,,,101.13105555555553,,7.901111111111111,,,,,,,
