,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,128060,中装转债,-0.50%,101.001,0.64,-0.12,0,2.04,AA,5.814,5.250,未到转股期,99.119
6,113514,威帝转债,0.03%,99.94,2.6,7.18,0,2.73,A+,4.129,1.999,191514,92.88
8,128062,亚药转债,-0.24%,99.75,4.07,7.75,0,3.29,AA,5.833,9.650,未到转股期,92.5
21,128050,钧达转债,0.31%,100.04,2.18,10.51,0,4.08,AA-,5.523,3.200,未到转股期,89.44999999999999
26,128056,今飞转债,-0.59%,98.606,-2.31,13.12,0,3.81,A+,5.742,3.680,未到转股期,88.274
30,113505,杭电转债,-0.18%,100.09,1.41,12.6,0,2.6,AA,4.756,7.767,191505,87.31
36,123023,迪森转债,-0.05%,98.611,-0.49,15.29,0,2.79,AA,5.797,6.000,未到转股期,86.09899999999999
38,113528,长城转债,-0.50%,97.52,-2.66,16.47,0,3.47,AA-,5.745,6.340,未到转股期,86.01
47,127003,海印转债,-0.39%,101.231,-1.12,15.31,2,4.21,AA,3.014,11.108,127003,83.459
60,128033,迪龙转债,-0.10%,99.0,-1.07,19.47,1,2.44,AA,4.567,5.199,128033,81.53
67,123011,德尔转债,-0.61%,96.0,-1.02,23.66,0,4.14,AA-,5.126,5.556,123011,80.34
80,128044,岭南转债,-0.43%,98.57,-3.07,23.11,1,2.56,AA,5.2,6.594,128044,78.32000000000001
82,123019,中来转债,-0.71%,99.31,-3.0,23.07,0,4.18,AA-,5.734,10.000,未到转股期,77.62
83,113524,奇精转债,-0.73%,97.3,-4.55,25.15,0,3.67,AA,5.534,3.300,未到转股期,77.55000000000001
88,123024,岱勒转债,-0.95%,96.58,-2.76,26.3,0,3.45,A+,4.8,2.100,未到转股期,77.12
97,128018,时达转债,-0.59%,94.91,-1.09,29.74,1,3.64,AA,4.427,8.823,128018,75.35000000000001
99,113016,小康转债,-0.35%,94.54,-2.73,30.19,1,3.73,AA,4.427,8.814,191016,75.27
103,123010,博世转债,-0.20%,100.1,-1.39,25.5,1,2.52,AA-,5.09,4.298,123010,74.4
TOTAL,,,,98.50549999999998,-0.9088888888888889,18.016666666666666,,3.2972222222222225,,,,,
