,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
1,128060,中装转债,0.47%,101.51,2.45,1.02,0,1.95,AA,5.816,5.250,未到转股期,97.47
14,113514,威帝转债,-0.17%,99.91,-2.54,9.94,0,2.73,A+,4.132,1.999,191514,90.15
19,128056,今飞转债,-0.61%,99.187,-1.63,11.16,0,3.7,A+,5.745,3.680,未到转股期,89.653
21,113528,长城转债,-0.32%,98.01,-2.71,13.83,0,3.37,AA-,5.748,6.340,未到转股期,88.16
25,128050,钧达转债,-0.45%,99.733,0.57,12.58,0,4.13,AA-,5.526,3.200,未到转股期,87.687
26,128062,亚药转债,-0.59%,99.987,-4.67,12.4,0,3.25,AA,5.836,9.650,未到转股期,87.613
30,123023,迪森转债,-0.82%,98.66,-1.28,14.78,0,2.78,AA,5.8,6.000,未到转股期,86.56
37,113505,杭电转债,-0.61%,100.27,-1.84,14.39,0,2.55,AA,4.759,7.767,191505,85.34
44,127003,海印转债,0.01%,101.63,0.75,14.48,2,4.07,AA,3.016,11.108,127003,83.89
50,128033,迪龙转债,-0.26%,99.1,-1.45,18.31,1,2.42,AA,4.57,5.199,128033,82.59
57,113524,奇精转债,-0.97%,98.02,-3.81,20.33,0,3.52,AA,5.537,3.300,未到转股期,81.65
66,128044,岭南转债,-0.22%,99.0,-1.41,19.85,1,2.47,AA,5.203,6.594,128044,81.15
74,123011,德尔转债,-0.62%,96.588,-2.7,23.15,0,4.01,AA-,5.129,5.556,123011,80.262
76,123019,中来转债,-0.72%,100.02,-3.9,20.22,0,4.04,AA-,5.737,10.000,未到转股期,79.76
83,123024,岱勒转债,-0.30%,97.51,-3.83,24.0,0,3.23,A+,4.803,2.100,未到转股期,78.49
84,113016,小康转债,-0.26%,94.87,4.48,27.08,1,3.64,AA,4.43,8.814,191016,78.05
93,123010,博世转债,-0.30%,100.3,0.7,24.01,1,2.48,AA-,5.093,4.298,123010,75.69
95,128018,时达转债,-0.25%,95.478,-1.25,29.09,1,3.49,AA,4.43,8.823,128018,75.432
TOTAL,,,,98.87683333333332,-1.3372222222222223,17.256666666666664,,3.2127777777777777,,,,,
