,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,128060,中装转债,-0.74%,100.312,-1.11,0.47,0,2.16,AA,5.808,5.250,未到转股期,99.218
7,113505,杭电转债,0.29%,101.2,1.45,5.39,0,2.35,AA,4.751,7.767,191505,93.41
18,128062,亚药转债,-0.75%,99.001,-1.76,11.06,0,3.43,AA,5.827,9.650,未到转股期,89.939
22,113514,威帝转债,-0.98%,98.9,-4.21,11.95,0,3.0,A+,4.123,1.999,191514,89.14999999999999
34,128050,钧达转债,-1.14%,98.667,-6.21,14.46,0,4.35,AA-,5.518,3.200,未到转股期,86.87299999999999
37,128056,今飞转债,-0.37%,98.053,-2.22,16.02,0,3.92,A+,5.737,3.680,未到转股期,85.927
42,123023,迪森转债,-1.17%,97.101,-3.9,18.13,0,3.07,AA,5.792,6.000,未到转股期,84.769
45,113524,奇精转债,-0.84%,96.97,-4.42,18.65,0,3.74,AA,5.529,3.300,未到转股期,84.38
46,113528,长城转债,-0.94%,96.67,-3.76,19.43,0,3.63,AA-,5.74,6.340,未到转股期,83.9
51,127003,海印转债,-1.09%,100.005,-1.89,16.99,2,4.66,AA,3.008,11.108,127003,83.00500000000001
53,128033,迪龙转债,-0.62%,97.499,-2.55,19.93,1,2.79,AA,4.562,5.199,128033,82.571
62,128044,岭南转债,-1.13%,97.399,-1.25,21.39,1,2.8,AA,5.195,6.594,128044,81.211
65,123011,德尔转债,-0.15%,95.66,-2.91,23.86,0,4.22,AA-,5.121,5.556,123011,80.48
79,123019,中来转债,-0.47%,99.03,-1.67,22.42,0,4.23,AA-,5.729,10.000,未到转股期,78.55
81,128018,时达转债,-1.48%,93.5,-0.55,28.28,1,4.0,AA,4.422,8.823,128018,78.22
85,113016,小康转债,-0.68%,93.8,-0.08,28.45,1,3.92,AA,4.422,8.814,191016,77.75
93,123024,岱勒转债,-0.62%,96.0,-2.82,28.24,0,3.58,A+,4.795,2.100,未到转股期,75.76
107,123010,博世转债,-0.21%,99.8,-1.71,27.44,1,2.58,AA-,5.085,4.298,123010,72.76
TOTAL,,,,97.75372222222221,-2.3094444444444444,18.475555555555555,,3.468333333333333,,,,,
