,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
6,110052,贵广转债,0.87%,115.0,0.1,-8.07,0,0.61,AA+,5.715,16.000,未到转股期,93.07
18,113526,联泰转债,3.02%,113.73,3.82,-4.0,0,-0.42,AA,5.6,3.900,未到转股期,90.27
1,123018,溢利转债,0.72%,106.3,2.02,-2.35,0,1.52,AA-,5.51,6.650,未到转股期,96.05
0,128060,中装转债,0.64%,102.521,-0.16,-0.35,0,1.78,AA,5.773,5.250,未到转股期,97.829
23,113511,千禾转债,-0.37%,109.99,-0.59,0.29,0,0.52,AA-,5.0,3.551,191511,89.72
28,113020,桐昆转债,0.88%,110.48,2.92,0.52,0,0.44,AA+,5.425,38.000,191020,89.0
17,127007,湖广转债,1.03%,108.66,0.83,0.89,1,0.91,AA+,5.03,13.215,127007,90.45
4,128057,博彦转债,0.75%,104.882,0.55,1.99,0,2.07,AA-,5.715,5.758,未到转股期,93.128
26,128039,三力转债,0.20%,108.206,0.33,2.24,1,0.39,AA-,4.973,2.809,128039,89.554
9,128053,尚荣转债,0.55%,104.33,1.42,2.87,0,1.82,AA,5.663,7.500,未到转股期,92.8
2,128062,亚药转债,0.40%,101.411,-0.12,3.06,0,3.02,AA,5.792,9.650,未到转股期,95.529
22,128034,江银转债,1.35%,106.111,0.85,4.11,2,0.72,AA+,4.608,17.583,128034,89.779
12,123012,万顺转债,0.00%,103.1,0.38,5.46,0,1.55,AA-,5.09,1.703,123012,91.44000000000001
7,128049,华源转债,1.00%,101.1,2.43,6.04,0,2.56,AA-,5.447,4.000,128049,92.86
24,123020,富祥转债,1.24%,104.275,3.53,6.12,0,2.72,AA-,5.704,4.200,未到转股期,89.60499999999999
20,128048,张行转债,0.89%,102.1,0.54,7.75,0,2.15,AA+,5.405,24.998,128048,90.15
3,113527,维格转债,1.07%,96.63,2.17,7.91,0,4.14,AA,5.603,7.460,未到转股期,95.46000000000001
8,113514,威帝转债,-0.10%,99.0,0.91,8.14,0,3.0,A+,4.088,1.998,191514,92.86
TOTAL,,,,105.43477777777778,,2.367777777777778,,,,,,,
