,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
5,113527,维格转债,-1.10%,97.05,0.11,10.14,0,4.04,AA,5.619,7.460,未到转股期,92.81
6,113025,明泰转债,-0.15%,97.93,0.59,9.56,0,2.93,AA,5.827,18.390,未到转股期,92.50999999999999
24,128056,今飞转债,-0.04%,98.142,0.68,12.4,0,3.91,A+,5.718,3.680,未到转股期,89.458
15,123023,迪森转债,0.42%,98.402,1.75,10.9,0,2.84,AA,5.773,6.000,未到转股期,90.698
8,113535,大业转债,-1.27%,98.89,-5.08,8.95,0,2.88,AA,4.907,5.000,未到转股期,92.16
14,113521,科森转债,-0.39%,99.34,0.0,9.96,0,2.91,AA,5.433,6.099,191521,90.69999999999999
9,128066,亚泰转债,2.56%,99.793,10.03,8.21,0,2.97,AA-,5.849,4.800,未到转股期,91.99699999999999
13,113514,威帝转债,-0.12%,99.93,1.83,8.67,0,2.75,A+,4.104,1.999,191514,91.39999999999999
2,128062,亚药转债,0.30%,100.02,3.38,6.3,0,3.26,AA,5.808,9.650,未到转股期,93.68
23,123019,中来转债,0.58%,101.0,9.98,9.36,0,3.88,AA-,5.71,10.000,未到转股期,89.64
22,128048,张行转债,-0.35%,102.685,0.18,7.6,0,2.04,AA+,5.422,24.998,128048,89.715
11,128049,华源转债,0.24%,102.988,0.96,5.51,0,2.2,AA-,5.463,4.000,128049,91.502
10,123014,凯发转债,-1.98%,103.122,-0.74,5.06,0,1.49,A+,4.123,3.150,123014,91.818
12,113505,杭电转债,-0.11%,104.11,-0.82,4.4,0,1.74,AA,4.732,7.767,191505,91.49
27,113516,苏农转债,-0.40%,104.13,0.0,7.15,0,2.1,AA+,5.14,12.887,191516,88.72
20,128063,未来转债,-0.12%,104.7,0.23,5.31,0,3.71,AA-,5.811,6.300,未到转股期,89.99
16,128034,江银转债,-0.41%,104.772,0.0,5.0,2,0.99,AA+,4.625,17.583,128034,90.228
25,123012,万顺转债,1.09%,104.796,1.34,5.78,0,1.21,AA-,5.107,1.703,123012,89.42399999999999
TOTAL,,,,101.21111111111111,,7.792222222222222,,,,,,,
