,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,128060,中装转债,0.10%,101.807,-1.58,2.13,0,1.91,AA,5.753,5.250,未到转股期,96.5955
2,128062,亚药转债,-0.32%,102.25,0.31,2.76,0,2.88,AA,5.773,9.650,未到转股期,95.68
4,127003,海印转债,-5.54%,103.53,-9.97,2.18,2,3.15,AA,2.953,9.416,127003,94.835
5,113025,明泰转债,0.16%,99.75,-0.67,8.38,0,2.61,AA,5.792,18.390,未到转股期,93.965
6,128056,今飞转债,0.41%,99.404,1.14,8.88,0,3.7,A+,5.682,3.680,未到转股期,93.936
7,113527,维格转债,0.55%,98.98,-0.11,10.3,0,3.69,AA,5.584,7.460,未到转股期,93.295
8,113514,威帝转债,0.29%,101.99,-1.07,6.61,0,2.25,A+,4.068,1.998,191514,93.05250000000001
11,123023,迪森转债,-0.07%,99.776,-0.15,10.54,0,2.6,AA,5.737,6.000,未到转股期,92.319
15,113505,杭电转债,0.06%,108.73,-1.13,-0.1,0,0.8,AA,4.696,7.767,191505,91.345
16,128066,亚泰转债,0.17%,98.26,-1.31,14.11,0,3.27,AA-,5.814,4.800,未到转股期,91.1575
17,113535,大业转债,-0.10%,99.43,0.0,12.81,0,2.79,AA,4.871,5.000,未到转股期,90.96249999999999
22,123011,德尔转债,0.02%,98.5,-1.03,14.95,0,3.65,AA-,5.066,5.556,123011,90.2875
25,128050,钧达转债,0.68%,98.713,1.41,15.07,0,4.38,AA-,5.463,3.200,128050,89.98450000000001
27,113528,长城转债,0.07%,98.66,-0.29,15.99,0,3.29,AA-,5.685,6.340,未到转股期,89.3475
31,128033,迪龙转债,-0.34%,100.24,-1.77,14.91,1,2.19,AA,4.507,5.199,128033,88.5775
39,128044,岭南转债,-0.61%,100.05,-3.63,17.29,1,2.28,AA,5.14,6.594,128044,86.9825
60,128018,时达转债,-0.26%,94.497,-0.54,28.23,1,3.79,AA,4.367,8.823,128018,84.3305
68,113016,小康转债,0.80%,96.5,-3.58,27.67,1,3.29,AA,4.367,8.814,191016,82.7475
TOTAL,,,,100.05927777777778,-1.3316666666666666,11.81722222222222,,2.9177777777777774,,,,,
