,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
6,127003,海印转债,1.58%,108.8,5.25,-3.32,2,1.4,AA,2.959,10.768,127003,93.69
0,113532,海环转债,-7.40%,103.62,2.98,-2.5,0,1.59,AA,5.775,4.600,未到转股期,98.255
7,123018,溢利转债,0.39%,108.178,0.87,-2.45,0,1.19,AA-,5.496,6.650,未到转股期,93.65950000000001
2,128060,中装转债,-0.41%,103.08,-0.16,0.19,0,1.69,AA,5.759,5.250,未到转股期,96.7775
11,128057,博彦转债,-0.70%,106.25,-1.59,0.98,0,1.83,AA-,5.701,5.758,未到转股期,93.015
31,128025,特一转债,0.00%,109.999,1.08,0.98,1,0.06,AA-,4.455,3.394,128025,89.266
1,113536,三星转债,2.08%,102.08,0.86,1.21,0,2.1,AA,5.937,1.920,未到转股期,97.0125
17,128053,尚荣转债,-0.84%,106.6,0.19,1.86,0,1.43,AA,5.649,7.500,未到转股期,92.00500000000001
20,113505,杭电转债,0.35%,107.0,0.4,1.93,0,1.15,AA,4.701,7.767,191505,91.5525
33,128039,三力转债,-1.00%,109.3,-1.89,2.12,1,0.19,AA-,4.959,2.809,128039,89.11
3,128062,亚药转债,-0.36%,102.825,-1.39,2.26,0,2.77,AA,5.778,9.650,未到转股期,95.48
27,123012,万顺转债,0.13%,106.404,-0.91,4.46,0,0.91,AA-,5.077,1.703,123012,90.251
38,128034,江银转债,-0.08%,108.0,-1.02,4.65,2,0.33,AA+,4.595,17.583,128034,88.5125
13,123004,铁汉转债,-1.11%,103.523,-1.25,4.84,1,1.45,AA,4.488,8.332,123004,92.84700000000001
12,128049,华源转债,0.07%,103.371,0.95,4.91,0,2.14,AA-,5.433,4.000,128049,92.9465
36,123001,蓝标转债,-0.67%,107.081,-1.13,5.61,3,1.59,AA,2.488,1.890,123001,88.7115
21,113503,泰晶转债,0.17%,104.25,2.67,5.67,0,1.83,AA,4.479,2.145,191503,91.4975
19,123014,凯发转债,0.10%,103.6,-0.25,6.34,0,1.38,A+,4.093,3.150,123014,91.64500000000001
TOTAL,,,,105.7756111111111,,2.2077777777777774,,,,,,,
