,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,128060,中装转债,-0.50%,101.001,0.64,-0.12,0,2.04,AA,5.814,5.250,未到转股期,99.119
1,113535,大业转债,-0.69%,100.89,-5.4,3.36,0,2.45,AA,4.932,5.000,未到转股期,95.75
2,128039,三力转债,-4.92%,103.001,-2.79,1.44,1,1.46,AA-,5.014,2.810,128039,95.559
3,113526,联泰转债,-3.00%,106.71,-4.77,-0.8,0,0.73,AA,5.641,3.900,未到转股期,94.09
4,113523,伟明转债,-3.49%,107.9,-3.62,-1.62,0,1.23,AA,5.523,6.700,未到转股期,93.72
5,128057,博彦转债,-0.96%,103.101,-2.23,3.81,0,2.36,AA-,5.756,5.758,未到转股期,93.089
6,113514,威帝转债,0.03%,99.94,2.6,7.18,0,2.73,A+,4.129,1.999,191514,92.88
7,128034,江银转债,-0.91%,102.801,0.22,4.36,2,1.41,AA+,4.649,17.583,128034,92.839
8,128062,亚药转债,-0.24%,99.75,4.07,7.75,0,3.29,AA,5.833,9.650,未到转股期,92.5
9,128053,尚荣转债,-0.61%,104.404,-2.36,3.77,0,1.79,AA,5.704,7.500,未到转股期,91.82600000000001
10,123018,溢利转债,-0.37%,108.6,-3.48,-0.07,0,1.11,AA-,5.551,6.650,未到转股期,91.47
11,128049,华源转债,-0.57%,101.398,-1.26,7.7,0,2.49,AA-,5.488,4.000,128049,90.902
12,113025,明泰转债,-0.17%,97.51,-1.38,11.7,0,2.99,AA,5.852,18.390,未到转股期,90.78999999999999
13,110047,山鹰转债,-0.36%,105.3,0.0,4.05,0,2.23,AA+,5.471,22.995,190047,90.65
14,128063,未来转债,-1.86%,103.787,-6.99,5.86,0,3.86,AA-,5.836,6.300,未到转股期,90.353
15,110052,贵广转债,-2.05%,114.14,-4.43,-4.33,0,0.74,AA+,5.756,16.000,未到转股期,90.19
16,113527,维格转债,-0.82%,97.27,-1.84,12.7,0,3.98,AA,5.644,7.460,未到转股期,90.03
17,128048,张行转债,-0.48%,101.314,1.99,8.67,0,2.29,AA+,5.447,24.998,128048,90.016
18,127007,湖广转债,-0.19%,107.3,-2.25,2.88,1,1.16,AA+,5.071,13.276,127007,89.82000000000001
19,113519,长久转债,-4.53%,104.4,-7.67,5.92,0,2.75,AA,5.433,6.999,191519,89.67999999999999
20,123012,万顺转债,-2.84%,103.1,-2.28,7.3,0,1.54,AA-,5.132,1.703,123012,89.60000000000001
21,128050,钧达转债,0.31%,100.04,2.18,10.51,0,4.08,AA-,5.523,3.200,未到转股期,89.44999999999999
22,123015,蓝盾转债,-1.85%,106.0,-1.67,4.56,1,1.32,AA,5.197,1.010,123015,89.44
23,123014,凯发转债,-1.76%,102.16,-4.12,8.41,0,1.71,A+,4.148,3.150,123014,89.43
24,128025,特一转债,-0.81%,106.434,-0.51,4.67,1,0.81,AA-,4.51,3.394,128025,88.896
25,113521,科森转债,-0.52%,99.45,-3.4,11.82,0,2.88,AA,5.458,6.099,191521,88.72999999999999
26,128056,今飞转债,-0.59%,98.606,-2.31,13.12,0,3.81,A+,5.742,3.680,未到转股期,88.274
27,113516,苏农转债,-0.15%,103.05,0.0,8.71,0,2.31,AA+,5.164,12.887,191516,88.24000000000001
28,128038,利欧转债,-4.10%,112.111,-4.48,0.43,1,0.32,AA,4.803,1.860,128038,87.45899999999999
29,110050,佳都转债,-1.85%,118.36,-1.39,-5.77,0,-0.64,AA,5.545,8.747,未到转股期,87.41
30,113505,杭电转债,-0.18%,100.09,1.41,12.6,0,2.6,AA,4.756,7.767,191505,87.31
31,110046,圆通转债,-3.18%,113.37,-5.83,-0.68,0,0.36,AA+,5.466,36.500,190046,87.31
32,113525,台华转债,-0.84%,102.83,-0.74,10.48,0,2.13,AA,5.54,5.330,未到转股期,86.69
33,113020,桐昆转债,-1.96%,106.99,0.0,6.56,0,1.04,AA+,5.466,38.000,191020,86.45
34,113520,百合转债,-2.87%,114.07,-3.77,-0.31,0,0.27,AA-,5.436,4.372,191520,86.24000000000001
35,123001,蓝标转债,-0.81%,104.005,0.25,9.87,3,2.75,AA,2.542,1.890,123001,86.125
36,123023,迪森转债,-0.05%,98.611,-0.49,15.29,0,2.79,AA,5.797,6.000,未到转股期,86.09899999999999
37,127012,招路转债,-0.23%,100.298,1.1,13.69,0,1.35,AAA,5.8,50.000,未到转股期,86.012
38,113528,长城转债,-0.50%,97.52,-2.66,16.47,0,3.47,AA-,5.745,6.340,未到转股期,86.01
39,113533,参林转债,-0.96%,116.0,-3.57,-1.53,0,-0.42,AA,5.833,10.000,未到转股期,85.53
40,128027,崇达转债,-0.73%,107.606,2.07,7.17,0,0.66,AA,4.534,7.591,128027,85.224
41,110051,中天转债,-0.10%,100.88,2.13,13.95,0,2.24,AA+,5.742,39.651,未到转股期,85.17
42,113532,海环转债,-0.47%,100.37,-5.56,15.3,0,2.14,AA,5.83,4.600,未到转股期,84.33
43,113515,高能转债,-1.83%,107.2,-1.91,8.48,0,1.1,AA,5.148,7.447,191515,84.32
44,110041,蒙电转债,-0.68%,109.8,-0.66,6.16,0,0.22,AAA,4.551,18.731,190041,84.04
45,123020,富祥转债,-1.19%,106.305,-1.63,9.96,0,2.35,AA-,5.745,4.200,未到转股期,83.73499999999999
