,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
4,113527,维格转债,-1.36%,95.73,-2.16,11.03,0,4.3,AA,5.616,7.460,未到转股期,93.24
8,128066,亚泰转债,-2.50%,97.301,-5.08,11.16,0,3.43,AA-,5.847,4.800,未到转股期,91.539
5,113025,明泰转债,-0.60%,97.34,-0.88,9.87,0,3.04,AA,5.825,18.390,未到转股期,92.78999999999999
21,123023,迪森转债,0.18%,98.58,-1.72,13.04,0,2.81,AA,5.77,6.000,未到转股期,88.38
22,113521,科森转债,-0.67%,98.67,-3.31,12.95,0,3.04,AA,5.43,6.099,191521,88.38
15,113535,大业转债,-0.16%,98.73,-2.46,11.52,0,2.92,AA,4.904,5.000,未到转股期,89.75
26,113514,威帝转债,-0.63%,99.3,-4.26,12.79,0,2.91,A+,4.101,1.999,191514,87.91
0,127003,海印转债,-6.17%,100.211,-9.88,0.88,2,4.26,AA,2.986,10.769,127003,98.909
28,123019,中来转债,-0.69%,100.3,-3.55,12.6,0,4.01,AA-,5.707,10.000,未到转股期,87.10000000000001
1,128062,亚药转债,0.68%,100.7,3.92,2.98,0,3.13,AA,5.805,9.650,未到转股期,96.32
23,123014,凯发转债,-1.28%,101.8,-5.63,9.89,0,1.81,A+,4.121,3.150,123014,88.31
17,128048,张行转债,-0.67%,101.999,-1.77,8.81,0,2.17,AA+,5.419,24.998,128048,89.191
7,128049,华源转债,-0.66%,102.308,-1.23,6.12,0,2.33,AA-,5.46,4.000,128049,91.57199999999999
14,113505,杭电转债,-1.06%,103.01,-3.58,7.12,0,1.98,AA,4.729,7.767,191505,89.86999999999999
24,113516,苏农转债,-0.61%,103.5,-1.63,8.27,0,2.23,AA+,5.137,12.887,191516,88.23
20,123012,万顺转债,-0.66%,104.108,-2.07,7.31,0,1.35,AA-,5.104,1.703,123012,88.582
13,128034,江银转债,-0.49%,104.256,-1.07,5.61,2,1.1,AA+,4.622,17.583,128034,90.134
2,128060,中装转债,-1.10%,104.52,-2.56,0.65,0,1.43,AA,5.786,5.250,未到转股期,94.83
TOTAL,,,,100.68683333333334,,8.47777777777778,,,,,,,
