,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
35,110052,贵广转债,1.23%,118.08,3.57,-8.05,0,0.14,AA+,5.696,16.000,未到转股期,87.9575
15,113505,杭电转债,0.06%,108.73,-1.13,-0.1,0,0.8,AA,4.696,7.767,191505,91.345
12,123018,溢利转债,-0.20%,107.778,-2.29,0.33,0,1.26,AA-,5.49,6.650,123018,91.97449999999999
10,128057,博彦转债,0.40%,106.064,0.66,2.12,0,1.87,AA-,5.696,5.758,未到转股期,92.346
0,128060,中装转债,0.10%,101.807,-1.58,2.13,0,1.91,AA,5.753,5.250,未到转股期,96.5955
4,127003,海印转债,-5.54%,103.53,-9.97,2.18,2,3.15,AA,2.953,9.416,127003,94.835
34,127007,湖广转债,0.49%,110.2,0.12,2.2,1,0.62,AA+,5.011,13.214,127007,88.14999999999999
1,113536,三星转债,0.37%,102.08,0.15,2.39,0,2.1,AA,5.932,1.920,未到转股期,96.1275
32,128025,特一转债,0.25%,109.778,-0.36,2.42,1,0.11,AA-,4.449,3.394,128025,88.407
2,128062,亚药转债,-0.32%,102.25,0.31,2.76,0,2.88,AA,5.773,9.650,未到转股期,95.68
14,128053,尚荣转债,0.08%,106.288,0.0,2.95,0,1.48,AA,5.644,7.500,未到转股期,91.4995
21,128039,三力转债,0.13%,107.0,-0.66,3.45,1,0.63,AA-,4.953,2.809,128039,90.4125
3,113532,海环转债,0.16%,102.3,-0.65,3.63,0,1.82,AA,5.77,4.600,未到转股期,94.9775
9,128049,华源转债,0.24%,103.1,0.68,5.34,0,2.2,AA-,5.427,4.000,128049,92.89500000000001
30,128034,江银转债,-0.21%,106.924,-0.42,5.79,2,0.55,AA+,4.589,17.583,128034,88.73349999999999
18,128063,未来转债,-0.14%,104.7,-3.7,5.8,0,3.74,AA-,5.775,6.300,未到转股期,90.95
26,123012,万顺转债,-0.03%,105.9,-0.92,5.9,0,1.01,AA-,5.071,1.703,123012,89.675
8,113514,威帝转债,0.29%,101.99,-1.07,6.61,0,2.25,A+,4.068,1.998,191514,93.05250000000001
TOTAL,,,,106.02772222222222,,2.658333333333333,,,,,,,
