,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,128060,中装转债,2.98%,103.402,4.69,-0.27,0,1.62,AA,5.795,5.250,未到转股期,96.868
2,113505,杭电转债,1.78%,104.2,5.49,1.42,0,1.72,AA,4.737,7.767,191505,94.38
11,128062,亚药转债,0.82%,100.22,1.91,8.86,0,3.22,AA,5.814,9.650,未到转股期,90.92
19,128056,今飞转债,0.89%,98.613,2.04,11.62,0,3.82,A+,5.723,3.680,未到转股期,89.767
20,123023,迪森转债,1.43%,98.29,4.47,12.0,0,2.86,AA,5.778,6.000,未到转股期,89.71
22,113514,威帝转债,1.30%,100.2,2.49,10.67,0,2.68,A+,4.11,1.999,191514,89.13
24,127003,海印转债,2.40%,102.6,3.62,8.7,2,3.42,AA,2.995,11.108,127003,88.7
31,128050,钧达转债,1.24%,99.77,2.74,13.26,0,4.14,AA-,5.504,3.200,未到转股期,86.97
34,113528,长城转债,1.36%,97.96,3.15,15.96,0,3.4,AA-,5.726,6.340,未到转股期,86.08000000000001
43,128033,迪龙转债,1.93%,98.887,4.26,16.5,1,2.48,AA,4.548,5.199,128033,84.613
44,113524,奇精转债,0.90%,97.92,3.59,17.63,0,3.56,AA,5.515,3.300,未到转股期,84.45
53,128044,岭南转债,1.43%,98.748,2.89,17.39,1,2.53,AA,5.181,6.594,128044,83.862
65,123011,德尔转债,2.20%,97.5,1.44,21.09,0,3.83,AA-,5.107,5.556,123011,81.41
70,123024,岱勒转债,0.75%,96.499,2.94,22.72,0,3.48,A+,4.781,2.100,未到转股期,80.781
75,128018,时达转债,0.74%,94.495,1.82,26.16,1,3.76,AA,4.408,8.823,128018,79.345
77,123019,中来转债,1.14%,100.852,3.31,19.81,0,3.9,AA-,5.715,10.000,未到转股期,79.338
85,123010,博世转债,0.47%,99.991,3.67,22.53,1,2.55,AA-,5.071,4.298,123010,77.479
92,113016,小康转债,0.36%,94.09,1.05,29.68,1,3.86,AA,4.408,8.814,191016,76.22999999999999
TOTAL,,,,99.12427777777776,3.087222222222222,15.318333333333335,,3.157222222222222,,,,,
