,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,128060,中装转债,0.13%,104.66,1.85,-1.05,0,1.41,AA,5.778,5.250,未到转股期,96.39
1,128062,亚药转债,0.00%,100.699,-0.69,3.7,0,3.14,AA,5.797,9.650,未到转股期,95.601
4,127003,海印转债,0.52%,100.73,-4.65,6.35,2,4.09,AA,2.978,10.768,127003,92.92
20,113514,威帝转债,-0.25%,99.05,0.94,11.46,0,2.98,A+,4.093,1.999,191514,89.49000000000001
22,123023,迪森转债,-0.79%,97.8,-0.8,13.05,0,2.96,AA,5.762,6.000,未到转股期,89.15
23,113505,杭电转债,-1.16%,101.82,-2.87,9.05,0,2.24,AA,4.721,7.767,191505,89.13000000000001
24,128056,今飞转债,-0.41%,97.274,1.22,13.71,0,4.09,A+,5.707,3.680,未到转股期,89.01599999999999
36,113528,长城转债,-0.25%,97.15,1.0,16.09,0,3.56,AA-,5.71,6.340,未到转股期,86.75999999999999
42,128044,岭南转债,-0.50%,98.106,0.4,16.39,1,2.67,AA,5.164,6.594,128044,85.504
48,128033,迪龙转债,-0.61%,97.72,-0.8,17.92,1,2.76,AA,4.532,5.199,128033,84.36
49,128050,钧达转债,-0.81%,97.9,0.44,17.85,0,4.52,AA-,5.488,3.200,128050,84.25
59,113524,奇精转债,-0.35%,96.22,0.26,20.56,0,3.91,AA,5.499,3.300,未到转股期,83.22
62,123019,中来转债,-1.00%,99.293,-5.5,17.96,0,4.21,AA-,5.699,10.000,未到转股期,82.74699999999999
64,123011,德尔转债,-0.26%,95.75,-1.12,21.56,0,4.22,AA-,5.09,5.556,123011,82.69
78,113016,小康转债,0.05%,93.86,1.77,27.13,1,3.94,AA,4.392,8.814,191016,79.01
87,123024,岱勒转债,-0.60%,96.218,-0.05,26.43,0,3.56,A+,4.764,2.100,未到转股期,77.352
97,128018,时达转债,-0.09%,94.419,-0.37,29.78,1,3.79,AA,4.392,8.823,128018,75.801
98,123010,博世转债,-0.02%,99.22,0.41,25.16,1,2.72,AA-,5.055,4.298,123010,75.62
TOTAL,,,,98.21605555555556,-0.4755555555555554,16.28333333333334,,3.376111111111111,,,,,
