,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,123011,德尔转债,0.19%,109.8,0.24,-0.24,0,1.4,AA-,4.726,1.99,5.085,123011,90.44
7,128066,亚泰转债,0.77%,107.42,2.35,7.35,1,1.77,AA-,5.474,1.73,4.8,128066,85.23
12,113027,华钰转债,0.50%,102.08,1.45,13.96,0,2.21,AA,5.63,2.27,6.4,未到转股期,83.96000000000001
17,113514,威帝转债,0.23%,106.06,1.1,12.07,0,1.27,A+,3.729,3.25,1.342,191514,81.87
21,113541,荣晟转债,0.52%,103.73,1.21,15.72,0,1.93,AA-,5.737,2.33,3.3,未到转股期,80.55
22,128070,智能转债,0.85%,102.659,2.95,16.99,0,2.56,A+,5.682,4.27,2.3,未到转股期,80.351
23,128056,今飞转债,0.32%,100.889,1.23,18.96,0,3.65,A+,5.342,2.04,3.68,128056,80.15100000000001
25,128069,华森转债,0.47%,105.137,0.73,15.34,0,2.49,AA-,5.66,6.69,3.0,未到转股期,79.523
32,123023,迪森转债,-0.02%,100.458,0.68,21.6,0,2.64,AA,5.397,1.41,6.0,123023,77.94200000000001
35,127003,海印转债,0.03%,106.2,1.11,16.66,2,2.55,AA,2.614,1.7,9.415,127003,77.14
37,128050,钧达转债,0.21%,101.684,-0.82,21.28,0,4.07,AA-,5.123,2.56,3.199,128050,77.036
50,113537,文灿转债,-0.11%,102.9,-0.94,21.78,0,3.15,AA-,5.619,1.67,8.0,未到转股期,75.32
57,123004,铁汉转债,0.01%,101.039,0.62,24.12,1,2.19,AA,4.142,1.18,8.332,123004,74.841
74,128044,岭南转债,0.05%,101.25,0.64,26.72,1,2.13,AA,4.8,1.56,6.593,128044,72.03
89,113528,长城转债,0.47%,100.67,1.68,29.09,0,3.11,AA-,5.345,1.82,6.34,191528,70.24
106,128018,时达转债,0.45%,97.807,3.88,36.2,1,3.22,AA,4.027,1.24,8.823,128018,65.993
114,128015,久其转债,3.24%,99.15,10.02,35.83,1,3.44,A+,3.614,4.43,7.798,128015,65.02
167,128062,亚药转债,0.10%,95.291,1.74,89.53,0,4.43,AA,5.433,1.6,9.65,128062,15.179000000000002
TOTAL,,,,102.4568888888889,1.6594444444444443,23.49777777777778,,2.6783333333333332,,,,,,
