,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
24,123023,迪森转债,0.91%,101.103,6.37,17.63,0,2.5,AA,5.436,1.47,6.0,123023,81.26700000000001
38,128056,今飞转债,0.43%,101.76,1.97,21.47,0,3.45,A+,5.381,2.01,3.68,128056,76.77
14,113027,华钰转债,0.38%,103.53,2.08,12.97,0,1.94,AA,5.668,2.32,6.4,未到转股期,83.5
37,128070,智能转债,0.32%,103.8,2.22,19.43,0,2.33,A+,5.721,4.23,2.3,未到转股期,76.77000000000001
22,128049,华源转债,0.64%,103.992,0.88,14.16,0,2.15,AA-,5.126,1.43,3.999,128049,81.848
6,113534,鼎胜转债,0.16%,104.75,1.67,9.78,1,1.8,AA,5.488,1.7,12.54,未到转股期,85.47
11,113537,文灿转债,0.53%,105.05,4.32,11.07,0,2.75,AA-,5.658,1.87,8.0,未到转股期,83.88
21,113530,大丰转债,0.81%,105.26,3.65,12.87,0,2.8,AA,5.452,3.3,6.3,191530,81.86999999999999
36,127013,创维转债,0.32%,105.4,1.08,17.81,0,2.16,AA,5.507,3.19,10.4,未到转股期,76.78999999999999
35,128071,合兴转债,0.67%,105.5,1.55,17.28,0,1.53,AA,5.841,1.64,5.96,未到转股期,77.22
27,128069,华森转债,0.54%,105.834,1.58,14.24,0,2.35,AA-,5.699,6.8,3.0,未到转股期,79.926
18,123028,清水转债,0.70%,106.2,1.69,10.84,0,2.6,AA-,5.682,1.59,4.9,未到转股期,82.96
8,113536,三星转债,0.07%,107.01,0.1,8.44,0,1.34,AA,5.63,2.93,1.92,未到转股期,84.55
28,123024,岱勒转债,1.08%,107.156,2.88,13.06,0,1.3,A+,4.438,3.44,2.1,123024,79.78399999999999
20,113514,威帝转债,1.06%,107.27,2.61,10.46,0,0.95,A+,3.767,3.34,1.342,191514,82.27000000000001
13,128073,哈尔转债,0.38%,107.632,1.23,8.76,0,1.52,AA-,4.86,2.79,3.0,未到转股期,83.60799999999999
3,123030,九洲转债,0.39%,107.735,1.59,6.61,0,1.97,AA-,5.852,1.03,3.08,未到转股期,85.655
5,113541,荣晟转债,0.27%,107.8,1.5,6.55,0,1.23,AA-,5.775,2.64,3.3,未到转股期,85.65
TOTAL,,,,105.37677777777776,,12.968333333333335,,,,,,,,
