,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
1,123011,德尔转债,1.10%,110.0,1.56,-0.82,0,1.36,AA-,4.718,2.0,5.015,123011,90.82
4,128066,亚泰转债,-0.20%,105.822,-0.75,8.01,1,2.06,AA-,5.466,1.69,4.8,128066,86.16799999999999
19,113541,荣晟转债,0.42%,103.0,2.0,14.84,0,2.06,AA-,5.729,2.34,3.3,未到转股期,82.16
23,113027,华钰转债,-0.07%,100.85,-0.68,17.62,0,2.44,AA,5.622,2.14,6.4,未到转股期,81.53
26,128050,钧达转债,-0.13%,101.39,1.36,17.44,0,4.13,AA-,5.115,2.59,3.199,128050,81.17
37,128069,华森转债,-0.35%,103.316,-0.63,18.52,0,2.82,AA-,5.652,6.11,3.0,未到转股期,78.164
40,113514,威帝转债,-0.49%,103.12,-2.33,19.08,0,2.05,A+,3.721,2.67,1.342,191514,77.8
42,128070,智能转债,-0.61%,100.996,-1.85,21.48,0,2.86,A+,5.674,3.61,2.3,未到转股期,77.524
46,128056,今飞转债,0.05%,100.09,-0.36,22.71,0,3.82,A+,5.334,1.91,3.68,128056,77.19999999999999
58,127003,海印转债,-0.13%,105.08,-0.38,19.81,2,2.98,AA,2.605,1.64,9.415,127003,75.11
62,123004,铁汉转债,-0.27%,100.01,-0.94,25.56,1,2.45,AA,4.134,1.15,8.332,123004,74.42999999999999
72,128044,岭南转债,-0.07%,100.476,-0.21,26.56,1,2.3,AA,4.792,1.52,6.593,128044,72.964
81,113528,长城转债,-0.28%,99.75,-0.8,28.46,0,3.29,AA-,5.337,1.77,6.34,191528,71.78999999999999
85,113537,文灿转债,-0.50%,101.08,-1.87,27.99,0,3.5,AA-,5.611,1.55,8.0,未到转股期,70.93
102,128018,时达转债,-0.16%,97.733,0.74,34.34,1,3.25,AA,4.019,1.26,8.823,128018,67.92699999999999
130,128015,久其转债,-0.37%,95.9,-4.92,47.11,1,4.43,A+,3.605,3.96,7.796,128015,56.989999999999995
172,128062,亚药转债,-0.71%,93.83,-3.39,123.24,0,4.75,AA,5.425,1.36,9.65,128062,-17.069999999999993
TOTAL,,,,101.32017647058824,-0.7911764705882353,27.761764705882356,,2.9735294117647055,,,,,,
