,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
37,123023,迪森转债,0.10%,100.48,0.68,22.45,0,2.63,AA,5.405,1.4,6.0,123023,77.07
27,128056,今飞转债,0.27%,100.567,1.79,20.04,0,3.71,A+,5.351,2.01,3.68,128056,79.393
32,128050,钧达转债,-0.03%,101.469,-0.92,20.03,0,4.11,AA-,5.132,2.58,3.199,128050,78.501
13,113027,华钰转债,0.05%,101.57,0.34,15.03,0,2.3,AA,5.638,2.23,6.4,未到转股期,83.4
30,128070,智能转债,0.27%,101.789,0.49,19.42,0,2.71,A+,5.69,4.15,2.3,未到转股期,78.791
16,128049,华源转债,0.28%,102.399,0.15,15.45,0,2.48,AA-,5.096,1.39,3.999,128049,82.151
23,113541,荣晟转债,-0.24%,103.19,0.12,16.51,0,2.02,AA-,5.745,2.31,3.3,未到转股期,80.3
25,123024,岱勒转债,-0.48%,103.75,-2.71,16.21,0,2.07,A+,4.408,3.24,2.1,123024,80.03999999999999
11,113534,鼎胜转债,0.91%,104.4,1.42,11.55,1,1.87,AA,5.458,1.67,12.54,191534,84.05
15,123028,清水转债,-0.08%,104.57,0.36,13.09,0,2.9,AA-,5.652,1.53,4.9,未到转股期,82.34
26,128069,华森转债,0.88%,104.64,1.68,15.64,0,2.57,AA-,5.668,6.64,3.0,未到转股期,79.72
10,113530,大丰转债,-0.47%,104.96,-3.11,10.71,0,2.87,AA,5.422,3.36,6.299,191530,84.33000000000001
21,113514,威帝转债,-0.62%,105.82,-2.37,13.05,0,1.33,A+,3.737,3.22,1.342,191514,81.13000000000001
19,113521,科森转债,0.18%,106.0,1.86,12.33,0,1.78,AA,5.066,1.96,6.098,191521,81.67
6,113536,三星转债,0.39%,106.02,1.05,9.06,0,1.52,AA,5.6,2.88,1.92,未到转股期,84.92
9,128066,亚泰转债,-0.05%,106.601,0.07,9.03,1,1.91,AA-,5.482,1.69,4.8,128066,84.369
34,123019,中来转债,-0.19%,106.675,-0.73,15.54,0,3.07,AA-,5.342,1.63,9.999,123019,77.785
8,128053,尚荣转债,0.02%,106.824,1.26,8.38,0,1.48,AA,5.312,1.45,7.498,128053,84.796
TOTAL,,,,103.98466666666667,,14.639999999999999,,,,,,,,
