,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,123011,德尔转债,1.20%,111.612,1.35,-0.6,0,1.03,AA-,4.756,2.03,5.137,123011,88.988
2,113541,荣晟转债,-0.19%,107.74,-1.3,6.15,0,1.24,AA-,5.767,2.64,3.3,未到转股期,86.11
12,128066,亚泰转债,-0.14%,108.734,-0.13,8.44,1,1.53,AA-,5.504,1.73,4.8,未到转股期,82.82600000000001
15,113514,威帝转债,3.63%,110.93,10.02,6.54,0,0.04,A+,3.759,3.58,1.342,191514,82.52999999999999
17,113027,华钰转债,0.00%,103.04,0.78,15.28,0,2.03,AA,5.66,2.26,6.4,未到转股期,81.67999999999999
29,128069,华森转债,0.12%,105.624,0.73,15.39,0,2.39,AA-,5.69,6.72,3.0,未到转股期,78.986
31,113537,文灿转债,0.55%,103.94,0.63,17.77,0,2.95,AA-,5.649,1.74,8.0,未到转股期,78.29
37,128070,智能转债,-0.15%,103.401,-0.36,19.55,0,2.41,A+,5.712,4.21,2.3,未到转股期,77.049
39,128056,今飞转债,0.00%,100.84,0.36,22.75,0,3.64,A+,5.373,1.97,3.68,128056,76.41
46,123023,迪森转债,0.10%,101.1,0.34,24.05,0,2.5,AA,5.427,1.39,6.0,123023,74.85000000000001
56,127003,海印转债,-0.38%,106.993,-2.54,19.72,2,2.23,AA,2.644,1.67,9.415,127003,73.287
74,123004,铁汉转债,-0.22%,101.85,-0.31,27.87,1,1.97,AA,4.173,1.15,8.332,123004,70.28
82,128044,岭南转债,-0.56%,102.25,-1.67,28.52,1,1.9,AA,4.83,1.56,6.593,128044,69.23
85,113528,长城转债,0.01%,101.01,0.27,30.01,0,3.02,AA-,5.375,1.81,6.34,191528,68.97999999999999
108,128050,钧达转债,-0.49%,101.11,-0.91,34.36,0,4.16,AA-,5.153,2.3,3.199,128050,64.53
119,128015,久其转债,0.38%,97.365,3.28,39.43,1,3.94,A+,3.644,4.59,7.798,128015,63.205000000000005
126,128018,时达转债,0.06%,98.21,0.58,40.43,1,3.09,AA,4.058,1.2,8.823,128018,61.36000000000001
163,128062,亚药转债,-0.24%,95.59,-1.99,85.36,0,4.35,AA,5.463,1.65,9.65,128062,19.049999999999997
TOTAL,,,,103.40772222222222,0.5072222222222221,24.501111111111115,,2.467777777777778,,,,,,
