,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,113539,圣达转债,0.43%,109.62,1.5,-8.82,0,1.82,A+,5.885,4.81,2.99,未到转股期,96.99499999999999
1,113541,荣晟转债,-0.17%,99.99,-1.68,10.17,0,2.51,AA-,5.94,2.31,3.3,未到转股期,92.38250000000001
2,113027,华钰转债,-0.08%,101.58,-0.73,8.86,0,2.22,AA,5.833,2.48,6.4,未到转股期,91.775
3,113514,威帝转债,-0.27%,99.27,0.71,12.75,0,2.94,A+,3.932,2.94,1.998,191514,91.1675
4,123024,岱勒转债,0.83%,108.398,2.33,0.83,0,1.0,A+,4.603,3.85,2.1,未到转股期,90.9795
5,128060,中装转债,0.41%,116.25,0.89,-8.62,0,-0.47,AA,5.616,2.15,5.25,未到转股期,90.215
6,123026,中环转债,-0.48%,108.29,-1.52,2.7,0,0.54,AA-,4.825,2.56,2.9,未到转股期,89.68499999999999
7,123028,清水转债,-0.64%,102.02,0.18,12.05,0,3.25,AA-,5.847,1.63,4.9,未到转股期,88.9425
8,113536,三星转债,-0.01%,102.45,0.17,11.73,0,2.08,AA,5.795,2.9,1.92,未到转股期,88.7525
9,128070,智能转债,-0.03%,99.001,0.12,16.44,0,3.11,A+,5.885,4.14,2.3,未到转股期,88.669
10,128069,华森转债,0.73%,100.97,4.05,14.53,0,3.12,AA-,5.863,7.44,3.0,未到转股期,88.13250000000001
11,123027,蓝晓转债,-0.37%,107.601,0.81,6.06,0,1.94,A+,5.825,6.37,3.4,未到转股期,87.854
12,128057,博彦转债,0.14%,101.358,1.7,14.92,0,2.77,AA-,5.559,1.6,5.758,未到转股期,87.452
13,128049,华源转债,-0.13%,99.183,0.48,17.83,0,3.02,AA-,5.29,1.32,3.999,128049,87.44449999999999
14,128025,特一转债,-0.09%,106.024,1.76,8.77,1,0.94,AA-,4.312,2.82,3.394,128025,87.3985
15,128053,尚荣转债,-0.21%,104.381,0.66,11.69,0,1.86,AA,5.507,1.36,7.5,未到转股期,86.8515
16,128039,三力转债,-0.08%,102.687,1.16,14.69,1,1.52,AA-,4.816,1.83,2.809,128039,86.2955
17,113527,维格转债,0.17%,94.66,2.86,25.89,0,4.67,AA,5.447,0.77,7.46,113527,85.9225
18,123012,万顺转债,0.35%,103.661,-0.61,14.09,0,1.4,AA-,4.934,1.03,1.702,123012,85.7715
19,113540,南威转债,0.11%,101.88,0.0,16.48,0,2.57,AA-,5.918,2.67,6.6,未到转股期,85.76
20,128038,利欧转债,0.29%,104.894,0.63,12.76,1,1.82,AA,4.605,1.36,1.809,128038,85.536
21,128063,未来转债,-2.58%,104.938,4.94,12.74,0,3.79,AA-,5.638,3.21,6.3,未到转股期,85.507
22,128064,司尔转债,-0.08%,99.7,0.99,19.99,0,2.66,AA,5.652,1.03,8.0,未到转股期,85.3075
23,123020,富祥转债,-0.37%,108.7,2.18,8.19,0,2.01,AA-,5.548,3.31,4.2,未到转股期,85.1575
24,113521,科森转债,-0.49%,101.7,-0.92,17.97,0,2.54,AA,5.26,1.65,6.098,191521,84.82249999999999
25,123019,中来转债,0.00%,103.85,0.67,15.4,0,3.47,AA-,5.537,1.59,10.0,未到转股期,84.60000000000001
26,123015,蓝盾转债,-0.15%,103.956,1.76,15.53,1,1.7,AA,5.0,1.37,1.009,123015,84.3965
27,128044,岭南转债,-0.03%,98.495,-0.63,23.01,1,2.61,AA,5.003,1.6,6.593,128044,84.2475
28,113025,明泰转债,0.31%,100.26,0.0,21.04,0,2.58,AA,5.655,0.97,18.39,未到转股期,83.96
29,113537,文灿转债,-0.11%,99.24,-1.59,22.54,0,3.7,AA-,5.822,1.71,8.0,未到转股期,83.855
30,127003,海印转债,-0.12%,102.5,-0.76,18.21,2,3.68,AA,2.816,1.69,9.415,127003,83.8425
31,128051,光华转债,0.00%,102.705,-0.81,18.23,1,2.36,AA-,5.337,3.22,2.492,128051,83.6225
32,123011,德尔转债,-0.10%,97.0,-0.49,26.3,0,3.98,AA-,4.929,1.44,5.556,123011,83.275
33,123010,博世转债,-0.14%,102.002,0.1,20.04,1,2.14,AA-,4.893,2.34,4.297,123010,82.968
34,123023,迪森转债,0.09%,98.797,0.35,24.4,0,2.85,AA,5.6,1.31,6.0,未到转股期,82.903
