,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,113539,圣达转债,-0.17%,109.26,-0.58,-7.79,0,1.88,A+,5.89,4.74,2.99,未到转股期,96.5825
4,128060,中装转债,0.45%,112.9,1.38,-4.74,0,0.06,AA,5.622,2.0,5.25,未到转股期,90.655
5,123026,中环转债,-0.27%,108.405,-1.72,1.48,0,0.52,AA-,4.83,2.6,2.9,未到转股期,90.485
47,113520,百合转债,-0.40%,120.01,0.0,1.77,0,-0.71,AA-,5.244,2.79,4.055,191520,78.6625
3,123024,岱勒转债,0.82%,107.079,2.76,2.47,0,1.27,A+,4.608,3.74,2.1,未到转股期,91.0685
2,113027,华钰转债,0.22%,101.96,1.88,6.46,0,2.15,AA,5.838,2.55,6.4,未到转股期,93.19500000000001
14,123027,蓝晓转债,-0.37%,108.303,-1.03,7.58,0,1.82,A+,5.83,6.33,3.4,未到转股期,86.012
1,113541,荣晟转债,0.05%,100.05,2.5,8.89,0,2.5,AA-,5.945,2.34,3.3,未到转股期,93.2825
18,123020,富祥转债,0.14%,108.1,1.51,8.9,0,2.12,AA-,5.553,3.27,4.2,未到转股期,85.22500000000001
33,128021,兄弟转债,0.10%,108.0,0.99,11.61,1,0.5,AA,4.296,2.05,5.048,128021,83.2925
19,128025,特一转债,-0.18%,106.187,-0.34,11.99,1,0.9,AA-,4.318,2.74,3.394,128025,84.82050000000001
7,113536,三星转债,-0.31%,102.19,-0.72,13.07,0,2.13,AA,5.8,2.86,1.92,未到转股期,88.00750000000001
16,128053,尚荣转债,-0.08%,104.369,-1.1,13.16,0,1.86,AA,5.512,1.35,7.5,未到转股期,85.761
11,123028,清水转债,-0.10%,102.82,-0.19,13.98,0,3.1,AA-,5.852,1.61,4.9,未到转股期,86.69500000000001
27,128038,利欧转债,-0.11%,104.96,-1.86,14.26,1,1.8,AA,4.611,1.34,1.809,128038,84.345
6,113514,威帝转债,0.19%,99.48,0.96,14.6,0,2.88,A+,3.937,2.89,1.998,191514,89.57
13,113540,南威转债,0.78%,102.09,2.63,15.04,0,2.53,AA-,5.923,2.71,6.6,未到转股期,86.63
15,128039,三力转债,-0.42%,102.313,-1.9,15.6,1,1.6,AA-,4.822,1.81,2.809,128039,85.987
TOTAL,,,,106.02644444444444,,8.240555555555554,,,,,,,,
