,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,113539,圣达转债,0.12%,111.3,0.29,-7.15,0,1.55,A+,5.871,4.8,2.99,未到转股期,94.0625
1,113027,华钰转债,1.02%,103.02,2.73,6.91,0,1.98,AA,5.819,2.57,6.4,未到转股期,91.7975
2,113541,荣晟转债,0.16%,100.76,-0.06,11.15,0,2.38,AA-,5.926,2.31,3.3,未到转股期,90.8775
3,128070,智能转债,0.29%,100.253,2.04,12.64,0,2.89,A+,5.871,4.34,2.3,未到转股期,90.267
4,113514,威帝转债,0.22%,100.91,-0.46,11.99,0,2.52,A+,3.918,3.0,1.998,191514,90.0975
5,113527,维格转债,0.45%,95.82,1.33,20.29,0,4.44,AA,5.433,0.82,7.46,113527,88.9625
6,123026,中环转债,0.31%,110.44,0.75,1.53,0,0.13,AA-,4.811,2.64,2.9,未到转股期,88.41250000000001
7,113536,三星转债,0.25%,103.75,-0.11,10.88,0,1.86,AA,5.781,2.96,1.92,未到转股期,88.09
8,128049,华源转债,0.12%,100.7,-1.05,15.26,0,2.73,AA-,5.277,1.37,3.999,128049,87.85499999999999
9,123028,清水转债,0.59%,103.807,0.0,11.56,0,2.94,AA-,5.833,1.66,4.9,未到转股期,87.523
10,128069,华森转债,0.10%,101.999,1.06,14.19,0,2.95,AA-,5.849,6.55,3.0,未到转股期,87.3585
11,128057,博彦转债,0.19%,104.092,0.99,12.52,0,2.27,AA-,5.545,1.68,5.758,未到转股期,86.518
12,113537,文灿转债,0.08%,99.63,0.6,18.76,0,3.64,AA-,5.808,1.77,8.0,未到转股期,86.30000000000001
13,123019,中来转债,0.40%,105.72,0.71,10.81,0,3.14,AA-,5.523,1.69,10.0,未到转股期,86.1725
14,128064,司尔转债,-0.05%,100.426,-0.19,17.87,0,2.53,AA,5.638,1.06,8.0,未到转股期,86.1715
15,113540,南威转债,0.92%,106.49,3.26,9.96,0,1.79,AA-,5.904,2.96,6.6,未到转股期,86.04
16,123027,蓝晓转债,-0.31%,110.16,-1.31,5.73,0,1.52,A+,5.811,6.55,3.4,未到转股期,85.5425
17,128053,尚荣转债,1.50%,108.75,3.13,7.65,0,1.09,AA,5.493,1.48,7.5,128053,85.5125
18,113521,科森转债,0.41%,104.17,1.02,14.14,0,2.07,AA,5.247,1.75,6.098,191521,85.225
19,123012,万顺转债,0.17%,105.682,-0.59,12.17,0,1.0,AA-,4.921,1.06,1.702,123012,85.1905
20,128025,特一转债,-0.08%,107.581,-0.13,9.78,1,0.59,AA-,4.299,2.84,3.394,128025,85.084
21,128066,亚泰转债,0.16%,100.38,0.28,19.45,0,2.96,AA-,5.663,1.84,4.8,未到转股期,85.0325
22,128039,三力转债,0.16%,104.2,-0.75,14.62,1,1.21,AA-,4.803,1.86,2.809,128039,84.835
23,128056,今飞转债,-0.18%,99.02,0.0,22.06,0,3.88,A+,5.532,1.95,3.68,未到转股期,84.435
24,123011,德尔转债,0.17%,97.15,0.26,25.04,0,3.95,AA-,4.915,1.46,5.556,123011,84.07
25,127003,海印转债,-0.27%,102.999,-0.38,17.43,2,3.52,AA,2.803,1.71,9.415,127003,83.9285
26,113535,大业转债,-0.03%,100.48,0.19,21.35,0,2.65,AA,4.721,1.8,5.0,未到转股期,83.5075
27,123023,迪森转债,-0.01%,99.788,-0.17,22.44,0,2.67,AA,5.586,1.35,6.0,未到转股期,83.382
28,128044,岭南转债,0.00%,99.387,-0.21,23.09,1,2.43,AA,4.989,1.62,6.593,128044,83.2955
29,123010,博世转债,0.03%,103.632,-0.37,17.6,1,1.81,AA-,4.879,2.42,4.297,123010,83.16799999999999
30,128063,未来转债,-0.03%,106.573,-1.34,13.79,0,3.5,AA-,5.625,3.23,6.3,未到转股期,83.0845
31,113025,明泰转债,0.36%,105.2,-0.68,15.75,0,1.7,AA,5.641,1.01,18.39,未到转股期,82.9875
32,128060,中装转债,-1.20%,121.53,-0.87,-5.43,0,-1.27,AA,5.603,2.17,5.25,未到转股期,82.5425
33,123020,富祥转债,-0.21%,114.031,0.56,4.83,0,1.12,AA-,5.534,3.58,4.2,未到转股期,82.34649999999999
34,128051,光华转债,0.30%,104.01,-0.8,18.34,1,2.12,AA-,5.323,3.26,2.492,128051,82.235
35,128034,江银转债,0.00%,107.78,-0.89,13.35,2,0.38,AA+,4.438,0.87,17.583,128034,82.2075
36,128038,利欧转债,1.52%,110.15,2.4,10.79,1,0.73,AA,4.592,1.45,1.809,128038,81.7575
37,123024,岱勒转债,8.45%,119.299,10.0,-1.08,0,-1.11,A+,4.589,4.31,2.1,未到转股期,81.511
38,113507,天马转债,0.01%,116.75,0.12,2.72,1,-0.73,AA-,4.663,2.4,0.513,191507,81.21
39,113524,奇精转债,0.07%,100.86,1.02,23.93,0,3.1,AA,5.323,2.17,3.3,191524,81.1925
40,123004,铁汉转债,-0.12%,100.383,-2.14,24.85,1,2.24,AA,4.332,1.18,8.332,123004,80.9795
41,110047,山鹰转债,0.54%,107.5,0.0,15.82,0,1.91,AA+,5.26,1.04,22.995,190047,80.635
42,113016,小康转债,1.02%,97.9,-1.44,28.83,1,3.05,AA,4.216,2.48,8.814,191016,80.47749999999999
43,123015,蓝盾转债,0.27%,109.614,0.54,13.54,1,0.6,AA,4.986,1.47,1.009,123015,80.231
44,113532,海环转债,0.23%,106.05,0.29,18.43,0,1.21,AA,5.619,2.01,4.6,未到转股期,80.1275
45,128068,和而转债,-7.78%,123.21,2.9,-4.28,0,-1.46,AA-,5.795,5.56,5.47,未到转股期,80.0
46,123014,凯发转债,0.46%,106.088,-0.82,18.62,0,0.72,A+,3.937,2.03,1.321,123014,79.947
