,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
1,113027,华钰转债,0.27%,103.24,0.82,7.36,0,1.94,AA,5.797,2.56,6.4,未到转股期,91.24000000000001
2,113541,荣晟转债,0.10%,101.95,1.59,10.51,0,2.18,AA-,5.904,2.35,3.3,未到转股期,90.16749999999999
3,128070,智能转债,0.16%,100.76,0.47,12.68,0,2.81,A+,5.849,4.35,2.3,未到转股期,89.72999999999999
5,113537,文灿转债,0.26%,100.73,1.85,13.87,0,3.45,AA-,5.786,1.75,8.0,未到转股期,88.86749999999999
7,128056,今飞转债,0.47%,101.974,1.67,13.53,0,3.33,A+,5.51,2.16,3.68,未到转股期,87.8785
8,113514,威帝转债,-0.18%,102.81,-0.45,12.56,0,2.04,A+,3.896,3.04,1.998,191514,87.77
15,127003,海印转债,0.49%,104.0,2.61,13.83,2,3.18,AA,2.781,1.78,9.415,127003,85.6275
18,123011,德尔转债,0.38%,97.1,1.61,24.1,0,3.98,AA-,4.893,1.41,5.556,123011,84.825
20,123023,迪森转债,0.00%,99.89,0.51,21.11,0,2.67,AA,5.564,1.36,6.0,未到转股期,84.2775
24,128069,华森转债,-0.46%,105.0,-3.05,14.98,0,2.44,AA-,5.827,6.7,3.0,未到转股期,83.765
29,123004,铁汉转债,-0.04%,100.575,0.0,22.04,1,2.21,AA,4.31,1.19,8.332,123004,82.895
33,128044,岭南转债,-0.19%,102.199,-1.77,21.0,1,1.86,AA,4.967,1.69,6.593,128044,82.051
44,128050,钧达转债,0.23%,99.309,1.39,28.04,0,4.41,AA-,5.29,2.29,3.2,128050,79.661
50,113528,长城转债,-0.03%,99.93,-0.21,28.48,0,3.15,AA-,5.512,1.81,6.34,未到转股期,78.71
59,128066,亚泰转债,0.12%,104.522,-0.48,25.67,0,2.22,AA-,5.641,1.83,4.8,未到转股期,76.2255
81,128015,久其转债,0.00%,93.05,-0.33,45.32,1,5.07,A+,3.781,4.04,7.798,128015,72.96000000000001
101,128018,时达转债,0.04%,95.84,0.2,45.72,1,3.6,AA,4.195,1.15,8.823,128018,69.87
125,128062,亚药转债,-0.41%,96.0,-3.37,51.31,0,4.16,AA,5.6,2.15,9.65,未到转股期,65.5175
TOTAL,,,,100.49327777777778,0.17000000000000004,22.895000000000003,,3.038888888888889,,,,,,
