,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
37,123051,今天转债,1.03%,127.8,2.48,-6.28,0,-0.71,A+,5.696,4.02,2.8,未到转股期,78.48
47,113585,寿仙转债,0.02%,128.65,0.05,-6.0,0,-1.56,AA-,5.71,4.54,3.6,未到转股期,77.35
0,127019,国城转债,1.07%,114.11,3.36,-2.38,0,0.15,AA,5.808,12.79,8.5,未到转股期,88.27
28,123048,应急转债,0.00%,122.7,-1.42,-1.88,0,-1.49,AA+,5.545,4.37,8.19,未到转股期,79.17999999999999
12,113599,嘉友转债,-0.33%,119.38,-0.57,-0.64,0,0.94,AA-,5.866,3.51,7.2,未到转股期,81.26
8,110058,永鼎转债,0.43%,118.77,0.67,-0.4,1,-0.74,AA,4.562,2.98,6.712,190058,81.63000000000001
34,113541,荣晟转债,-1.34%,121.18,-1.9,0.1,1,-1.1,AA-,4.83,2.31,3.189,191541,78.72
11,128056,今飞转债,1.47%,118.5,2.56,0.13,0,0.48,A+,4.436,2.83,3.675,128056,81.37
45,113565,宏辉转债,-0.14%,122.25,0.33,0.37,0,-0.63,AA-,5.427,4.19,3.091,191565,77.38
25,128051,光华转债,1.19%,119.97,3.97,0.53,1,-0.92,AA-,4.227,4.5,2.489,128051,79.5
21,123045,雷迪转债,-1.97%,119.3,-2.73,0.69,0,0.02,A+,5.466,2.5,2.806,123045,80.01
19,113525,台华转债,-0.30%,118.91,1.18,0.94,0,-0.82,AA,4.233,2.77,4.72,191525,80.15
53,123047,久吾转债,1.92%,122.71,3.23,0.98,0,1.1,A+,5.488,3.25,2.54,未到转股期,76.31
20,123063,大禹转债,-0.03%,118.57,2.12,1.34,0,1.14,AA-,5.844,3.24,6.38,未到转股期,80.09
24,113034,滨化转债,0.41%,118.89,-0.18,1.53,0,-0.59,AA,5.545,1.3,24.0,未到转股期,79.58
77,113537,文灿转债,-0.66%,125.19,-1.44,1.78,0,-0.65,AA-,4.712,2.36,5.093,191537,73.03
7,127003,海印转债,0.24%,115.625,0.0,2.02,2,-1.97,AA,1.707,2.04,6.74,127003,82.355
75,123061,航新转债,-0.99%,124.65,-2.63,2.06,0,0.02,AA-,5.827,4.05,2.5,未到转股期,73.28999999999999
2,128082,华锋转债,1.22%,113.67,5.85,2.23,1,1.41,A+,5.197,1.73,3.52,128082,84.1
51,113578,全筑转债,0.25%,120.31,0.64,3.2,0,-0.31,AA,5.575,1.5,3.84,未到转股期,76.49
23,123057,美联转债,0.26%,116.41,1.18,3.84,0,0.27,AA-,5.77,6.94,2.07,未到转股期,79.75
1,123004,铁汉转债,-1.77%,111.3,-1.62,4.23,1,-0.43,AA,3.236,1.62,8.032,123004,84.47
36,128057,博彦转债,0.00%,117.26,1.24,4.23,0,-0.03,AA-,4.449,1.82,5.285,128057,78.50999999999999
16,128049,华源转债,-0.30%,114.851,-0.49,4.69,0,0.07,AA-,4.181,1.68,3.632,128049,80.459
6,113595,花王转债,-0.15%,111.82,-0.54,5.73,0,1.58,AA-,5.825,2.22,3.3,未到转股期,82.45
TOTAL,,,,119.31104,,0.9216000000000001,,,,,,,,
