,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
5,110058,永鼎转债,1.10%,115.41,0.0,2.22,1,-0.1,AA,4.542,2.82,6.608,190058,82.37
6,123028,清水转债,-0.44%,112.9,-2.45,4.84,0,1.66,AA-,4.718,1.71,4.897,123028,82.25999999999999
11,128085,鸿达转债,0.63%,108.38,-0.52,10.06,0,2.81,AA,5.214,1.31,24.257,128085,81.56
35,128050,钧达转债,0.25%,109.44,0.0,11.86,1,2.99,AA-,4.197,1.93,3.199,128050,78.7
36,123004,铁汉转债,-0.09%,108.38,-1.55,13.21,1,0.41,AA,3.216,1.45,8.032,123004,78.41
37,113039,嘉泽转债,-0.21%,102.82,1.31,18.8,0,1.66,AA,5.901,1.91,13.0,未到转股期,78.38000000000001
50,113568,新春转债,0.51%,106.24,0.38,18.03,0,3.08,AA-,5.43,1.32,3.3,191568,75.73
53,113033,利群转债,0.91%,111.0,-0.29,13.93,0,0.71,AA,5.501,1.31,18.0,未到转股期,75.07
59,128076,金轮转债,-0.02%,104.998,0.23,20.33,0,1.92,AA-,5.041,1.19,2.139,128076,74.672
64,128069,华森转债,0.00%,107.11,0.0,19.34,0,2.48,AA-,4.734,5.81,2.998,128069,73.55
67,128120,联诚转债,0.31%,103.713,0.1,23.29,0,2.37,A,5.795,2.37,2.6,未到转股期,72.99700000000001
68,110064,建工转债,0.31%,104.82,0.0,22.2,0,2.72,AA+,5.222,0.84,16.598,190064,72.98
73,110070,凌钢转债,0.30%,101.69,0.0,25.96,0,2.75,AA,5.537,0.78,4.4,未到转股期,72.35
75,113527,维格转债,-0.16%,90.14,-0.46,37.87,1,7.06,AA,4.318,0.62,7.457,191527,71.99000000000001
97,113591,胜达转债,0.20%,102.93,0.51,27.74,0,3.09,AA-,5.751,3.17,5.5,未到转股期,69.33
103,128087,孚日转债,0.28%,100.591,0.0,30.4,0,2.36,AA,5.216,1.16,6.499,128087,69.00900000000001
112,123023,迪森转债,0.48%,102.789,0.72,28.76,0,2.58,AA,4.471,1.4,5.998,123023,68.451
130,113528,长城转债,0.17%,103.17,0.22,31.13,0,3.08,AA-,4.419,1.69,6.339,191528,65.7
134,113505,杭电转债,0.23%,102.54,0.91,32.16,0,2.74,AA,3.43,1.45,7.499,191505,65.3
149,128081,海亮转债,0.48%,104.88,-1.14,31.4,0,1.88,AA,5.145,1.57,31.5,128081,63.720000000000006
150,113017,吉视转债,0.13%,100.46,-0.91,35.94,0,2.84,AA+,3.241,0.97,15.591,191017,63.60000000000001
180,113024,核建转债,0.46%,103.42,0.14,38.65,0,1.34,AAA,4.521,1.21,29.957,191024,57.93
182,128018,时达转债,0.33%,103.106,0.55,39.11,1,2.25,AA,3.101,1.27,8.822,128018,57.784000000000006
234,128015,久其转债,0.20%,101.13,0.16,56.14,1,3.51,A+,2.688,4.95,7.796,128015,42.730000000000004
264,128062,亚药转债,0.28%,78.655,0.39,150.1,0,10.0,A-,4.507,4.75,9.642,128062,-28.754999999999995
TOTAL,,,,103.62848,-0.06799999999999999,29.7388,,2.7276,,,,,,
