,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
3,128087,孚日转债,-0.13%,102.775,-0.69,14.81,0,1.85,AA,5.422,1.34,6.499,128087,86.11749999999999
5,127003,海印转债,-0.96%,114.39,-1.44,0.05,2,-1.21,AA,1.893,2.08,9.186,127003,85.5725
6,113541,荣晟转债,0.40%,112.1,0.97,3.99,1,0.61,AA-,5.016,2.04,3.299,191541,84.9075
7,128049,华源转债,0.19%,107.0,0.42,11.35,0,1.74,AA-,4.367,1.44,3.999,128049,84.4875
8,128050,钧达转债,1.64%,109.25,3.89,8.37,1,2.89,AA-,4.403,2.01,3.199,128050,84.4725
14,128066,亚泰转债,0.36%,112.292,2.58,5.22,1,0.98,AA-,4.753,1.7,4.798,128066,83.79299999999999
16,110058,永鼎转债,0.00%,107.29,0.21,12.42,1,1.48,AA,4.748,2.28,9.794,190058,83.395
17,113576,起步转债,0.23%,101.66,-0.56,19.97,0,3.28,AA-,5.732,2.48,5.2,未到转股期,83.36250000000001
31,128076,金轮转债,0.28%,103.0,-1.34,21.43,0,2.22,AA-,5.247,1.16,2.139,128076,80.92750000000001
40,128069,华森转债,-0.78%,110.2,-0.46,13.73,0,1.77,AA-,4.94,6.38,2.998,128069,79.5025
45,128081,海亮转债,-0.94%,106.982,-1.01,18.92,0,1.42,AA,5.351,1.81,31.5,128081,78.828
54,113528,长城转债,0.50%,104.31,-0.25,24.18,0,2.69,AA-,4.625,1.82,6.339,191528,77.555
104,128015,久其转债,0.02%,101.77,0.28,34.37,1,3.02,A+,2.893,5.56,7.796,128015,72.45250000000001
121,123004,铁汉转债,-0.28%,98.229,-0.72,41.14,1,3.38,AA,3.422,1.06,8.332,123004,70.916
129,123023,迪森转债,0.38%,97.986,1.04,42.53,0,3.54,AA,4.677,1.16,6.0,123023,70.1165
145,128018,时达转债,0.06%,99.974,0.39,42.66,1,3.09,AA,3.307,1.22,8.822,128018,68.031
184,113535,大业转债,0.00%,99.03,-0.86,52.35,0,3.59,AA,3.811,1.38,5.0,191535,61.707499999999996
250,128062,亚药转债,0.26%,78.222,-0.2,160.47,0,9.67,A-,4.712,4.3,9.643,128062,1.4255000000000138
TOTAL,,,,103.69222222222223,0.125,29.331111111111113,,2.5561111111111114,,,,,,
