,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
29,123023,迪森转债,0.14%,100.734,0.67,19.91,0,2.54,AA,5.504,1.44,6.0,未到转股期,79.35600000000001
60,113528,长城转债,0.16%,100.93,0.88,24.5,0,3.0,AA-,5.452,1.89,6.34,191528,74.57
28,113535,大业转债,0.26%,102.21,1.31,18.43,0,2.32,AA,4.638,1.88,5.0,未到转股期,79.36000000000001
87,127013,创维转债,0.63%,102.521,1.86,27.54,0,2.65,AA,5.575,2.88,10.4,未到转股期,69.939
63,128033,迪龙转债,0.24%,102.597,1.36,23.31,1,1.74,AA,4.274,2.19,5.199,128033,74.093
24,113537,文灿转债,0.23%,102.73,0.86,16.07,0,3.12,AA-,5.726,1.75,8.0,未到转股期,81.19999999999999
33,113505,杭电转债,0.12%,102.86,1.12,18.21,0,2.13,AA,4.463,1.69,7.5,191505,78.93
1,123011,德尔转债,-0.50%,103.141,0.0,7.81,0,2.72,AA-,4.833,1.73,5.556,123011,89.04899999999999
85,128044,岭南转债,0.33%,103.84,0.0,25.97,1,1.54,AA,4.907,1.61,6.593,128044,70.19
3,113027,华钰转债,0.30%,105.12,1.21,6.69,0,1.64,AA,5.737,2.49,6.4,未到转股期,88.19
41,128071,合兴转债,-0.13%,106.0,0.0,15.78,0,1.43,AA,5.91,1.67,5.96,未到转股期,78.22
56,127003,海印转债,-0.07%,106.812,-0.36,17.77,2,2.23,AA,2.721,1.69,9.415,127003,75.418
57,113542,好客转债,-0.38%,107.11,-0.46,17.89,0,1.29,AA,5.868,2.02,6.3,未到转股期,75.0
20,113521,科森转债,3.13%,107.71,10.01,9.34,0,1.43,AA,5.164,2.04,6.098,191521,82.95
19,128053,尚荣转债,0.32%,108.85,1.23,8.19,0,1.09,AA,5.411,1.49,7.498,128053,82.96000000000001
43,128063,未来转债,1.31%,109.48,3.06,12.86,0,3.04,AA-,5.542,3.12,6.3,未到转股期,77.66
21,128057,博彦转债,0.69%,112.15,1.29,5.0,0,0.89,AA-,5.463,1.91,5.756,128057,82.85
76,113504,艾华转债,1.25%,112.2,1.97,16.04,1,-0.29,AA,4.452,3.89,6.909,191504,71.75999999999999
TOTAL,,,,105.38861111111112,,16.183888888888887,,,,,,,,
