,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,113027,华钰转债,0.90%,106.88,1.39,6.46,0,1.33,AA,5.764,2.54,6.4,未到转股期,88.275
1,113541,荣晟转债,0.86%,105.97,0.82,8.11,0,1.51,AA-,5.871,2.55,3.3,未到转股期,87.9475
2,113514,威帝转债,1.05%,105.35,2.41,9.18,0,1.4,A+,3.863,3.22,1.998,191514,87.765
3,128049,华源转债,1.10%,104.1,2.35,12.48,0,2.09,AA-,5.222,1.45,3.999,128049,86.54
4,113536,三星转债,1.04%,106.73,1.53,9.22,0,1.37,AA,5.726,2.9,1.92,未到转股期,86.35499999999999
5,123028,清水转债,0.88%,106.415,1.32,10.1,0,2.52,AA-,5.778,1.6,4.9,未到转股期,86.00999999999999
6,113537,文灿转债,1.03%,102.54,1.56,15.98,0,3.14,AA-,5.753,1.75,8.0,未到转股期,85.475
7,128056,今飞转债,0.65%,102.451,1.01,16.16,0,3.26,A+,5.477,2.12,3.68,128056,85.429
8,123026,中环转债,0.61%,114.38,0.22,1.22,0,-0.62,AA-,4.756,2.75,2.9,未到转股期,84.705
9,128053,尚荣转债,0.47%,110.721,1.59,6.16,0,0.76,AA,5.438,1.54,7.498,128053,84.65899999999999
10,113521,科森转债,1.50%,104.97,2.69,13.87,0,1.94,AA,5.192,1.91,6.098,191521,84.6275
11,123024,岱勒转债,0.78%,117.0,1.67,-2.07,0,-0.7,A+,4.534,4.33,2.1,未到转股期,84.5525
12,128039,三力转债,0.15%,108.51,0.17,9.83,1,0.35,AA-,4.748,1.86,2.809,128039,84.11749999999999
13,113539,圣达转债,0.56%,123.71,-0.95,-10.36,0,-0.3,A+,5.816,5.48,2.99,未到转股期,84.06
14,128070,智能转债,1.82%,104.787,1.52,15.02,0,2.12,A+,5.816,4.43,2.3,未到转股期,83.948
15,123023,迪森转债,0.95%,101.761,1.99,19.16,0,2.33,AA,5.532,1.46,6.0,未到转股期,83.869
16,128025,特一转债,0.45%,110.64,1.15,8.33,1,-0.07,AA-,4.244,2.96,3.394,128025,83.1125
17,128069,华森转债,0.20%,106.624,0.71,13.8,0,2.18,AA-,5.795,6.88,3.0,未到转股期,83.02600000000001
18,128064,司尔转债,0.62%,102.25,1.55,20.01,0,2.22,AA,5.584,1.02,8.0,未到转股期,82.7425
19,113527,维格转债,0.97%,96.73,1.4,27.68,0,4.3,AA,5.378,0.79,7.459,113527,82.50999999999999
20,113535,大业转债,0.94%,102.86,2.08,19.51,0,2.16,AA,4.666,1.87,5.0,未到转股期,82.5075
21,123012,万顺转债,1.99%,109.888,2.69,10.3,0,0.19,AA-,4.866,1.09,1.702,123012,82.387
22,128051,光华转债,0.75%,108.108,2.43,12.72,1,1.38,AA-,5.268,3.63,2.492,128051,82.35199999999999
23,127003,海印转债,0.59%,106.2,0.73,15.82,2,2.42,AA,2.748,1.71,9.415,127003,81.935
24,113524,奇精转债,0.34%,102.48,0.57,20.82,0,2.82,AA,5.268,2.3,3.3,191524,81.905
25,113505,杭电转债,1.61%,104.81,5.24,18.01,0,1.68,AA,4.49,1.73,7.5,191505,81.6825
26,123004,铁汉转债,0.97%,103.29,0.59,20.2,1,1.58,AA,4.277,1.24,8.332,123004,81.56
27,128034,江银转债,0.76%,109.282,0.67,12.65,2,0.07,AA+,4.384,0.89,17.583,128034,81.2305
28,123013,横河转债,1.24%,105.9,2.59,17.21,0,1.93,A+,4.882,3.79,0.383,123013,81.1925
29,123011,德尔转债,0.83%,99.6,1.55,25.67,0,3.46,AA-,4.86,1.43,5.556,123011,81.14750000000001
30,113528,长城转债,0.69%,101.71,3.01,23.19,0,2.83,AA-,5.479,1.93,6.34,113528,80.89750000000001
31,123014,凯发转债,0.38%,109.67,0.64,12.86,0,-0.14,A+,3.882,2.12,1.321,123014,80.685
32,113532,海环转债,0.63%,108.67,0.14,14.27,0,0.77,AA,5.564,2.05,4.6,未到转股期,80.6275
33,128044,岭南转债,0.57%,102.964,1.63,21.91,1,1.71,AA,4.934,1.65,6.593,128044,80.6035
34,128063,未来转债,0.50%,108.763,-0.12,14.3,0,3.15,AA-,5.57,3.06,6.3,未到转股期,80.512
35,128015,久其转债,1.59%,97.879,5.59,29.23,1,3.68,A+,3.748,4.98,7.798,128015,80.1985
36,113016,小康转债,0.62%,100.05,-0.37,26.6,1,2.54,AA,4.162,2.57,8.814,191016,80.0
37,123019,中来转债,3.35%,113.001,9.98,9.94,0,1.89,AA-,5.468,1.82,10.0,123019,79.544
38,128038,利欧转债,0.88%,115.348,1.65,7.24,1,-0.3,AA,4.537,1.53,1.809,128038,79.22200000000001
39,123027,蓝晓转债,0.46%,121.351,0.5,-0.42,0,-0.2,A+,5.756,6.59,3.4,未到转股期,78.964
40,113025,明泰转债,2.00%,111.49,2.01,12.79,0,0.65,AA,5.586,1.09,18.39,未到转股期,78.9175
41,128033,迪龙转债,0.31%,103.746,1.08,23.2,1,1.46,AA,4.301,2.22,5.199,128033,78.85400000000001
42,128050,钧达转债,0.61%,100.208,1.38,28.05,0,4.26,AA-,5.258,2.39,3.2,128050,78.75450000000001
43,123018,溢利转债,0.25%,119.985,0.0,1.71,0,-0.77,AA-,5.285,1.96,4.773,123018,78.7325
44,123010,博世转债,0.48%,105.411,1.61,21.62,1,1.46,AA-,4.825,2.32,4.297,123010,78.374
45,113542,好客转债,-0.47%,108.33,0.86,17.83,0,1.08,AA,5.896,2.05,6.3,未到转股期,78.2975
46,128057,博彦转债,2.38%,117.28,2.85,5.97,0,0.05,AA-,5.49,1.98,5.758,未到转股期,78.24249999999999
47,123021,万信转2,1.61%,111.25,4.34,14.53,0,1.15,AA,5.485,3.73,12.0,123021,77.8525
48,113507,天马转债,0.79%,120.41,1.65,2.49,1,-1.42,AA-,4.608,2.48,0.513,191507,77.7225
49,128048,张行转债,0.86%,110.96,0.35,15.25,0,0.59,AA+,5.181,1.02,24.998,128048,77.6025
50,110047,山鹰转债,0.46%,110.19,0.64,16.47,0,1.44,AA+,5.205,1.05,22.995,190047,77.45750000000001
51,128040,华通转债,0.68%,107.45,1.5,20.13,0,1.06,AA-,4.764,3.24,2.224,128040,77.4525
52,127013,创维转债,0.94%,102.0,3.36,27.72,0,2.73,AA,5.603,2.86,10.4,未到转股期,77.21000000000001
53,113540,南威转债,0.56%,120.86,2.23,2.88,0,-0.42,AA-,5.849,3.64,6.6,未到转股期,76.98
54,113516,苏农转债,0.61%,111.17,0.55,15.87,0,0.73,AA+,4.899,0.89,12.887,191516,76.9275
55,128060,中装转债,0.69%,129.79,3.77,-8.51,0,-2.46,AA,5.548,2.25,5.25,未到转股期,76.5925
56,128019,久立转2,1.78%,114.4,1.9,12.55,0,-0.89,AA,4.167,2.16,10.398,128019,76.1875
57,123020,富祥转债,0.39%,121.199,1.22,3.64,0,-0.01,AA-,5.479,3.85,4.2,123020,76.071
58,128065,雅化转债,1.61%,98.77,2.48,33.68,0,2.2,AA,5.605,2.23,8.0,未到转股期,75.97
59,128026,众兴转债,0.25%,94.39,0.91,39.83,0,3.94,AA-,4.263,1.09,9.197,128026,75.7375
60,113525,台华转债,0.74%,106.75,1.45,23.5,0,1.5,AA,5.274,2.06,5.33,191525,75.625
61,123003,蓝思转债,1.81%,115.55,3.85,11.8,2,-1.11,AA+,4.249,2.53,47.982,123003,75.6
62,123015,蓝盾转债,1.69%,119.492,4.36,7.1,1,-1.17,AA,4.932,1.64,1.009,123015,75.18299999999999
63,128054,中宠转债,0.02%,109.0,0.45,21.24,0,1.11,A+,5.441,4.27,1.942,128054,75.07
64,113519,长久转债,1.10%,110.11,1.21,19.82,0,1.82,AA,5.167,2.35,6.969,191519,75.025
65,113504,艾华转债,1.09%,112.09,4.88,17.75,1,-0.26,AA,4.479,3.83,6.909,191504,74.5975
66,113523,伟明转债,0.54%,125.15,0.0,0.38,0,-1.58,AA,5.258,5.87,4.574,191523,74.565
67,127010,平银转债,-0.83%,125.95,-0.81,-0.29,0,-1.24,AAA,5.373,0.98,191.22,127010,74.2675
68,110058,永鼎转债,1.67%,99.01,3.81,35.79,0,2.81,AA,5.603,2.07,9.8,未到转股期,74.1475
69,123007,道氏转债,1.27%,107.805,6.35,24.14,1,0.91,AA-,4.304,2.56,3.042,123007,74.08999999999999
70,128066,亚泰转债,0.98%,107.237,1.99,25.03,0,1.76,AA-,5.608,1.73,4.8,未到转股期,73.9905
71,110043,无锡转债,0.89%,106.42,0.73,26.16,1,0.73,AA+,4.395,0.93,29.991,190043,73.96
72,127007,湖广转债,1.46%,118.48,3.43,10.23,1,-0.98,AA+,4.805,0.85,13.212,127007,73.8475
73,113011,光大转债,0.31%,114.9,-0.25,15.19,0,-1.44,AAA,3.521,0.62,300.0,191011,73.7075
74,128055,长青转2,1.06%,122.1,1.3,5.7,0,-1.03,AA,5.474,1.34,9.136,128055,73.625
75,128021,兄弟转债,0.61%,114.448,2.17,15.99,1,-0.89,AA,4.222,2.06,5.048,128021,73.55950000000001
76,128058,拓邦转债,1.25%,123.731,2.66,4.33,0,-0.11,AA,5.496,2.84,5.73,未到转股期,73.0215
77,110057,现代转债,0.27%,110.91,0.66,21.49,0,0.01,AAA,5.562,1.31,16.16,未到转股期,72.9725
78,110051,中天转债,0.99%,110.42,2.79,22.17,0,0.65,AA+,5.477,1.4,39.651,110051,72.9525
79,110053,苏银转债,0.47%,111.06,0.44,21.51,0,1.34,AAA,5.512,0.63,200.0,未到转股期,72.8075
80,110033,国贸转债,0.35%,112.92,1.15,19.06,0,-0.71,AAA,2.326,0.6,14.624,190033,72.785
81,113510,再升转债,0.27%,110.01,2.81,23.05,0,0.56,AA-,4.778,4.01,1.138,191510,72.70249999999999
82,123009,星源转债,0.75%,121.484,0.44,7.88,0,-2.16,AA,4.496,4.16,4.798,123009,72.60600000000001
83,113026,核能转债,0.44%,110.2,0.36,23.55,0,-0.03,AAA,5.6,1.78,78.0,未到转股期,72.13749999999999
84,113017,吉视转债,2.09%,104.94,2.16,31.18,0,1.19,AA+,4.301,1.05,15.592,191017,71.67500000000001
85,113520,百合转债,0.33%,123.0,0.18,7.23,0,-1.2,AA-,5.17,2.65,4.053,191520,71.5775
86,113515,高能转债,-1.41%,120.58,1.5,10.51,0,-1.36,AA,4.882,2.31,7.092,191515,71.5375
87,110049,海尔转债,-0.35%,122.0,-0.69,8.89,0,-1.98,AAA,5.277,2.4,30.066,190049,71.3325
