,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
1,113027,华钰转债,-0.46%,107.51,0.58,5.84,0,1.23,AA,5.756,2.57,6.4,未到转股期,88.11
3,113541,荣晟转债,-0.06%,106.8,0.32,7.84,0,1.37,AA-,5.863,2.58,3.3,未到转股期,87.32000000000001
5,113514,威帝转债,-0.24%,105.33,-0.64,10.1,0,1.41,A+,3.855,3.19,1.998,191514,87.095
8,123011,德尔转债,1.21%,103.39,4.68,13.73,0,2.65,AA-,4.852,1.64,5.556,123011,86.3125
9,113537,文灿转债,-0.01%,102.91,0.79,15.29,0,3.08,AA-,5.745,1.76,8.0,未到转股期,85.6225
13,128056,今飞转债,-0.01%,102.994,-0.66,16.19,0,3.16,A+,5.468,2.13,3.68,128056,84.8635
15,128070,智能转债,-0.24%,104.35,-0.11,14.55,0,2.2,A+,5.808,4.43,2.3,未到转股期,84.73750000000001
18,123023,迪森转债,0.00%,101.95,0.65,19.19,0,2.3,AA,5.523,1.46,6.0,未到转股期,83.6575
23,128069,华森转债,-0.17%,107.827,-0.12,13.54,0,1.98,AA-,5.786,6.97,3.0,未到转股期,82.018
24,123004,铁汉转债,-0.07%,103.222,1.18,19.77,1,1.6,AA,4.268,1.25,8.332,123004,81.9505
28,113528,长城转债,0.15%,102.04,2.55,21.93,0,2.77,AA-,5.471,1.95,6.34,113528,81.51249999999999
40,127003,海印转债,0.83%,108.596,0.0,16.33,2,1.58,AA,2.74,1.74,9.415,127003,79.1565
46,128044,岭南转债,0.64%,103.658,1.02,23.97,1,1.58,AA,4.926,1.64,6.593,128044,78.36449999999999
49,128050,钧达转债,0.05%,100.7,0.65,28.83,0,4.16,AA-,5.249,2.39,3.2,128050,77.6775
55,128015,久其转债,0.31%,97.8,-0.43,34.17,1,3.71,A+,3.74,4.79,7.798,128015,76.5725
82,128066,亚泰转债,0.48%,107.799,0.68,25.09,0,1.67,AA-,5.6,1.74,4.8,未到转股期,73.3835
94,128018,时达转债,0.25%,98.9,-0.38,39.55,1,2.84,AA,4.153,1.22,8.823,128018,71.4375
143,128062,亚药转债,0.22%,97.4,-0.1,54.72,0,3.91,AA,5.559,2.01,9.65,未到转股期,61.559999999999995
TOTAL,,,,103.50977777777778,0.5922222222222222,21.14611111111111,,2.4000000000000004,,,,,,
