,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
3,113541,荣晟转债,-1.17%,105.74,-1.17,6.19,0,1.55,AA-,5.849,2.59,3.3,未到转股期,88.07000000000001
4,113027,华钰转债,-1.95%,104.82,-2.93,7.35,0,1.69,AA,5.742,2.47,6.4,未到转股期,87.83000000000001
6,123011,德尔转债,-0.80%,102.78,0.72,10.7,0,2.79,AA-,4.838,1.68,5.556,123011,86.52
8,128066,亚泰转债,-1.76%,106.3,-2.86,7.83,1,1.93,AA-,5.586,1.71,4.8,未到转股期,85.87
13,113514,威帝转债,-1.66%,103.46,-3.67,12.51,0,1.9,A+,3.841,3.06,1.998,191514,84.03
21,123004,铁汉转债,0.01%,102.903,3.54,16.68,1,1.68,AA,4.255,1.28,8.332,123004,80.417
22,128056,今飞转债,-1.19%,101.701,-3.47,18.07,0,3.42,A+,5.455,2.07,3.68,128056,80.22900000000001
24,128070,智能转债,-0.98%,103.134,-3.66,16.84,0,2.42,A+,5.795,4.3,2.3,未到转股期,80.026
26,123023,迪森转债,-1.32%,100.601,-2.26,19.56,0,2.56,AA,5.51,1.44,6.0,未到转股期,79.839
27,113537,文灿转债,-1.06%,102.51,-3.56,17.75,0,3.16,AA-,5.732,1.72,8.0,未到转股期,79.74
40,128069,华森转债,0.00%,106.999,-1.7,15.43,0,2.12,AA-,5.773,6.8,3.0,未到转股期,77.571
58,127003,海印转债,-1.24%,106.87,-3.2,18.26,2,2.2,AA,2.726,1.69,9.415,127003,74.86999999999999
61,113528,长城转债,-1.20%,100.73,-2.92,25.42,0,3.03,AA-,5.458,1.87,6.34,191528,73.85
69,128044,岭南转债,-0.30%,103.5,-0.2,24.28,1,1.61,AA,4.912,1.63,6.593,128044,72.22
92,128015,久其转债,-1.57%,96.33,-4.09,34.3,1,4.15,A+,3.726,4.72,7.798,128015,69.37
94,128050,钧达转债,-0.83%,100.3,-2.8,30.56,0,4.26,AA-,5.236,2.35,3.2,128050,69.14
128,128018,时达转债,-0.56%,98.28,-2.44,40.8,1,3.01,AA,4.14,1.2,8.823,128018,60.92
153,128062,亚药转债,-0.83%,96.642,-1.27,54.87,0,4.07,AA,5.545,1.99,9.65,未到转股期,48.48800000000001
TOTAL,,,,102.42222222222222,-2.107777777777778,20.96666666666667,,2.6416666666666666,,,,,,
