,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
43,128015,久其转债,-0.23%,95.679,-3.67,33.0,1,4.3,A+,3.764,4.73,7.798,128015,79.571
57,128065,雅化转债,0.10%,96.5,0.16,35.95,0,2.62,AA,5.622,2.14,8.0,未到转股期,76.5375
99,110058,永鼎转债,-0.03%,97.09,3.13,43.71,0,3.17,AA,5.619,1.92,9.8,未到转股期,70.1275
32,123011,德尔转债,-0.12%,97.86,0.11,27.27,0,3.83,AA-,4.877,1.39,5.556,123011,81.6875
39,113016,小康转债,0.14%,99.12,-1.41,27.59,1,2.76,AA,4.178,2.53,8.814,191016,80.1875
40,113528,长城转债,0.02%,99.63,0.53,26.94,0,3.22,AA-,5.496,1.83,6.34,未到转股期,80.165
19,113535,大业转债,0.06%,100.6,0.0,21.61,0,2.65,AA,4.682,1.8,5.0,未到转股期,83.19250000000001
10,113537,文灿转债,-0.24%,100.61,-0.18,17.47,0,3.48,AA-,5.77,1.69,8.0,未到转股期,86.2875
79,127013,创维转债,0.69%,100.9,1.17,34.49,0,2.93,AA,5.619,2.69,10.4,未到转股期,73.23249999999999
38,128044,岭南转债,0.10%,101.388,0.21,24.27,1,2.03,AA,4.951,1.6,6.593,128044,80.4095
13,113521,科森转债,0.15%,102.02,1.48,17.4,0,2.5,AA,5.208,1.8,6.098,191521,84.93
44,113505,杭电转债,-0.01%,102.04,0.51,24.79,0,2.29,AA,4.507,1.59,7.5,191505,79.36749999999999
1,113027,华钰转债,-0.04%,103.05,-0.42,9.86,0,1.98,AA,5.781,2.38,6.4,未到转股期,89.555
56,128033,迪龙转债,0.18%,103.4,1.11,26.66,1,1.54,AA,4.318,2.15,5.199,128033,76.60499999999999
20,127003,海印转债,0.02%,104.539,0.0,16.54,2,3.0,AA,2.764,1.68,9.415,127003,83.056
59,113525,台华转债,0.09%,105.0,0.44,25.04,0,1.82,AA,5.29,2.01,5.33,191525,76.22
70,110051,中天转债,0.56%,105.97,-0.23,26.0,0,1.42,AA+,5.493,1.3,39.651,未到转股期,74.53
49,128063,未来转债,-0.13%,106.475,-0.65,21.15,0,3.55,AA-,5.586,2.83,6.3,未到转股期,77.66250000000001
TOTAL,,,,101.21505555555555,,25.54111111111111,,,,,,,,
