,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,113027,华钰转债,1.41%,105.48,1.93,6.85,0,1.57,AA,5.775,2.5,6.4,未到转股期,89.3825
1,113541,荣晟转债,0.74%,104.14,1.71,9.03,0,1.81,AA-,5.882,2.49,3.3,未到转股期,89.0875
2,113514,威帝转债,0.35%,103.71,0.22,9.82,0,1.82,A+,3.874,3.15,1.998,191514,88.92500000000001
4,128070,智能转债,0.79%,102.11,0.82,13.79,0,2.58,A+,5.827,4.37,2.3,未到转股期,87.5475
9,113537,文灿转债,0.39%,100.97,1.23,16.79,0,3.42,AA-,5.764,1.71,8.0,未到转股期,86.4375
11,128056,今飞转债,0.50%,101.49,0.51,17.42,0,3.44,A+,5.488,2.07,3.68,未到转股期,85.44500000000001
12,123023,迪森转债,0.18%,100.222,1.01,19.7,0,2.61,AA,5.542,1.43,6.0,未到转股期,85.00300000000001
21,128069,华森转债,1.33%,106.5,1.93,14.0,0,2.19,AA-,5.805,6.86,3.0,未到转股期,83.0
22,127003,海印转债,0.73%,105.36,0.74,15.74,2,2.71,AA,2.759,1.7,9.415,127003,82.83500000000001
24,123004,铁汉转债,1.29%,102.0,1.2,20.46,1,1.88,AA,4.288,1.23,8.332,123004,82.655
27,128044,岭南转债,0.23%,101.613,1.87,22.52,1,1.99,AA,4.945,1.62,6.593,128044,81.497
28,123011,德尔转债,0.55%,98.4,0.9,27.4,0,3.71,AA-,4.871,1.39,5.556,123011,81.05
39,113528,长城转债,0.83%,100.68,0.37,26.67,0,3.02,AA-,5.49,1.85,6.34,未到转股期,79.3175
44,128015,久其转债,0.00%,96.79,-1.0,32.98,1,3.98,A+,3.759,4.79,7.798,128015,78.475
45,128050,钧达转债,0.17%,99.502,-0.06,29.44,0,4.39,AA-,5.268,2.35,3.2,128050,78.418
65,128066,亚泰转债,0.38%,105.525,-0.62,25.66,0,2.06,AA-,5.619,1.7,4.8,未到转股期,75.22999999999999
85,128018,时达转债,0.11%,97.52,-0.19,40.53,1,3.18,AA,4.173,1.19,8.823,128018,72.08250000000001
135,128062,亚药转债,0.22%,96.05,-0.49,54.69,0,4.16,AA,5.578,1.98,9.65,未到转股期,62.932500000000005
TOTAL,,,,101.55900000000001,0.6711111111111112,22.416111111111107,,2.8066666666666666,,,,,,
