,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
71,128060,中装转债,-0.23%,130.0,0.58,-6.56,0,-2.5,AA,5.529,2.21,5.25,未到转股期,74.92
96,123022,长信转债,-0.23%,128.25,0.75,-0.05,0,-1.95,AA,5.507,3.55,12.3,未到转股期,71.7875
92,128030,天康转债,0.38%,127.22,0.1,0.4,0,-2.83,AA,4.268,2.9,6.012,128030,72.48
69,128055,长青转2,0.27%,122.541,0.8,3.19,0,-1.1,AA,5.455,1.38,9.136,128055,75.0665
63,128058,拓邦转债,0.07%,120.68,1.42,3.98,0,0.36,AA,5.477,2.78,5.73,128058,76.335
60,113540,南威转债,0.38%,120.14,1.56,4.02,0,-0.31,AA-,5.83,3.58,6.6,未到转股期,76.845
47,123019,中来转债,0.61%,118.219,4.94,4.12,0,1.04,AA-,5.449,2.01,10.0,123019,78.691
33,128057,博彦转债,-0.16%,114.998,1.26,4.88,0,0.42,AA-,5.471,1.96,5.757,128057,81.342
28,123021,万信转2,1.45%,113.92,5.52,5.25,0,0.71,AA,5.466,4.16,11.997,123021,82.1425
1,113027,华钰转债,-0.57%,106.9,-0.97,6.27,0,1.33,AA,5.745,2.55,6.4,未到转股期,88.3975
15,128053,尚荣转债,-0.57%,109.62,-1.18,6.57,0,0.96,AA,5.419,1.52,7.498,128053,85.4525
90,110046,圆通转债,0.00%,122.3,0.49,6.86,0,-1.11,AA+,5.181,2.9,35.431,190046,72.555
95,113515,高能转债,-0.82%,120.01,-0.49,10.75,0,-1.27,AA,4.863,2.29,7.092,191515,71.9275
53,123003,蓝思转债,1.28%,113.055,5.5,11.88,2,-0.59,AA+,4.23,2.47,47.982,123003,78.035
5,123011,德尔转债,0.21%,103.61,1.4,12.4,0,2.61,AA-,4.841,1.66,5.556,123011,87.09
61,128019,久立转2,0.15%,113.8,0.12,12.52,0,-0.77,AA,4.148,2.15,10.398,128019,76.81
38,128063,未来转债,0.11%,109.515,1.33,12.9,0,3.03,AA-,5.551,3.12,6.3,未到转股期,80.81
24,128071,合兴转债,7.50%,107.5,-1.18,12.91,0,1.18,AA,5.918,1.74,5.96,未到转股期,82.8175
TOTAL,,,,116.79322222222224,,6.238333333333334,,,,,,,,
