,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
51,128068,和而转债,1.05%,134.4,1.39,-16.15,0,-2.97,AA-,5.759,6.93,5.47,未到转股期,77.71249999999999
55,128060,中装转债,0.52%,127.358,-0.12,-5.73,0,-2.12,AA,5.567,2.14,5.25,未到转股期,76.9395
56,110052,贵广转债,2.01%,123.55,3.53,-0.27,0,-0.69,AA+,5.51,2.22,16.0,未到转股期,76.6525
92,110050,佳都转债,0.51%,124.3,0.76,5.8,0,-1.6,AA,5.299,3.55,6.669,190050,71.35000000000001
66,128055,长青转2,0.32%,119.88,1.09,6.38,0,-0.69,AA,5.493,1.31,9.138,未到转股期,75.33500000000001
18,128057,博彦转债,1.84%,111.31,4.32,6.94,0,1.02,AA-,5.51,1.86,5.758,未到转股期,83.485
10,128053,尚荣转债,0.31%,108.8,2.26,7.05,0,1.09,AA,5.458,1.5,7.498,128053,85.91250000000001
67,113540,南威转债,6.19%,119.25,9.98,7.47,0,-0.18,AA-,5.868,3.44,6.6,未到转股期,75.1475
84,110049,海尔转债,-0.07%,121.21,0.5,7.64,0,-1.85,AAA,5.296,2.41,30.066,190049,73.06
90,113028,环境转债,0.70%,121.34,2.29,9.21,0,-1.55,AAA,5.795,1.63,21.7,未到转股期,71.7525
1,113027,华钰转债,0.15%,103.09,2.13,9.44,0,1.98,AA,5.784,2.38,6.4,未到转股期,89.83
91,128058,拓邦转债,0.76%,120.91,3.93,10.17,0,0.32,AA,5.515,2.63,5.73,未到转股期,71.4625
96,113515,高能转债,1.43%,119.69,2.06,12.8,0,-1.21,AA,4.901,2.24,7.092,191515,70.71000000000001
22,123021,万信转2,0.67%,106.0,0.56,14.32,0,2.06,AA,5.504,3.56,12.0,未到转股期,83.26
42,123019,中来转债,0.33%,108.858,3.46,15.28,0,2.6,AA-,5.488,1.67,10.0,123019,79.682
53,128019,久立转2,0.29%,110.615,2.86,16.19,0,-0.07,AA,4.186,2.03,10.398,128019,77.2425
24,127003,海印转债,0.48%,104.516,1.12,16.52,2,3.01,AA,2.767,1.75,9.415,127003,83.094
69,128021,兄弟转债,-0.27%,112.53,2.22,16.76,1,-0.48,AA,4.241,2.01,5.048,128021,74.9
TOTAL,,,,116.53372222222222,,7.767777777777777,,,,,,,,
