,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
35,113576,起步转债,-0.39%,99.74,-0.96,27.54,0,3.59,AA-,5.795,2.29,5.2,未到转股期,79.605
2,128087,孚日转债,-0.59%,100.9,-2.19,20.29,0,2.18,AA,5.485,1.26,6.5,128087,83.8825
34,110070,凌钢转债,-0.58%,101.21,-2.2,25.37,0,2.71,AA,5.805,0.79,4.4,未到转股期,79.7625
42,128076,金轮转债,-1.19%,102.11,-2.76,25.7,0,2.36,AA-,5.31,1.11,2.14,128076,78.61500000000001
19,113033,利群转债,0.00%,103.33,-0.32,20.11,0,1.96,AA,5.77,1.15,18.0,未到转股期,81.5875
33,110043,无锡转债,0.39%,103.99,1.64,21.4,2,1.41,AA+,3.603,0.76,29.991,190043,79.96000000000001
20,113557,森特转债,-0.69%,104.4,-0.77,18.76,0,2.74,AA-,5.488,2.06,6.0,未到转股期,81.53
24,128034,江银转债,0.95%,104.6,1.8,19.16,2,1.2,AA+,3.592,0.72,17.582,128034,81.03
23,113546,迪贝转债,-0.68%,104.65,-2.28,18.91,0,2.84,A+,5.332,2.29,2.299,191546,81.16749999999999
11,110066,盛屯转债,0.01%,104.77,-2.01,17.42,0,1.73,AA,5.69,1.09,23.86,未到转股期,82.165
15,128049,华源转债,-1.06%,105.2,-0.89,17.03,0,2.12,AA-,4.43,1.35,3.999,128049,82.0275
6,128085,鸿达转债,-0.54%,105.3,-0.28,16.1,0,3.22,AA,5.482,1.25,24.267,128085,82.625
10,113567,君禾转债,-1.01%,105.38,-0.77,16.57,0,2.25,A+,5.693,3.16,2.1,未到转股期,82.19250000000001
9,128081,海亮转债,-0.36%,105.508,-1.23,16.35,0,1.67,AA,5.414,1.82,31.5,128081,82.2295
5,113034,滨化转债,-0.25%,105.59,-0.47,15.46,0,1.53,AA,5.795,1.06,24.0,未到转股期,82.815
18,113568,新春转债,-0.35%,106.01,-1.69,16.04,0,2.97,AA-,5.699,1.32,3.3,未到转股期,81.96
28,113549,白电转债,-0.08%,106.27,-0.99,17.66,0,1.52,AA,5.395,1.46,8.8,191549,80.485
3,123045,雷迪转债,-0.52%,106.325,-0.37,13.92,0,2.1,A+,5.715,2.03,2.88,未到转股期,83.235
TOTAL,,,,104.1823888888889,,19.099444444444448,,,,,,,,
