,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
66,128111,中矿转债,-0.67%,131.35,-1.34,-1.02,0,-0.95,AA-,5.578,2.04,8.0,未到转股期,69.67
40,110058,永鼎转债,0.27%,128.16,-0.15,-0.47,1,-2.49,AA,4.425,3.04,4.418,190058,72.31
13,113034,滨化转债,1.39%,123.8,3.76,0.06,0,-1.36,AA,5.408,1.33,23.998,191034,76.14
65,127015,希望转债,-1.23%,130.181,-1.38,0.08,0,-3.24,AAA,5.142,3.17,17.644,127015,69.73899999999999
10,113025,明泰转债,-0.21%,122.91,0.44,0.78,0,-1.51,AA,4.408,1.08,15.744,191025,76.31
54,123056,雪榕转债,-0.89%,128.2,-0.26,0.94,0,-1.03,AA-,5.614,3.38,5.85,未到转股期,70.86000000000001
61,113577,春秋转债,1.07%,128.35,0.36,1.47,0,-1.54,AA-,5.419,3.13,2.323,191577,70.18
14,128050,钧达转债,0.30%,121.97,-1.06,1.93,1,0.31,AA-,4.079,2.34,2.512,128050,76.1
28,113536,三星转债,0.28%,124.36,-0.04,2.02,0,-1.78,AA,4.548,3.02,1.491,191536,73.62
5,128108,蓝帆转债,0.23%,119.858,-0.81,2.02,0,-1.03,AA,5.54,2.01,31.44,未到转股期,78.122
15,113567,君禾转债,0.55%,120.78,2.06,3.37,0,-0.24,A+,5.307,3.87,2.1,191567,75.85
8,128056,今飞转债,-0.21%,119.947,-1.14,3.69,0,0.21,A+,4.299,2.59,2.369,128056,76.363
0,128128,齐翔转2,1.39%,111.523,4.5,3.82,0,0.59,AA,5.77,1.79,29.9,未到转股期,84.65700000000001
6,123028,清水转债,-0.62%,118.25,-1.46,3.86,0,0.66,AA-,4.6,1.77,4.555,123028,77.89
19,113541,荣晟转债,-0.14%,119.77,-0.75,5.02,1,-0.88,AA-,4.693,2.09,2.745,191541,75.21000000000001
17,113561,正裕转债,-0.22%,117.98,-0.53,6.71,0,0.09,A+,5.134,2.67,1.586,191561,75.31
24,123057,美联转债,0.88%,118.25,0.18,7.31,0,-0.01,AA-,5.633,6.32,2.07,未到转股期,74.44
39,123002,国祯转债,-0.50%,120.302,-1.25,7.38,1,-3.03,AA,3.033,1.73,2.522,123002,72.318
53,128057,博彦转债,0.84%,121.49,0.31,7.45,0,-0.87,AA-,4.312,1.79,5.284,128057,71.06
18,128051,光华转债,0.49%,117.333,-0.57,7.45,1,-0.39,AA-,4.09,4.09,2.489,128051,75.217
7,128066,亚泰转债,0.25%,115.286,-0.1,7.5,1,0.44,AA-,4.43,1.74,4.798,128066,77.214
1,113008,电气转债,-0.51%,108.32,-0.19,8.11,1,-7.06,AAA,0.225,1.2,44.136,191008,83.57000000000001
50,123049,维尔转债,-0.91%,120.4,-0.72,8.24,0,0.68,AA-,5.416,1.54,9.17,123049,71.36
48,128105,长集转债,0.00%,119.816,0.22,8.7,0,-0.72,AA,5.405,2.5,7.999,128105,71.484
2,128127,文科转债,0.01%,110.61,0.18,8.78,0,1.65,AA-,5.77,1.05,9.5,未到转股期,80.61
32,113572,三祥转债,0.17%,116.9,1.34,10.0,0,-0.61,A+,5.329,4.56,1.698,191572,73.1
TOTAL,,,,120.61907692307695,,4.430769230769231,,,,,,,,
