,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
20,113034,滨化转债,-2.80%,123.79,-3.48,-0.46,0,-1.36,AA,5.395,1.34,23.378,191034,76.66999999999999
2,128128,齐翔转2,0.05%,112.759,0.88,1.41,0,0.40,AA,5.756,1.86,29.9,未到转股期,85.831
65,113536,三星转债,0.02%,126.23,2.33,2.13,0,-2.11,AA,4.534,3.06,1.491,191536,71.64
56,113577,春秋转债,-1.47%,125.15,-1.1,2.3,0,-1.07,AA-,5.405,3.02,2.323,191577,72.55
34,128056,今飞转债,-0.12%,123.1,0.99,2.36,0,-0.41,A+,4.285,2.69,2.369,128056,74.54
5,128108,蓝帆转债,-3.36%,115.8,-4.46,2.39,0,-0.40,AA,5.526,1.93,31.44,未到转股期,81.81
41,123056,雪榕转债,-1.59%,123.7,-0.76,2.49,0,-0.39,AA-,5.6,3.21,5.85,未到转股期,73.81
13,113541,荣晟转债,-1.42%,118.5,-0.97,3.44,1,-0.65,AA-,4.679,2.1,2.745,191541,78.06
71,110065,淮矿转债,-0.02%,125.38,0.63,3.8,0,-2.40,AAA,5.099,1.17,27.574,190065,70.82000000000001
15,123028,清水转债,-1.73%,119.0,-4.11,4.06,0,0.52,AA-,4.586,1.78,4.555,123028,76.94
58,128050,钧达转债,-1.08%,123.355,0.0,4.14,1,0.03,AA-,4.066,2.31,2.512,128050,72.505
19,123063,大禹转债,0.10%,118.837,2.55,4.46,0,1.13,AA-,5.693,2.8,6.38,未到转股期,76.703
28,123049,维尔转债,0.40%,120.006,3.75,4.74,0,0.74,AA-,5.403,1.59,9.17,123049,75.254
1,113008,电气转债,-0.13%,107.96,0.58,5.69,1,-5.97,AAA,0.211,1.23,44.136,191008,86.35000000000001
27,128057,博彦转债,-1.54%,119.024,-1.31,5.69,0,-0.39,AA-,4.299,1.78,5.284,128057,75.286
31,123002,国祯转债,-2.21%,119.114,-2.16,5.99,1,-2.72,AA,3.019,1.74,2.522,123002,74.896
64,113604,多伦转债,22.00%,122.0,-3.77,6.14,0,-0.68,AA-,5.904,4.66,6.4,未到转股期,71.86
49,128114,正邦转债,-0.37%,119.92,1.4,6.9,0,-0.71,AA+,5.581,2.97,16.0,未到转股期,73.17999999999999
9,128066,亚泰转债,-0.44%,114.41,-0.67,7.0,1,0.62,AA-,4.416,1.74,4.798,128066,78.59
61,113572,三祥转债,-2.59%,120.77,-2.32,7.17,0,-1.23,A+,5.315,4.84,1.698,191572,72.06
40,113561,正裕转债,-0.97%,118.63,0.36,7.4,0,-0.02,A+,5.121,2.67,1.586,191561,73.97
3,128085,鸿达转债,-0.55%,109.679,1.02,8.03,0,2.63,AA,5.082,1.34,24.257,128085,82.291
73,128106,华统转债,0.38%,121.11,0.67,8.31,0,-1.27,AA,5.395,2.8,5.5,128106,70.58
32,128051,光华转债,-1.53%,116.69,-2.14,8.42,1,-0.26,AA-,4.077,4.03,2.489,128051,74.89
21,110057,现代转债,-0.29%,114.47,0.1,8.96,0,-0.76,AAA,4.37,1.31,16.158,190057,76.57
70,128039,三力转债,-1.20%,119.83,0.47,9.3,1,-2.47,AA-,3.556,1.94,2.026,128039,70.87
TOTAL,,,,119.20053846153844,,5.086923076923077,,,,,,,,
