,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
174,128130,景兴转债,5.16%,122.493,6.42,-3.37,0,-1.14,AA,5.523,1.02,12.8,未到转股期,79.19200000000001
116,128128,齐翔转2,8.11%,116.215,10.06,-3.02,0,-0.15,AA,5.49,2.0,29.9,未到转股期,85.295
127,128094,星帅转债,5.24%,116.203,9.33,-1.15,0,0.85,A+,4.901,3.26,2.772,128094,84.372
2,128085,鸿达转债,8.54%,96.604,8.26,-0.35,0,5.51,BB,4.816,1.35,16.455,128085,103.571
161,123074,隆利转债,0.87%,118.515,0.29,0.65,0,0.81,AA-,5.682,4.82,3.245,未到转股期,81.16
146,127023,华菱转2,5.82%,116.401,9.94,1.0,0,-0.99,AAA,5.666,1.16,40.0,未到转股期,83.099
94,113541,荣晟转债,2.28%,112.45,2.07,1.06,1,0.52,AA-,4.414,2.06,2.696,191541,87.02
173,113572,三祥转债,5.63%,119.74,4.39,2.11,0,-1.13,A+,5.049,5.03,1.698,191572,79.205
60,128051,光华转债,2.22%,108.459,2.66,2.27,1,1.53,AA-,3.811,3.96,2.473,128051,90.40599999999999
38,128093,百川转债,2.56%,105.955,2.71,2.63,0,4.41,AA-,4.866,2.23,5.196,128093,92.73
130,123007,道氏转债,3.77%,114.356,3.42,2.75,1,-1.28,AA-,2.847,3.08,3.039,123007,84.269
139,128057,博彦转债,2.37%,114.742,1.89,3.15,0,0.52,AA-,4.033,1.76,5.096,128057,83.68299999999999
96,123062,三超转债,1.35%,111.8,1.14,3.2,0,1.3,A,5.425,3.04,1.95,123062,86.60000000000001
73,128040,华通转债,2.06%,109.6,2.72,3.2,0,0.76,AA-,3.307,7.96,2.222,128040,88.80000000000001
83,123073,同和转债,8.16%,110.488,17.68,3.4,1,1.86,A+,5.677,4.33,3.6,未到转股期,87.812
15,113033,利群转债,1.28%,100.2,0.9,4.21,0,2.85,AA,5.104,1.29,17.998,191033,97.695
29,123087,明电转债,3.92%,103.2,3.02,4.71,1,2.86,AA-,5.811,3.33,6.73,未到转股期,94.445
80,123051,今天转债,2.11%,109.21,2.46,5.03,0,2.3,A+,5.279,3.08,2.795,123051,88.275
92,128090,汽模转2,1.63%,109.952,2.33,5.44,0,0.93,AA,4.847,1.57,3.105,128090,87.328
56,113612,永冠转债,0.34%,106.4,-0.66,5.48,0,2.32,AA-,5.792,2.36,5.2,未到转股期,90.86
16,128140,润建转债,0.94%,99.61,1.05,5.49,0,2.59,AA,5.789,1.86,10.9,未到转股期,97.645
99,128141,旺能转债,2.03%,110.678,3.35,5.55,0,0.69,AA,5.816,1.64,14.0,未到转股期,86.547
39,123082,北陆转债,1.04%,104.46,1.27,5.65,1,2.73,A+,5.792,2.74,5.0,未到转股期,92.715
13,113039,嘉泽转债,2.32%,99.21,3.72,5.72,0,2.46,AA,5.504,1.9,13.0,未到转股期,97.93
107,123052,飞鹿转债,2.52%,110.99,4.02,6.16,0,2.7,A+,5.282,2.45,1.769,123052,85.93
82,123063,大禹转债,2.17%,109.01,3.89,6.22,0,2.84,AA-,5.427,2.52,6.379,123063,87.88
55,128039,三力转债,0.99%,105.53,1.24,7.19,1,1.24,AA-,3.29,1.74,2.025,128039,90.875
46,123049,维尔转债,0.60%,104.4,2.69,7.56,0,3.63,AA-,5.137,1.35,9.17,123049,91.82
109,113536,三星转债,2.61%,110.28,1.79,8.06,0,0.96,AA,4.268,2.53,1.491,191536,85.69
64,113565,宏辉转债,2.92%,105.8,2.62,8.18,0,2.29,AA-,5.011,3.36,2.254,191565,90.11
22,113610,灵康转债,2.10%,99.4,2.41,8.52,0,3.55,AA-,5.773,4.22,5.25,未到转股期,96.33999999999999
5,113609,永安转债,2.38%,93.32,2.77,8.78,0,4.63,AA-,5.753,1.18,8.86,未到转股期,102.29
24,123069,金诺转债,1.35%,99.349,1.98,8.84,0,4.38,AA-,5.647,2.38,3.68,未到转股期,96.231
67,113016,小康转债,-2.34%,105.73,-2.56,8.92,1,1.26,AA,2.704,3.23,5.755,191016,89.81
23,113591,胜达转债,2.79%,99.2,7.7,9.11,1,4.07,AA-,5.353,2.4,5.497,191591,96.245
136,128064,司尔转债,2.69%,111.5,4.74,9.34,0,0.75,AA,4.126,1.12,7.998,128064,83.83
44,128081,海亮转债,3.55%,103.147,6.6,9.43,0,2.34,AA,4.748,1.85,31.5,128081,92.13799999999999
12,113601,塞力转债,1.22%,96.61,1.7,9.73,0,4.33,AA-,5.493,1.9,5.43,未到转股期,98.525
28,128105,长集转债,1.84%,99.8,4.86,10.26,0,2.92,AA,5.126,2.05,7.999,128105,95.07000000000001
160,128106,华统转债,0.00%,113.499,0.52,10.32,0,-0.05,AA,5.129,2.59,5.367,128106,81.34100000000001
123,123056,雪榕转债,3.75%,110.198,3.76,10.47,0,1.82,AA-,5.334,2.65,5.848,123056,84.56700000000001
42,110074,精达转债,4.46%,102.55,10.13,10.51,0,2.53,AA,5.488,1.82,7.87,未到转股期,92.19500000000001
77,123093,金陵转债,2.78%,106.146,1.85,10.78,0,3.49,A+,5.907,8.87,2.5,未到转股期,88.464
86,123002,国祯转债,1.13%,107.121,2.37,10.78,1,0.57,AA,2.753,1.49,2.522,123002,87.489
89,113593,沪工转债,1.87%,107.2,1.43,10.84,0,2.42,A+,5.405,5.24,4.0,191593,87.38
164,128021,兄弟转债,2.67%,113.745,1.72,11.18,1,-1.62,AA,2.764,2.26,2.653,128021,80.66499999999999
43,123068,弘信转债,0.51%,102.02,-0.47,11.64,0,3.17,AA-,5.644,3.94,5.7,未到转股期,92.16
37,123092,天壕转债,1.21%,101.0,3.76,11.99,0,3.31,A+,5.836,1.2,4.23,未到转股期,93.005
134,128032,双环转债,-0.07%,109.849,2.21,12.0,0,-0.18,AA,2.838,1.88,9.995,128032,84.151
151,128091,新天转债,2.06%,111.428,1.18,12.04,0,1.47,A+,4.855,2.45,1.763,128091,82.552
TOTAL,,,,107.51526,,6.2732,,,,,,,,
